# Wordlist

# DATA
ID	ABVD	ALIGNMENT	BORROWED	BORROWING	CHINESE	COGID	CONCEPT	DOCULECT	DUPLICATES	ENTRY_IN_SOURCE	GLOSS_IN_SOURCE	HANZI	IELEX	IPA	MORPHEME_STRUCTURE	NOTE	OMEGAWIKI	PARADIGM_1	PARADIGM_2	PARADIGM_3	PARADIGM_4	POS	SCAID	SOURCE	SUBGROUP	SWADESH_1952	SWADESH_1955	TOKENS	TOWEROFBABEL	WOLD
90	all (191)	-			全部	0	all	Dulong		-	-	-	all (2)	-		-	1173416					Function word	0	-	Nungish	all (of a number)(1)	all(1)	-	all(84)	13.14
91	all (191)	-			全部	0	all	Jingpo		-	-	-	all (2)	-		-	1173416					Function word	0	-	SAL	all (of a number)(1)	all(1)	-	all(84)	13.14
92	all (191)	-			全部	0	all	Beijing		-	-	-	all (2)	-		-	1173416					Function word	0	-	Sinitic	all (of a number)(1)	all(1)	-	all(84)	13.14
93	all (191)	-			全部	0	all	Caijia		-	-	-	all (2)	-		-	1173416					Function word	0	-	Sinitic	all (of a number)(1)	all(1)	-	all(84)	13.14
94	all (191)	-			全部	0	all	Changsha		-	-	-	all (2)	-		-	1173416					Function word	0	-	Sinitic	all (of a number)(1)	all(1)	-	all(84)	13.14
96	all (191)	-			全部	0	all	Guangzhou		-	-	-	all (2)	-		-	1173416					Function word	0	-	Sinitic	all (of a number)(1)	all(1)	-	all(84)	13.14
97	all (191)	-			全部	0	all	Meixian		-	-	-	all (2)	-		-	1173416					Function word	0	-	Sinitic	all (of a number)(1)	all(1)	-	all(84)	13.14
98	all (191)	-			全部	8	all	Old_Chinese		*[g]ˤr[ə]m	all	咸	all (2)	*[g]ˤr[ə]m		-	1173416					Function word	0	-	Sinitic	all (of a number)(1)	all(1)	gˤ r ə m	all(84)	13.14
99	all (191)	-			全部	0	all	Xiamen		-	-	-	all (2)	-		-	1173416					Function word	0	-	Sinitic	all (of a number)(1)	all(1)	-	all(84)	13.14
100	all (191)	-			全部	0	all	Guiqiong		-	-	-	all (2)	-		-	1173416					Function word	0	-	rGyalrongic	all (of a number)(1)	all(1)	-	all(84)	13.14
101	all (191)	-		1	全部	6	all	Japhug		%tʰamtɕɤt	all	凡	all (2)	tʰamtɕɤt		-	1173416					Function word	0	-	rGyalrongic	all (of a number)(1)	all(1)	tʰ a m tɕ ɤ t	all(84)	13.14
102	all (191)	-			全部	0	all	Khroskyabs_Wobzi		-	-	-	all (2)	-		-	1173416					Function word	0	-	rGyalrongic	all (of a number)(1)	all(1)	-	all(84)	13.14
103	all (191)	-			全部	0	all	Muya		-	-	-	all (2)	-		-	1173416					Function word	0	-	rGyalrongic	all (of a number)(1)	all(1)	-	all(84)	13.14
104	all (191)	-			全部	0	all	Stau		-	-	-	all (2)	-		-	1173416					Function word	0	-	rGyalrongic	all (of a number)(1)	all(1)	-	all(84)	13.14
105	all (191)	-			全部	7	all	Tangut		zji¹	all	凡	all (2)	zji¹		-	1173416					Function word	0	-	rGyalrongic	all (of a number)(1)	all(1)	z j i ¹	all(84)	13.14
106	all (191)	-			全部	0	all	Zbu		-	-	-	all (2)	-		-	1173416					Function word	0	-	rGyalrongic	all (of a number)(1)	all(1)	-	all(84)	13.14
12994						0	all	Guzhang			都	通		tʰau⁵⁵			1173416						0							
13446						0	all	Ganzhou		tshyn2 pu4	all (1)			ʦʰyn³pu⁵			1173416						0					ʦʰ y n ³ p u ⁵		
13481						0	all	Caijia									1173416						0							
13741						0	all	Jixi				都		tɵ³¹			1173416						0							
14001						0	all	Changshan									1173416						0							
14521						0	all	Dancun				所有		sɔ⁵⁵ jiu²²		plus noun	1173416						0							
14849						0	all	Dancun				XX		ham²¹ plaŋ²¹		adverb							0							
#
107	and (192)	-			和	0	and	Dashi		-	-	-	and (3)	-		-	6464					Function word	0	-	Bai	and(2)	-	-	-	17.51
108	and (192)	-			和	0	and	Zhaozhuang		-	-	-	and (3)			-	6464					Function word	0	-	Bai	and(2)	-	-	-	17.51
109	and (192)	-			和	0	and	Ega		-	-	-	and (3)	-		-	6464					Function word	0	-	Bai	and(2)	-	-	-	17.51
110	and (192)	-			和	0	and	Enqi		-	-	-	and (3)	-		-	6464					Function word	0	-	Bai	and(2)	-	-	-	17.51
111	and (192)	-			和	0	and	Eryuan		-	-	-	and (3)	-		-	6464					Function word	0	-	Bai	and(2)	-	-	-	17.51
112	and (192)	-			和	0	and	Gongxing		-	-	-	and (3)	-		-	6464					Function word	0	-	Bai	and(2)	-	-	-	17.51
113	and (192)	-			和	0	and	Heqi		-	-	-	and (3)	-		-	6464					Function word	0	-	Bai	and(2)	-	-	-	17.51
114	and (192)	-			和	0	and	Jianchuan		-	-	-	and (3)	-		-	6464					Function word	0	-	Bai	and(2)	-	-	-	17.51
115	and (192)	-			和	0	and	Jinman		-	-	-	and (3)	-		-	6464					Function word	0	-	Bai	and(2)	-	-	-	17.51
116	and (192)	-			和	0	and	Jinxing		-	-	-	and (3)	-		-	6464					Function word	0	-	Bai	and(2)	-	-	-	17.51
117	and (192)	-			和	0	and	Luobenzhuo		-	-	-	and (3)	-		-	6464					Function word	0	-	Bai	and(2)	-	-	-	17.51
118	and (192)	-			和	0	and	Mazhelong		-	-	-	and (3)	-		-	6464					Function word	0	-	Bai	and(2)	-	-	-	17.51
119	and (192)	-			和	0	and	Qiliqiao		-	-	-	and (3)	-		-	6464					Function word	0	-	Bai	and(2)	-	-	-	17.51
120	and (192)	-			和	0	and	Xiangyun		-	-	-	and (3)	-		-	6464					Function word	0	-	Bai	and(2)	-	-	-	17.51
121	and (192)	-			和	0	and	Yunlong		-	-	-	and (3)	-		-	6464					Function word	0	-	Bai	and(2)	-	-	-	17.51
122	and (192)	-			和	0	and	Zhoucheng		-	-	-	and (3)	-		-	6464					Function word	0	-	Bai	and(2)	-	-	-	17.51
123	and (192)	-			和	0	and	Cone_Tibetan		-	-	-	and (3)	-		-	6464					Function word	0	-	Bodic	and(2)	-	-	-	17.51
124	and (192)	-			和	0	and	Lhasa_Tibetan		-	-	-	and (3)	-		-	6464					Function word	0	-	Bodic	and(2)	-	-	-	17.51
125	and (192)	-			和	0	and	Old_Tibetan		-	-	-	and (3)	daŋ		-	6464					Function word	0	-	Bodic	and(2)	-	d a ŋ	-	17.51
126	and (192)	-			和	0	and	Achang_Lianghe		-	-	-	and (3)	-		-	6464					Function word	0	-	Burmish	and(2)	-	-	-	17.51
127	and (192)	-			和	0	and	Achang_Longchuan		-	-	-	and (3)	-		-	6464					Function word	0	-	Burmish	and(2)	-	-	-	17.51
128	and (192)	-			和	0	and	Achang_Luxi		-	-	-	and (3)	-		-	6464					Function word	0	-	Burmish	and(2)	-	-	-	17.51
129	and (192)	-			和	0	and	Atsi		-	-	-	and (3)	-		-	6464					Function word	0	-	Burmish	and(2)	-	-	-	17.51
130	and (192)	-			和	0	and	Bola		-	-	-	and (3)	-		-	6464					Function word	0	-	Burmish	and(2)	-	-	-	17.51
131	and (192)	-			和	0	and	Burmese		-	-	-	and (3)	-		-	6464					Function word	0	-	Burmish	and(2)	-	-	-	17.51
132	and (192)	-			和	0	and	Hpun		-	-	-	and (3)	-		-	6464					Function word	0	-	Burmish	and(2)	-	-	-	17.51
133	and (192)	-			和	0	and	Lashi		-	-	-	and (3)	-		-	6464					Function word	0	-	Burmish	and(2)	-	-	-	17.51
134	and (192)	-			和	0	and	Maru		-	-	-	and (3)	-		-	6464					Function word	0	-	Burmish	and(2)	-	-	-	17.51
135	and (192)	-			和	0	and	Old_Burmese		-	-	-	and (3)	-		-	6464					Function word	0	-	Burmish	and(2)	-	-	-	17.51
136	and (192)	-			和	0	and	Xiandau		-	-	-	and (3)	-		-	6464					Function word	0	-	Burmish	and(2)	-	-	-	17.51
137	and (192)	-			和	0	and	Dumi		-	-	-	and (3)	-		-	6464					Function word	0	-	Kiranti	and(2)	-	-	-	17.51
138	and (192)	-			和	0	and	Khaling		-	-	-	and (3)	-		-	6464					Function word	0	-	Kiranti	and(2)	-	-	-	17.51
139	and (192)	-			和	0	and	Limbu		-	-	-	and (3)	-		-	6464					Function word	0	-	Kiranti	and(2)	-	-	-	17.51
140	and (192)	-			和	0	and	Wambule		-	-	-	and (3)	-		-	6464					Function word	0	-	Kiranti	and(2)	-	-	-	17.51
141	and (192)	-			和	0	and	Yakkha		-	-	-	and (3)	-		-	6464					Function word	0	-	Kiranti	and(2)	-	-	-	17.51
142	and (192)	-			和	0	and	Yamphu		-	-	-	and (3)	-		-	6464					Function word	0	-	Kiranti	and(2)	-	-	-	17.51
143	and (192)	-			和	0	and	Dulong		-	-	-	and (3)	-		-	6464					Function word	0	-	Nungish	and(2)	-	-	-	17.51
144	and (192)	-			和	0	and	Jingpo		-	-	-	and (3)	-		-	6464					Function word	0	-	SAL	and(2)	-	-	-	17.51
145	and (192)	-			和	0	and	Beijing		-	-	-	and (3)	-		-	6464					Function word	0	-	Sinitic	and(2)	-	-	-	17.51
146	and (192)	-			和	0	and	Caijia		-	-	-	and (3)	-		-	6464					Function word	0	-	Sinitic	and(2)	-	-	-	17.51
147	and (192)	-			和	0	and	Changsha		-	-	-	and (3)	-		-	6464					Function word	0	-	Sinitic	and(2)	-	-	-	17.51
149	and (192)	-			和	0	and	Guangzhou		-	-	-	and (3)	-		-	6464					Function word	0	-	Sinitic	and(2)	-	-	-	17.51
150	and (192)	-			和	0	and	Meixian		-	-	-	and (3)	-		-	6464					Function word	0	-	Sinitic	and(2)	-	-	-	17.51
151	and (192)	-			和	14	and	Old_Chinese		*m-rˤəp	and	眔	and (3)	*m-rˤəp		-	6464					Function word	0	-	Sinitic	and(2)	-	m ◦ rˤ ə p	-	17.51
152	and (192)	-			和	0	and	Xiamen		-	-	-	and (3)	-		-	6464					Function word	0	-	Sinitic	and(2)	-	-	-	17.51
153	and (192)	-			和	0	and	Guiqiong		-	-	-	and (3)	-		-	6464					Function word	0	-	rGyalrongic	and(2)	-	-	-	17.51
154	and (192)	-			和	13	and	Japhug		cho	-	-	and (3)	cʰo		-	6464					Function word	0	-	rGyalrongic	and(2)	-	cʰ o	-	17.51
155	and (192)	-			和	0	and	Khroskyabs_Wobzi		-	-	-	and (3)	-		-	6464					Function word	0	-	rGyalrongic	and(2)	-	-	-	17.51
156	and (192)	-			和	0	and	Muya		-	-	-	and (3)	-		-	6464					Function word	0	-	rGyalrongic	and(2)	-	-	-	17.51
157	and (192)	-			和	0	and	Stau		-	-	-	and (3)	-		-	6464					Function word	0	-	rGyalrongic	and(2)	-	-	-	17.51
158	and (192)	-			和	0	and	Tangut		-	-	-	and (3)	-		-	6464					Function word	0	-	rGyalrongic	and(2)	-	-	-	17.51
159	and (192)	-			和	0	and	Zbu		-	-	-	and (3)	-		-	6464					Function word	0	-	rGyalrongic	and(2)	-	-	-	17.51
12995						0	and	Guzhang			和	跟		kai⁵⁵			6464						0							
13447						0	and	Ganzhou		hə2, thə̃2	and (2)			hə³			6464						0					h ə ³		
13448						0	and	Ganzhou		hə2, thə̃2	and (2)			tʰə̃³			6464						0					tʰ ə̃ ∼ ³		
13482						0	and	Caijia									6464						0							
13742						0	and	Jixi				搭		tɤʔ³²			6464						0							
14002						0	and	Changshan									6464						0							
14262						0	and	Qimen			和	跟		kuã¹¹			6464						0							
14522						0	and	Dancun				同		həuŋ²²			6464						0							
#
12996						0	at	Guzhang			在	在		tsʰɤ²⁵			6078						0							
13451						0	at	Ganzhou		tsæ4	at (5)			tsæ⁵			6078						0					t s æ ⁵		
13483						0	at	Caijia									6078						0							
14003						0	at	Changshan									6078						0							
14523						0	at	Dancun			to be at a place	到		ʔɔ³³			6078						0							
#
266	bad, evil (165)	k u e ⁴²			坏	16	bad	Dashi		kue42	bad (things)	-	bad (8)	kue₄₂		-	5650					Adjective	17	Wang2006a, 1053	Bai	bad (deleterious or unsuitable)(7)	-	k u e ⁴²	-	16.72
267	bad, evil (165)	-			坏	0	bad	Zhaozhuang		-	-	-	bad (8)	-		-	5650					Adjective	0	-	Bai	bad (deleterious or unsuitable)(7)	-	-	-	16.72
268	bad, evil (165)	q u ɛ ⁴²			坏	16	bad	Ega		quɛ42	bad (things)	-	bad (8)	quɛ₄₂		-	5650					Adjective	17	Wang2006a, 1053	Bai	bad (deleterious or unsuitable)(7)	-	q u ɛ ⁴²	-	16.72
269	bad, evil (165)	q u ɛ ⁴³			坏	16	bad	Enqi		quE43	bad (things)	-	bad (8)	quɛ₄₃		-	5650					Adjective	17	Wang2006a, 1053	Bai	bad (deleterious or unsuitable)(7)	-	q u ɛ ⁴³	-	16.72
270	bad, evil (165)	x e - ⁴⁴			坏	16	bad	Eryuan		xe44	bad / 坏	-	bad (8)	xe₄₄		-	5650					Adjective	20	Allen2007, 417	Bai	bad (deleterious or unsuitable)(7)	-	x e ⁴⁴	-	16.72
271	bad, evil (165)	q u ɛ ⁴²			坏	16	bad	Gongxing		quɛ42	bad (things)	-	bad (8)	quɛ₄₂		-	5650					Adjective	17	Wang2006a, 1053	Bai	bad (deleterious or unsuitable)(7)	-	q u ɛ ⁴²	-	16.72
272	bad, evil (165)	x e - ³³			坏	16	bad	Heqi		xe33	bad / 坏	-	bad (8)	xe₃₃		-	5650					Adjective	20	Allen2007, 417	Bai	bad (deleterious or unsuitable)(7)	-	x e ³³	-	16.72
273	bad, evil (165)	x e - ⁴⁴			坏	16	bad	Jianchuan		xe44	bad / 坏	-	bad (8)	xe₄₄		-	5650					Adjective	20	Allen2007, 417	Bai	bad (deleterious or unsuitable)(7)	-	x e ⁴⁴	-	16.72
274	bad, evil (165)	q u e ⁴²			坏	16	bad	Jinman		que42	bad (things)	-	bad (8)	que₄₂		-	5650					Adjective	17	Wang2006a, 1053	Bai	bad (deleterious or unsuitable)(7)	-	q u e ⁴²	-	16.72
275	bad, evil (165)	k u a ⁴⁴			坏	16	bad	Jinxing		kua44	bad (things)	-	bad (8)	kua₄₄		-	5650					Adjective	17	Wang2006a, 1053	Bai	bad (deleterious or unsuitable)(7)	-	k u a ⁴⁴	-	16.72
276	bad, evil (165)	ʈʰ ɯ ³³			坏	7	bad	Luobenzhuo		ʈʰɯ33	bad / 坏	-	bad (8)	ʈʰɯ₃₃		-	5650					Adjective	27	Allen2007, 417	Bai	bad (deleterious or unsuitable)(7)	-	ʈʰ ɯ ³³	-	16.72
277	bad, evil (165)	k u ɛ ⁴⁴			坏	16	bad	Mazhelong		kuɛ44	bad (things)	-	bad (8)	kuɛ₄₄		-	5650					Adjective	17	Wang2006a, 1053	Bai	bad (deleterious or unsuitable)(7)	-	k u ɛ ⁴⁴	-	16.72
278	bad, evil (165)	x e - ⁴⁴			坏	16	bad	Qiliqiao		xe44	bad / 坏	-	bad (8)	xe₄₄		-	5650					Adjective	20	Allen2007, 417	Bai	bad (deleterious or unsuitable)(7)	-	x e ⁴⁴	-	16.72
279	bad, evil (165)	x ɛ - ⁴⁴			坏	16	bad	Xiangyun		xɛ44	bad / 坏	-	bad (8)	xɛ₄₄		-	5650					Adjective	20	Allen2007, 417	Bai	bad (deleterious or unsuitable)(7)	-	x ɛ ⁴⁴	-	16.72
280	bad, evil (165)	x ɛ - ³³			坏	16	bad	Yunlong		xɛ33	bad / 坏	-	bad (8)	xɛ₃₃		-	5650					Adjective	20	Allen2007, 417	Bai	bad (deleterious or unsuitable)(7)	-	x ɛ ³³	-	16.72
281	bad, evil (165)	-			坏	0	bad	Zhoucheng		-	-	-	bad (8)	-		-	5650					Adjective	0	-	Bai	bad (deleterious or unsuitable)(7)	-	-	-	16.72
282	bad, evil (165)	-			坏	0	bad	Cone_Tibetan		-	-	-	bad (8)	-		-	5650					Adjective	0	-	Bodic	bad (deleterious or unsuitable)(7)	-	-	-	16.72
283	bad, evil (165)	-			坏	0	bad	Lhasa_Tibetan		-	-	-	bad (8)	-		-	5650					Adjective	0	-	Bodic	bad (deleterious or unsuitable)(7)	-	-	-	16.72
284	bad, evil (165)	-			坏	0	bad	Old_Tibetan		-	-	-	bad (8)	ŋan-		-	5650					Adjective	0	-	Bodic	bad (deleterious or unsuitable)(7)	-	-	-	16.72
285	bad, evil (165)	-			坏	0	bad	Achang_Lianghe		-	-	-	bad (8)	-		-	5650					Adjective	0	-	Burmish	bad (deleterious or unsuitable)(7)	-	-	-	16.72
286	bad, evil (165)	-			坏	0	bad	Achang_Longchuan		-	-	-	bad (8)	-		-	5650					Adjective	0	-	Burmish	bad (deleterious or unsuitable)(7)	-	-	-	16.72
287	bad, evil (165)	-			坏	0	bad	Achang_Luxi		-	-	-	bad (8)	-		-	5650					Adjective	0	-	Burmish	bad (deleterious or unsuitable)(7)	-	-	-	16.72
288	bad, evil (165)	-			坏	0	bad	Atsi		-	-	-	bad (8)	-		-	5650					Adjective	0	-	Burmish	bad (deleterious or unsuitable)(7)	-	-	-	16.72
289	bad, evil (165)	-			坏	0	bad	Bola		-	-	-	bad (8)	-		-	5650					Adjective	0	-	Burmish	bad (deleterious or unsuitable)(7)	-	-	-	16.72
290	bad, evil (165)	-			坏	0	bad	Burmese		-	-	-	bad (8)	-		-	5650					Adjective	0	-	Burmish	bad (deleterious or unsuitable)(7)	-	-	-	16.72
291	bad, evil (165)	-			坏	0	bad	Hpun		-	-	-	bad (8)	-		-	5650					Adjective	0	-	Burmish	bad (deleterious or unsuitable)(7)	-	-	-	16.72
292	bad, evil (165)	-			坏	0	bad	Lashi		-	-	-	bad (8)	-		-	5650					Adjective	0	-	Burmish	bad (deleterious or unsuitable)(7)	-	-	-	16.72
293	bad, evil (165)	-			坏	0	bad	Maru		-	-	-	bad (8)	-		-	5650					Adjective	0	-	Burmish	bad (deleterious or unsuitable)(7)	-	-	-	16.72
294	bad, evil (165)	-			坏	0	bad	Old_Burmese		-	-	-	bad (8)	-		-	5650					Adjective	0	-	Burmish	bad (deleterious or unsuitable)(7)	-	-	-	16.72
295	bad, evil (165)	-			坏	0	bad	Xiandau		-	-	-	bad (8)	-		-	5650					Adjective	0	-	Burmish	bad (deleterious or unsuitable)(7)	-	-	-	16.72
296	bad, evil (165)	-			坏	0	bad	Dumi		-	-	-	bad (8)	-		-	5650					Adjective	0	-	Kiranti	bad (deleterious or unsuitable)(7)	-	-	-	16.72
297	bad, evil (165)	-			坏	0	bad	Khaling		-	-	-	bad (8)	-		-	5650					Adjective	0	-	Kiranti	bad (deleterious or unsuitable)(7)	-	-	-	16.72
298	bad, evil (165)	-			坏	0	bad	Limbu		-	-	-	bad (8)	-		-	5650					Adjective	0	-	Kiranti	bad (deleterious or unsuitable)(7)	-	-	-	16.72
299	bad, evil (165)	-			坏	0	bad	Wambule		-	-	-	bad (8)	-		-	5650					Adjective	0	-	Kiranti	bad (deleterious or unsuitable)(7)	-	-	-	16.72
300	bad, evil (165)	-			坏	0	bad	Yakkha		-	-	-	bad (8)	-		-	5650					Adjective	0	-	Kiranti	bad (deleterious or unsuitable)(7)	-	-	-	16.72
301	bad, evil (165)	-			坏	0	bad	Yamphu		-	-	-	bad (8)	-		-	5650					Adjective	0	-	Kiranti	bad (deleterious or unsuitable)(7)	-	-	-	16.72
302	bad, evil (165)	-			坏	0	bad	Dulong		-	-	-	bad (8)	-		-	5650					Adjective	0	-	Nungish	bad (deleterious or unsuitable)(7)	-	-	-	16.72
303	bad, evil (165)	-			坏	0	bad	Jingpo		-	-	-	bad (8)	-		-	5650					Adjective	0	-	SAL	bad (deleterious or unsuitable)(7)	-	-	-	16.72
304	bad, evil (165)	-			坏	0	bad	Beijing		-	-	-	bad (8)	-		-	5650					Adjective	0	-	Sinitic	bad (deleterious or unsuitable)(7)	-	-	-	16.72
305	bad, evil (165)	-			坏	0	bad	Caijia		-	-	-	bad (8)	-		-	5650					Adjective	0	-	Sinitic	bad (deleterious or unsuitable)(7)	-	-	-	16.72
306	bad, evil (165)	-			坏	0	bad	Changsha		-	-	-	bad (8)	-		-	5650					Adjective	0	-	Sinitic	bad (deleterious or unsuitable)(7)	-	-	-	16.72
308	bad, evil (165)	-			坏	0	bad	Guangzhou		-	-	-	bad (8)	-		-	5650					Adjective	0	-	Sinitic	bad (deleterious or unsuitable)(7)	-	-	-	16.72
309	bad, evil (165)	-			坏	0	bad	Meixian		-	-	-	bad (8)	-		-	5650					Adjective	0	-	Sinitic	bad (deleterious or unsuitable)(7)	-	-	-	16.72
310	bad, evil (165)	-			坏	834	bad	Old_Chinese		*ʔˤak	bad, evil	惡	bad (8)	*ʔˤak		-	5650					Adjective	0	-	Sinitic	bad (deleterious or unsuitable)(7)	-	ʔˤ a k	-	16.72
311	bad, evil (165)	-			坏	0	bad	Xiamen		-	-	-	bad (8)	-		-	5650					Adjective	0	-	Sinitic	bad (deleterious or unsuitable)(7)	-	-	-	16.72
312	bad, evil (165)	-			坏	0	bad	Guiqiong		-	-	-	bad (8)	-		-	5650					Adjective	0	-	rGyalrongic	bad (deleterious or unsuitable)(7)	-	-	-	16.72
313	bad, evil (165)	-		1	坏	15	bad	Japhug		%ŋɤn	-	-	bad (8)	ŋɤn		-	5650					Adjective	0	-	rGyalrongic	bad (deleterious or unsuitable)(7)	-	ŋ ɤ n	-	16.72
314	bad, evil (165)	-			坏	0	bad	Khroskyabs_Wobzi		-	-	-	bad (8)	-		-	5650					Adjective	0	-	rGyalrongic	bad (deleterious or unsuitable)(7)	-	-	-	16.72
315	bad, evil (165)	-			坏	0	bad	Muya		-	-	-	bad (8)	-		-	5650					Adjective	0	-	rGyalrongic	bad (deleterious or unsuitable)(7)	-	-	-	16.72
316	bad, evil (165)	-			坏	0	bad	Stau		-	-	-	bad (8)	-		-	5650					Adjective	0	-	rGyalrongic	bad (deleterious or unsuitable)(7)	-	-	-	16.72
317	bad, evil (165)	-			坏	0	bad	Tangut		-	-	-	bad (8)	-		-	5650					Adjective	0	-	rGyalrongic	bad (deleterious or unsuitable)(7)	-	-	-	16.72
318	bad, evil (165)	-			坏	0	bad	Zbu		-	-	-	bad (8)	-		-	5650					Adjective	0	-	rGyalrongic	bad (deleterious or unsuitable)(7)	-	-	-	16.72
12997						0	bad	Guzhang			差，不好	差		tsʰo⁵⁵			5650						0							
13453						0	bad	Ganzhou		pu/5 hɔ3, hwæ4	bad (7)			puʔ⁶hɔ⁴			5650						0					p u ʔ ⁶ h ɔ ⁴		
13454						0	bad	Ganzhou		pu/5 hɔ3, hwæ4	bad (7)			hwæ⁵			5650						0					h w æ ⁵		
13484						0	bad	Caijia									5650						0							
13744						0	bad	Jixi				差		tsˈo³¹			5650						0							
14004						0	bad	Changshan									5650						0							
14264						0	bad	Qimen			差，不好	不好		pɑ³⁵ xɔ⁴²			5650						0							
14524						0	bad	Dancun				唔好		m²² hɔ⁵⁵			5650						0							
14824						0	bad	Jixi				壞		vɔ²²									0							
#
12998						0	because	Guzhang								none	514093						0							
13456						0	because	Ganzhou		in1 wəj4	because (9)			in²wəj⁵			514093						0					i n ² w ə j ⁵		
13485						0	because	Caijia									514093						0							
14005						0	because	Changshan									514093						0							
#
478	below (176)	-			-	0	below, under	Dashi		-	-	-	-	-		-	6199					Function word	0	-	Bai	-	-	-	-	12.07
479	below (176)	-			-	0	below, under	Zhaozhuang		-	-	-	-	-		-	6199					Function word	0	-	Bai	-	-	-	-	12.07
480	below (176)	-			-	0	below, under	Ega		-	-	-	-	-		-	6199					Function word	0	-	Bai	-	-	-	-	12.07
481	below (176)	-			-	0	below, under	Enqi		-	-	-	-	-		-	6199					Function word	0	-	Bai	-	-	-	-	12.07
482	below (176)	-			-	0	below, under	Eryuan		-	-	-	-	-		-	6199					Function word	0	-	Bai	-	-	-	-	12.07
483	below (176)	-			-	0	below, under	Gongxing		-	-	-	-	-		-	6199					Function word	0	-	Bai	-	-	-	-	12.07
484	below (176)	-			-	0	below, under	Heqi		-	-	-	-	-		-	6199					Function word	0	-	Bai	-	-	-	-	12.07
485	below (176)	-			-	0	below, under	Jianchuan		-	-	-	-	-		-	6199					Function word	0	-	Bai	-	-	-	-	12.07
486	below (176)	-			-	0	below, under	Jinman		-	-	-	-	-		-	6199					Function word	0	-	Bai	-	-	-	-	12.07
487	below (176)	-			-	0	below, under	Jinxing		-	-	-	-	-		-	6199					Function word	0	-	Bai	-	-	-	-	12.07
488	below (176)	-			-	0	below, under	Luobenzhuo		-	-	-	-	-		-	6199					Function word	0	-	Bai	-	-	-	-	12.07
489	below (176)	-			-	0	below, under	Mazhelong		-	-	-	-	-		-	6199					Function word	0	-	Bai	-	-	-	-	12.07
490	below (176)	-			-	0	below, under	Qiliqiao		-	-	-	-	-		-	6199					Function word	0	-	Bai	-	-	-	-	12.07
491	below (176)	-			-	0	below, under	Xiangyun		-	-	-	-	-		-	6199					Function word	0	-	Bai	-	-	-	-	12.07
492	below (176)	-			-	0	below, under	Yunlong		-	-	-	-	-		-	6199					Function word	0	-	Bai	-	-	-	-	12.07
493	below (176)	-			-	0	below, under	Zhoucheng		-	-	-	-	-		-	6199					Function word	0	-	Bai	-	-	-	-	12.07
494	below (176)	-			-	0	below, under	Cone_Tibetan		-	-	-	-	-		-	6199					Function word	0	-	Bodic	-	-	-	-	12.07
495	below (176)	-			-	0	below, under	Lhasa_Tibetan		-	-	-	-	-		-	6199					Function word	0	-	Bodic	-	-	-	-	12.07
496	below (176)	-			-	0	below, under	Old_Tibetan		-	-	-	-	gɕam		-	6199					Function word	0	-	Bodic	-	-	g ɕ a m	-	12.07
497	below (176)	-			-	0	below, under	Achang_Lianghe		-	-	-	-	-		-	6199					Function word	0	-	Burmish	-	-	-	-	12.07
498	below (176)	-			-	0	below, under	Achang_Longchuan		-	-	-	-	-		-	6199					Function word	0	-	Burmish	-	-	-	-	12.07
499	below (176)	-			-	0	below, under	Achang_Luxi		-	-	-	-	-		-	6199					Function word	0	-	Burmish	-	-	-	-	12.07
500	below (176)	-			-	0	below, under	Atsi		-	-	-	-	-		-	6199					Function word	0	-	Burmish	-	-	-	-	12.07
501	below (176)	-			-	0	below, under	Bola		-	-	-	-	-		-	6199					Function word	0	-	Burmish	-	-	-	-	12.07
502	below (176)	-			-	0	below, under	Burmese		-	-	-	-	-		-	6199					Function word	0	-	Burmish	-	-	-	-	12.07
503	below (176)	-			-	0	below, under	Hpun		-	-	-	-	-		-	6199					Function word	0	-	Burmish	-	-	-	-	12.07
504	below (176)	-			-	0	below, under	Lashi		-	-	-	-	-		-	6199					Function word	0	-	Burmish	-	-	-	-	12.07
505	below (176)	-			-	0	below, under	Maru		-	-	-	-	-		-	6199					Function word	0	-	Burmish	-	-	-	-	12.07
506	below (176)	-			-	0	below, under	Old_Burmese		-	-	-	-	-		-	6199					Function word	0	-	Burmish	-	-	-	-	12.07
507	below (176)	-			-	0	below, under	Xiandau		-	-	-	-	-		-	6199					Function word	0	-	Burmish	-	-	-	-	12.07
508	below (176)	-			-	0	below, under	Dumi		-	-	-	-	-		-	6199					Function word	0	-	Kiranti	-	-	-	-	12.07
509	below (176)	-			-	0	below, under	Khaling		-	-	-	-	-		-	6199					Function word	0	-	Kiranti	-	-	-	-	12.07
510	below (176)	-			-	0	below, under	Limbu		-	-	-	-	-		-	6199					Function word	0	-	Kiranti	-	-	-	-	12.07
511	below (176)	-			-	0	below, under	Wambule		-	-	-	-	-		-	6199					Function word	0	-	Kiranti	-	-	-	-	12.07
512	below (176)	-			-	0	below, under	Yakkha		-	-	-	-	-		-	6199					Function word	0	-	Kiranti	-	-	-	-	12.07
513	below (176)	-			-	0	below, under	Yamphu		-	-	-	-	-		-	6199					Function word	0	-	Kiranti	-	-	-	-	12.07
514	below (176)	-			-	0	below, under	Dulong		-	-	-	-	-		-	6199					Function word	0	-	Nungish	-	-	-	-	12.07
515	below (176)	-			-	0	below, under	Jingpo		-	-	-	-	-		-	6199					Function word	0	-	SAL	-	-	-	-	12.07
