# EDICTOR
@modified: 2015-01-20 10:39
#
ID	DOCULECT	CONCEPT	IPA	TOKENS	ALIGNMENT	ENTRY_IN_SOURCE	GLOSS_IN_SOURCE	SOURCE	ID_IN_SOURCE	COGID	CHINESE_GLOSS	PST	POS
3700	Dashi	warm	uen₃₅	ue n ₃₅	- ue n ₃₅ - - - -	uen35	lukewarm	Wang2006a	1064	291	?	VcT	?
3701	Zhoucheng	warm	uɛ₃₅	uɛ ₃₅	- uɛ - ₃₅ - - - -	uɛ35	lukewarm	Wang2006a	1064	291	?	VT	?
3702	Mazhelong	warm	men₃₃tʰen₃₃	m e n ₃₃ tʰ e n ₃₃	m e n ₃₃ tʰ e n ₃₃	(men33tʰen33)	lukewarm	Wang2006a	1064	291	?	CVcTCVcT	?
3703	Jianchuan	warm	wẽ₅₅ɤɤ₄₄	w ẽ ₅₅ ɤɤ ₄₄	w ẽ - ₅₅ - ɤɤ - ₄₄	wẽ55vɤ44	warm	Allen2007	435	291	暖和	CVTVT	?
3704	Eryuan	warm	we₃₅ɤɤ₄₄	w e ₃₅ ɤɤ ₄₄	w e - ₃₅ - ɤɤ - ₄₄	we35vɤ44	warm	Allen2007	435	291	暖和	CVTVT	?
3705	Heqi	warm	wẽ₅₅	w ẽ ₅₅	w ẽ - ₅₅ - - - -	wẽ55	warm	Allen2007	435	291	暖和	CVT	?
3706	Lanping	warm	wẽ₅₅	w ẽ ₅₅	w ẽ - ₅₅ - - - -	wẽ55	warm	Allen2007	435	291	暖和	CVT	?
3707	Qiliqiao	warm	we₃₅	w e ₃₅	w e - ₃₅ - - - -	we35	warm	Allen2007	435	291	暖和	CVT	?
3708	Yunlong	warm	wɛ₄₄na₃₁	w ɛ ₄₄ n a ₃₁	w ɛ - ₄₄ n a - ₃₁	wɛ44na31	warm	Allen2007	435	291	暖和	CVTCVT	?
3709	Xiangyun	warm	wẽ₃₅	w ẽ ₃₅	w ẽ - ₃₅ - - - -	wẽ35	warm	Allen2007	435	291	暖和	CVT	?
3710	Luobenzhuo	warm	wẽ₅₅	w ẽ ₅₅	w ẽ - ₅₅ - - - -	wẽ55	warm	Allen2007	435	291	暖和	CVT	?
#
3711	Tuoluo	water	ɕyi₃₃	ɕ yi ₃₃	ɕ yi ₃₃	ɕyi33	water	Wang2006a	47	25	?	CVT	?
3712	Gongxing	water	ɕy₂₂	ɕ y ₂₂	ɕ y ₂₂	ɕy22	water	Wang2006a	47	25	?	CVT	?
3713	Enqi	water	ɕyi₂₂	ɕ yi ₂₂	ɕ yi ₂₂	ɕyi22	water	Wang2006a	47	25	?	CVT	?
3714	Ega	water	ɕyi₂₂	ɕ yi ₂₂	ɕ yi ₂₂	ɕyi22	water	Wang2006a	47	25	?	CVT	?
3715	Jinman	water	ɕyi₂₂	ɕ yi ₂₂	ɕ yi ₂₂	ɕyi22	water	Wang2006a	47	25	?	CVT	?
3716	Jinxing	water	ɕyi₃₃	ɕ yi ₃₃	ɕ yi ₃₃	ɕyi33	water	Wang2006a	47	25	?	CVT	?
3717	Dashi	water	ɕiui₃₃	ɕ iui ₃₃	ɕ iui ₃₃	ɕiui33	water	Wang2006a	47	25	?	CVT	?
3718	Zhoucheng	water	ɕyi₃₃	ɕ yi ₃₃	ɕ yi ₃₃	ɕyi33	water	Wang2006a	47	25	?	CVT	?
3719	Mazhelong	water	ɕyi₃₃	ɕ yi ₃₃	ɕ yi ₃₃	ɕyi33	water	Wang2006a	47	25	?	CVT	?
3720	Jianchuan	water	ɕy₃₃	ɕ y ₃₃	ɕ y ₃₃	ɕy33	water	Allen2007	14	25	水	CVT	?
3721	Eryuan	water	ɕy₃₃	ɕ y ₃₃	ɕ y ₃₃	ɕy33	water	Allen2007	14	25	水	CVT	?
3722	Heqi	water	ɕy₃₃	ɕ y ₃₃	ɕ y ₃₃	ɕy33	water	Allen2007	14	25	水	CVT	?
3723	Lanping	water	ɕy₃₃	ɕ y ₃₃	ɕ y ₃₃	ɕy33	water	Allen2007	14	25	水	CVT	?
3724	Qiliqiao	water	ɕy₃₃	ɕ y ₃₃	ɕ y ₃₃	ɕy33	water	Allen2007	14	25	水	CVT	?
3725	Yunlong	water	ɕy₃₃	ɕ y ₃₃	ɕ y ₃₃	ɕy33	water	Allen2007	14	25	水	CVT	?
3726	Xiangyun	water	ɕy₃₃	ɕ y ₃₃	ɕ y ₃₃	ɕy33	water	Allen2007	14	25	水	CVT	?
3727	Luobenzhuo	water	sy₃₃	s y ₃₃	s y ₃₃	sy33	water	Allen2007	14	25	水	CVT	?
#
3728	Tuoluo	wear	tiɯ₂₄	t iɯ ₂₄	t iɯ - ₂₄	tiɯ24	wear (a hat)	Wang2006a	1252	331	?	CVT	verb
3729	Gongxing	wear	di₂₄	d i ₂₄	d i - ₂₄	di24	wear (a hat)	Wang2006a	1252	331	?	CVT	verb
3730	Enqi	wear	tɚ₄₃	t ɚ ₄₃	t ɚ - ₄₃	tɚ43	wear (a hat)	Wang2006a	1252	331	?	CVT	verb
3731	Ega	wear	tɯ₄₂	t ɯ ₄₂	t ɯ - ₄₂	tɯ42	wear (a hat)	Wang2006a	1252	331	?	CVT	verb
3732	Jinman	wear	tẽ₄₂	t ẽ ₄₂	t ẽ - ₄₂	tẽ42	wear (a hat)	Wang2006a	1252	331	?	CVT	verb
3733	Jinxing	wear	tǝ̃₄₂	t ǝ̃ ₄₂	t ǝ̃ - ₄₂	tǝ̃42	wear (a hat)	Wang2006a	1252	331	?	CVT	verb
3734	Dashi	wear	tǝn₄₂	t ǝ n ₄₂	t ǝ n ₄₂	tǝn42	wear (a hat)	Wang2006a	1252	331	?	CVcT	verb
3735	Zhoucheng	wear	tɯ₄₂	t ɯ ₄₂	t ɯ - ₄₂	tɯ42	wear (a hat)	Wang2006a	1252	331	?	CVT	verb
3736	Mazhelong	wear	tɯ₄₂	t ɯ ₄₂	t ɯ - ₄₂	tɯ42	wear (a hat)	Wang2006a	1252	331	?	CVT	verb
3737	Jianchuan	wear	tɯ₄₂	t ɯ ₄₂	t ɯ - ₄₂	tɯ42	wear(hat)	Allen2007	317	331	戴（帽）	CVT	verb
3738	Eryuan	wear	tɯ₄₂	t ɯ ₄₂	t ɯ - ₄₂	tɯ42	wear(hat)	Allen2007	317	331	戴（帽）	CVT	verb
3739	Heqi	wear	tɯ̃₄₂	t ɯ̃ ₄₂	t ɯ̃ - ₄₂	tɯ̃42	wear(hat)	Allen2007	317	331	戴（帽）	CVT	verb
3740	Lanping	wear	tiɯ₄₂	t iɯ ₄₂	t iɯ - ₄₂	tiɯ42	wear(hat)	Allen2007	317	331	戴（帽）	CVT	verb
3741	Qiliqiao	wear	tɯ₃₂	t ɯ ₃₂	t ɯ - ₃₂	tɯ32	wear(hat)	Allen2007	317	331	戴（帽）	CVT	verb
3742	Yunlong	wear	tɯ₄₂	t ɯ ₄₂	t ɯ - ₄₂	tɯ42	wear(hat)	Allen2007	317	331	戴（帽）	CVT	verb
3743	Xiangyun	wear	tɯ̃₄₂	t ɯ̃ ₄₂	t ɯ̃ - ₄₂	tɯ̃42	wear(hat)	Allen2007	317	331	戴（帽）	CVT	verb
3744	Luobenzhuo	wear	tɯ̃₄₂	t ɯ̃ ₄₂	t ɯ̃ - ₄₂	tɯ̃42	wear(hat)	Allen2007	317	331	戴（帽）	CVT	verb
#
3745	Tuoluo	weave	tjɯ₄₂	t j ɯ ₄₂	t j ɯ - ₄₂	tjɯ42	weave; knit	Wang2006a	1799	437	?	CCVT	verb
3746	Gongxing	weave	t͡ʂi₂₄	t͡ʂ i ₂₄	t͡ʂ - i - ₂₄	tʂi24	weave; knit	Wang2006a	1799	437	?	CVT	verb
3747	Enqi	weave	tiɯ₅₅	t iɯ ₅₅	t - iɯ - ₅₅	tiɯ55	weave; knit	Wang2006a	1799	437	?	CVT	verb
3748	Ega	weave	t͡ɕi₄₄	t͡ɕ i ₄₄	t͡ɕ - i - ₄₄	tɕi44	weave; knit	Wang2006a	1799	437	?	CVT	verb
3749	Jinman	weave	ʈɯ₅₅	ʈ ɯ ₅₅	ʈ - ɯ - ₅₅	ʈɯ55	weave; knit	Wang2006a	1799	437	?	CVT	verb
3750	Jinxing	weave	t͡si₅₅	t͡s i ₅₅	t͡s - i - ₅₅	tsi55	weave; knit	Wang2006a	1799	437	?	CVT	verb
3751	Dashi	weave	t͡ʂʰɚ̃₅₅	t͡ʂʰ ɚ̃ ₅₅	t͡ʂʰ - ɚ̃ - ₅₅	tʂʰɚ̃55	weave; knit	Wang2006a	1799	437	?	CVT	verb
3752	Zhoucheng	weave	t͡sʰi₅₅	t͡sʰ i ₅₅	t͡sʰ - i - ₅₅	tsʰi55	weave; knit	Wang2006a	1799	437	?	CVT	verb
3753	Mazhelong	weave	t͡sʰen₅₅	t͡sʰ e n ₅₅	t͡sʰ - e n ₅₅	tsʰen55	weave; knit	Wang2006a	1799	437	?	CVcT	verb
3754	Jianchuan	weave	t͡sɿ₅₅	t͡s ɿ ₅₅	t͡s - ɿ - ₅₅	tsɿ55	weave(cloth)	Allen2007	300	437	织（布）	CVT	verb
3755	Eryuan	weave	t͡ʂɯ₄₄	t͡ʂ ɯ ₄₄	t͡ʂ - ɯ - ₄₄	tʂɯ44	weave(cloth)	Allen2007	300	437	织（布）	CVT	verb
3756	Heqi	weave	t͡sɯ₄₄	t͡s ɯ ₄₄	t͡s - ɯ - ₄₄	tsɯ44	weave(cloth)	Allen2007	300	437	织（布）	CVT	verb
3757	Lanping	weave	t͡sɯ₅₅	t͡s ɯ ₅₅	t͡s - ɯ - ₅₅	tsɯ55	weave(cloth)	Allen2007	300	437	织（布）	CVT	verb
3758	Qiliqiao	weave	t͡sɯ₃₃	t͡s ɯ ₃₃	t͡s - ɯ - ₃₃	tsɯ33	weave(cloth)	Allen2007	300	437	织（布）	CVT	verb
3759	Yunlong	weave	t͡sɯ₄₄	t͡s ɯ ₄₄	t͡s - ɯ - ₄₄	tsɯ44	weave(cloth)	Allen2007	300	437	织（布）	CVT	verb
3760	Xiangyun	weave	t͡sɯ̃₃₃	t͡s ɯ̃ ₃₃	t͡s - ɯ̃ - ₃₃	tsɯ̃33	weave(cloth)	Allen2007	300	437	织（布）	CVT	verb
3761	Luobenzhuo	weave	ʈɯ₅₅	ʈ ɯ ₅₅	ʈ - ɯ - ₅₅	ʈɯ55	weave(cloth)	Allen2007	300	437	织（布）	CVT	verb
#
3762	Tuoluo	white	ba₄₂	b a ₄₂	b a ₄₂	ba42	white	Wang2006a	1006	268	?	CVT	?
3763	Gongxing	white	bæ₂₁	b æ ₂₁	b æ ₂₁	bæ21	white	Wang2006a	1006	268	?	CVT	?
3764	Enqi	white	pa₂₁	p a ₂₁	p a ₂₁	pa21	white	Wang2006a	1006	268	?	CVT	?
3765	Ega	white	pa₄₂	p a ₄₂	p a ₄₂	pa42	white	Wang2006a	1006	268	?	CVT	?
3766	Jinman	white	pa₄₂	p a ₄₂	p a ₄₂	pa42	white	Wang2006a	1006	268	?	CVT	?
3767	Jinxing	white	pa₄₂	p a ₄₂	p a ₄₂	pa42	white	Wang2006a	1006	268	?	CVT	?
3768	Dashi	white	pɚ₄₂	p ɚ ₄₂	p ɚ ₄₂	pɚ42	white	Wang2006a	1006	268	?	CVT	?
3769	Zhoucheng	white	pɛ₄₂	p ɛ ₄₂	p ɛ ₄₂	pɛ42	white	Wang2006a	1006	268	?	CVT	?
3770	Mazhelong	white	pʰɚ₄₂	pʰ ɚ ₄₂	pʰ ɚ ₄₂	pʰɚ42	white	Wang2006a	1006	268	?	CVT	?
3771	Jianchuan	white	pɛ₄₂	p ɛ ₄₂	p ɛ ₄₂	pɛ42	white	Allen2007	409	268	白	CVT	?
3772	Eryuan	white	pɛ₄₂	p ɛ ₄₂	p ɛ ₄₂	pɛ42	white	Allen2007	409	268	白	CVT	?
3773	Heqi	white	pɛ₄₂	p ɛ ₄₂	p ɛ ₄₂	pɛ42	white	Allen2007	409	268	白	CVT	?
3774	Lanping	white	pæ₄₂	p æ ₄₂	p æ ₄₂	pæ42	white	Allen2007	409	268	白	CVT	?
3775	Qiliqiao	white	pɛ₄₂	p ɛ ₄₂	p ɛ ₄₂	pɛ42	white	Allen2007	409	268	白	CVT	?
3776	Yunlong	white	pɛ₄₂	p ɛ ₄₂	p ɛ ₄₂	pɛ42	white	Allen2007	409	268	白	CVT	?
3777	Xiangyun	white	pɛ₄₂	p ɛ ₄₂	p ɛ ₄₂	pɛ42	white	Allen2007	409	268	白	CVT	?
3778	Luobenzhuo	white	pa₄₄	p a ₄₄	p a ₄₄	pa44	white	Allen2007	409	268	白	CVT	?
#
3779	Tuoluo	willow	ɣɯ₃₃	ɣ ɯ ₃₃	- - - ɣ ɯ ₃₃ - - -	ɣɯ33	willow	Wang2006a	382	119	?	CVT	?
3780	Gongxing	willow	ɕi₂₂ji₂₁	ɕ i ₂₂ j i ₂₁	- - - ɕ i ₂₂ j i ₂₁	(ɕi22ji21)	willow	Wang2006a	382	119	?	CVTCVT	?
3781	Enqi	willow	ja₄₃ɣɯ₂₂	j a ₄₃ ɣ ɯ ₂₂	j a ₄₃ - - - ɣ ɯ ₂₂	(ja43)ɣɯ22	willow	Wang2006a	382	119	?	CVTCVT	?
3782	Jinxing	willow	ɣǝ₃₃	ɣ ǝ ₃₃	- - - ɣ ǝ ₃₃ - - -	ɣǝ33	willow	Wang2006a	382	119	?	CVT	?
3783	Dashi	willow	ɣǝ₃₃	ɣ ǝ ₃₃	- - - ɣ ǝ ₃₃ - - -	ɣǝ33	willow	Wang2006a	382	119	?	CVT	?
3784	Mazhelong	willow	ɣɯ₃₃	ɣ ɯ ₃₃	- - - ɣ ɯ ₃₃ - - -	ɣɯ33	willow	Wang2006a	382	119	?	CVT	?
3785	Jianchuan	willow	ɣɯ₃₃t͡sɯ₃₁	ɣ ɯ ₃₃ t͡s ɯ ₃₁	- - - ɣ ɯ ₃₃ t͡s ɯ ₃₁	ɣɯ33tsɯ31	willow	Allen2007	91	119	柳树	CVTCVT	?
3786	Eryuan	willow	sɿ₃₅ɣɯ₃₃	s ɿ ₃₅ ɣ ɯ ₃₃	- - - s ɿ ₃₅ ɣ ɯ ₃₃	sɿ35ɣɯ33	willow	Allen2007	91	119	柳树	CVTCVT	?
3787	Heqi	willow	ɣɯ₃₃t͡sɯ₃₁	ɣ ɯ ₃₃ t͡s ɯ ₃₁	- - - ɣ ɯ ₃₃ t͡s ɯ ₃₁	ɣɯ33tsɯ31	willow	Allen2007	91	119	柳树	CVTCVT	?
3788	Lanping	willow	sɯ₅₅ɣɯ₃₃	s ɯ ₅₅ ɣ ɯ ₃₃	- - - s ɯ ₅₅ ɣ ɯ ₃₃	sɯ55ɣɯ33	willow	Allen2007	91	119	柳树	CVTCVT	?
3789	Qiliqiao	willow	sɯ₅₅ɯ₃₃	s ɯ ₅₅ ɯ ₃₃	- - - s ɯ ₅₅ - ɯ ₃₃	sɯ55ɯ33	willow	Allen2007	91	119	柳树	CVTVT	?
3790	Yunlong	willow	jɯ₃₁ʔɯ₃₃d͡zɯ₃₁	j ɯ ₃₁ ʔ ɯ ₃₃ d͡z ɯ ₃₁	j ɯ ₃₁ ʔ ɯ ₃₃ d͡z ɯ ₃₁	jɯ31ʔɯ33dzɯ31	willow	Allen2007	91	119	柳树	CVTCVTCVT	?
3791	Xiangyun	willow	sɯ₅₅ɣo₄₂	s ɯ ₅₅ ɣ o ₄₂	- - - s ɯ ₅₅ ɣ o ₄₂	sɯ55ɣo42	willow	Allen2007	91	119	柳树	CVTCVT	?
#
3792	Tuoluo	wind	t͡ɕyen₅₅	t͡ɕ ye n ₅₅	t͡ɕ ye n ₅₅ - - -	tɕyen55	wind	Wang2006a	9	6	?	CVcT	?
3793	Gongxing	wind	t͡ɕyen₅₅	t͡ɕ ye n ₅₅	t͡ɕ ye n ₅₅ - - -	tɕyen55	wind	Wang2006a	9	6	?	CVcT	?
3794	Enqi	wind	t͡suɛ₂₄	t͡s uɛ ₂₄	- - - - t͡s uɛ ₂₄	tsuE24	wind	Wang2006a	9	6	?	CVT	?
3795	Ega	wind	t͡ɕyi₅₅	t͡ɕ yi ₅₅	- - - - t͡ɕ yi ₅₅	tɕyi55	wind	Wang2006a	9	6	?	CVT	?
3796	Jinman	wind	t͡ɕyi₅₅	t͡ɕ yi ₅₅	- - - - t͡ɕ yi ₅₅	tɕyi55	wind	Wang2006a	9	6	?	CVT	?
3797	Jinxing	wind	pi₅₅	p i ₅₅	p i - ₅₅ - - -	pi55	wind	Wang2006a	9	6	?	CVT	?
3798	Dashi	wind	piɛ̃₃₅	p iɛ̃ ₃₅	p iɛ̃ - ₃₅ - - -	piɛ̃35	wind	Wang2006a	9	6	?	CVT	?
3799	Zhoucheng	wind	pi₃₅	p i ₃₅	p i - ₃₅ - - -	pi35	wind	Wang2006a	9	6	?	CVT	?
3800	Mazhelong	wind	pien₅₅	p ie n ₅₅	p ie n ₅₅ - - -	pien55	wind	Wang2006a	9	6	?	CVcT	?
3801	Jianchuan	wind	pi₅₅sɿ₅₅	p i ₅₅ s ɿ ₅₅	p i - ₅₅ s ɿ ₅₅	pi55sɿ55	wind	Allen2007	6	6	风	CVTCVT	?
3802	Eryuan	wind	pi₅₅sɿ₅₅	p i ₅₅ s ɿ ₅₅	p i - ₅₅ s ɿ ₅₅	pi55sɿ55	wind	Allen2007	6	6	风	CVTCVT	?
3803	Heqi	wind	pĩ₅₅	p ĩ ₅₅	p ĩ - ₅₅ - - -	pĩ55	wind	Allen2007	6	6	风	CVT	?
3804	Lanping	wind	pi₅₅sɿ₅₅	p i ₅₅ s ɿ ₅₅	p i - ₅₅ s ɿ ₅₅	pi55sɿ55	wind	Allen2007	6	6	风	CVTCVT	?
3805	Qiliqiao	wind	pi₃₅sɿ₃₅	p i ₃₅ s ɿ ₃₅	p i - ₃₅ s ɿ ₃₅	pi35sɿ35	wind	Allen2007	6	6	风	CVTCVT	?
3806	Yunlong	wind	pi₃₅ɕi₅₅	p i ₃₅ ɕ i ₅₅	p i - ₃₅ ɕ i ₅₅	pi35ɕi55	wind	Allen2007	6	6	风	CVTCVT	?
3807	Xiangyun	wind	pi₃₅	p i ₃₅	p i - ₃₅ - - -	pi35	wind	Allen2007	6	6	风	CVT	?
3808	Luobenzhuo	wind	t͡ɕỹ₃₃	t͡ɕ ỹ ₃₃	- - - - t͡ɕ ỹ ₃₃	tɕỹ33	wind	Allen2007	6	6	风	CVT	?
#
3809	Tuoluo	woman	jen₃₅hoŋ₅₅mo₃₃	j e n ₃₅ h o ŋ ₅₅ m o ₃₃	j e n ₃₅ h o ŋ ₅₅ - - - m o ₃₃	(jen35hoŋ55mo33)	woman	Wang2006a	174	67	?	CVcTCVcTCVT	?
3810	Ega	woman	ɲyi₂₂	ɲ yi ₂₂	ɲ yi - ₂₂ - - - - - - - - - -	ɲyi22	woman	Wang2006a	174	67	?	CVT	?
3811	Jinman	woman	ɲu₂₂	ɲ u ₂₂	ɲ u - ₂₂ - - - - - - - - - -	ɲu22	woman	Wang2006a	174	67	?	CVT	?
3812	Jinxing	woman	jɤ̃₃₃	j ɤ̃ ₃₃	j ɤ̃ - ₃₃ - - - - - - - - - -	jṽ33	woman	Wang2006a	174	67	?	CVT	?
3813	Dashi	woman	jũ₃₃	j ũ ₃₃	j ũ - ₃₃ - - - - - - - - - -	jũ33	woman	Wang2006a	174	67	?	CVT	?
3814	Zhoucheng	woman	ɲɤ₃₃	ɲ ɤ ₃₃	ɲ ɤ - ₃₃ - - - - - - - - - -	ɲv33	woman	Wang2006a	174	67	?	CVT	?
3815	Mazhelong	woman	ɲõ₃₃	ɲ õ ₃₃	ɲ õ - ₃₃ - - - - - - - - - -	ɲõ33	woman	Wang2006a	174	67	?	CVT	?
3816	Jianchuan	woman	jɤ̃₃₃jĩ₂₁	j ɤ̃ ₃₃ j ĩ ₂₁	j ɤ̃ - ₃₃ - - - - - - - j ĩ ₂₁	jɤ̃33jĩ21	woman	Allen2007	156	67	女人	CVTCVT	?
3817	Eryuan	woman	ɲɤ₃₃ɲi₂₁	ɲ ɤ ₃₃ ɲ i ₂₁	ɲ ɤ - ₃₃ - - - - - - - ɲ i ₂₁	ɲɤ33ɲi21	woman	Allen2007	156	67	女人	CVTCVT	?
3818	Heqi	woman	jõ₃₃jĩ₂₁	j õ ₃₃ j ĩ ₂₁	j õ - ₃₃ - - - - - - - j ĩ ₂₁	jõ33jĩ21	woman	Allen2007	156	67	女人	CVTCVT	?
3819	Lanping	woman	jɯ̃₃₃jĩ₂₁	j ɯ̃ ₃₃ j ĩ ₂₁	j ɯ̃ - ₃₃ - - - - - - - j ĩ ₂₁	jɯ̃33jĩ21	woman	Allen2007	156	67	女人	CVTCVT	?
3820	Qiliqiao	woman	nɤ₃₃ɲi₂₁	n ɤ ₃₃ ɲ i ₂₁	n ɤ - ₃₃ - - - - - - - ɲ i ₂₁	nɤ33ɲi21	woman	Allen2007	156	67	女人	CVTCVT	?
3821	Yunlong	woman	ɲɤ₃₃ɲi₂₁	ɲ ɤ ₃₃ ɲ i ₂₁	ɲ ɤ - ₃₃ - - - - - - - ɲ i ₂₁	ɲɤ33ɲi21	woman	Allen2007	156	67	女人	CVTCVT	?
3822	Xiangyun	woman	nɛ̃₃₃ni₂₁	n ɛ̃ ₃₃ n i ₂₁	n ɛ̃ - ₃₃ - - - - - - - n i ₂₁	nɛ̃33ni21	woman	Allen2007	156	67	女人	CVTCVT	?
3823	Luobenzhuo	woman	ɲõ₄₄nɛ₄₄t͡ɕi₃₁ɲi₃₁	ɲ õ ₄₄ n ɛ ₄₄ t͡ɕ i ₃₁ ɲ i ₃₁	ɲ õ - ₄₄ n ɛ - ₄₄ t͡ɕ i ₃₁ ɲ i ₃₁	ɲõ44nɛ44tɕi31ɲi31	woman	Allen2007	156	67	女人	CVTCVTCVTCVT	?
#
3824	Tuoluo	year	suɔ₄₂	s uɔ ₄₂	s uɔ ₄₂	suɔ42	a year old	Wang2006a	914	243	?	CVT	?
3825	Gongxing	year	sua₂₄	s ua ₂₄	s ua ₂₄	sua24	a year old	Wang2006a	914	243	?	CVT	?
3826	Enqi	year	sua₅₅	s ua ₅₅	s ua ₅₅	sua55	a year old	Wang2006a	914	243	?	CVT	?
3827	Ega	year	sua₄₄	s ua ₄₄	s ua ₄₄	sua44	a year old	Wang2006a	914	243	?	CVT	?
3828	Jinman	year	sua₅₅	s ua ₅₅	s ua ₅₅	sua55	a year old	Wang2006a	914	243	?	CVT	?
3829	Jinxing	year	suɑ₄₄	s uɑ ₄₄	s uɑ ₄₄	suɑ44	a year old	Wang2006a	914	243	?	CVT	?
3830	Dashi	year	sʰua₄₄	sʰ ua ₄₄	sʰ ua ₄₄	sʰua44	a year old	Wang2006a	914	243	?	CVT	?
3831	Zhoucheng	year	sua₄₄	s ua ₄₄	s ua ₄₄	sua44	a year old	Wang2006a	914	243	?	CVT	?
3832	Mazhelong	year	sua₄₄	s ua ₄₄	s ua ₄₄	sua44	a year old	Wang2006a	914	243	?	CVT	?
3833	Jianchuan	year	sua₄₄	s ua ₄₄	s ua ₄₄	sua44	year	Allen2007	31	243	年、岁	CVT	?
3834	Eryuan	year	sua₄₄	s ua ₄₄	s ua ₄₄	sua44	year	Allen2007	31	243	年、岁	CVT	?
3835	Heqi	year	sʰua₄₄	sʰ ua ₄₄	sʰ ua ₄₄	sʰua44	year	Allen2007	31	243	年、岁	CVT	?
3836	Lanping	year	sua₄₄	s ua ₄₄	s ua ₄₄	sua44	year	Allen2007	31	243	年、岁	CVT	?
3837	Qiliqiao	year	ʃua₄₄	ʃ ua ₄₄	ʃ ua ₄₄	ʃua44	year	Allen2007	31	243	年、岁	CVT	?
3838	Yunlong	year	sua₄₄	s ua ₄₄	s ua ₄₄	sua44	year	Allen2007	31	243	年、岁	CVT	?
3839	Xiangyun	year	sua₄₄	s ua ₄₄	s ua ₄₄	sua44	year	Allen2007	31	243	年、岁	CVT	?
3840	Luobenzhuo	year	sua₄₄	s ua ₄₄	s ua ₄₄	sua44	year	Allen2007	31	243	年、岁	CVT	?
#
3841	Tuoluo	yellow	ŋoŋ₃₅	ŋ o ŋ ₃₅	ŋ o ŋ ₃₅	ŋoŋ35	yellow	Wang2006a	1008	270	?	CVcT	?
3842	Gongxing	yellow	ʁaŋ₁₂	ʁ a ŋ ₁₂	ʁ a ŋ ₁₂	ʁaŋ12	yellow	Wang2006a	1008	270	?	CVcT	?
3843	Enqi	yellow	ʁo₂₁	ʁ o ₂₁	ʁ o - ₂₁	ʁo21	yellow	Wang2006a	1008	270	?	CVT	?
3844	Ega	yellow	ŋõ₂₁	ŋ õ ₂₁	ŋ õ - ₂₁	ŋõ21	yellow	Wang2006a	1008	270	?	CVT	?
3845	Jinman	yellow	õ₂₁	õ ₂₁	- õ - ₂₁	õ21	yellow	Wang2006a	1008	270	?	VT	?
3846	Jinxing	yellow	ṽ₂₁	ṽ ₂₁	ṽ - - ₂₁	ṽ21	yellow	Wang2006a	1008	270	?	cT	?
3847	Dashi	yellow	võ₂₁	v õ ₂₁	v õ - ₂₁	võ21	yellow	Wang2006a	1008	270	?	CVT	?
3848	Zhoucheng	yellow	ŋɤ₂₁	ŋ ɤ ₂₁	ŋ ɤ - ₂₁	ŋv21	yellow	Wang2006a	1008	270	?	CVT	?
3849	Mazhelong	yellow	ɣoŋ₂₁	ɣ o ŋ ₂₁	ɣ o ŋ ₂₁	ɣoŋ21	yellow	Wang2006a	1008	270	?	CVcT	?
3850	Jianchuan	yellow	ɤ̃₂₁	ɤ̃ ₂₁	ɤ̃ ₂₁	ɤ̃21	yellow	Allen2007	407	464	黄	VT	?
3851	Eryuan	yellow	ŋɤ₂₁	ŋ ɤ ₂₁	ŋ ɤ ₂₁	ŋɤ21	yellow	Allen2007	407	465	黄	CVT	?
3852	Heqi	yellow	ũ₂₁	ũ ₂₁	ũ ₂₁	ũ21	yellow	Allen2007	407	466	黄	VT	?
3853	Lanping	yellow	wɔ₂₁	w ɔ ₂₁	w ɔ ₂₁	wɔ21	yellow	Allen2007	407	467	黄	CVT	?
3854	Qiliqiao	yellow	ŋɤ₂₁	ŋ ɤ ₂₁	ŋ ɤ ₂₁	ŋɤ21	yellow	Allen2007	407	468	黄	CVT	?
3855	Yunlong	yellow	ʁɔ₃₁	ʁ ɔ ₃₁	ʁ ɔ ₃₁	ʁɔ31	yellow	Allen2007	407	469	黄	CVT	?
3856	Xiangyun	yellow	ŋɯ₂₁	ŋ ɯ ₂₁	ŋ ɯ ₂₁	ŋɯ21	yellow	Allen2007	407	470	黄	CVT	?
3857	Luobenzhuo	yellow	ŋo₃₁	ŋ o ₃₁	ŋ o ₃₁	ŋo31	yellow	Allen2007	407	471	黄	CVT	?
#
3858	Tuoluo	yesterday	ʑien₃₅jien₄₂	ʑ ie n ₃₅ j ie n ₄₂	ʑ ie n ₃₅ - - - j ie n ₄₂	ʑien35(jien42)	yesterday	Wang2006a	739	212	?	CVcTCVcT	?
3859	Gongxing	yesterday	d͡ʑi₂₁ɲi₂₂	d͡ʑ i ₂₁ ɲ i ₂₂	d͡ʑ i - ₂₁ - - - ɲ i - ₂₂	dʑi21(ɲi22)	yesterday	Wang2006a	739	212	?	CVTCVT	?
3860	Enqi	yesterday	t͡si₂₁ɲi₂₂	t͡s i ₂₁ ɲ i ₂₂	t͡s i - ₂₁ - - - ɲ i - ₂₂	tsi21(ɲi22)	yesterday	Wang2006a	739	212	?	CVTCVT	?
3861	Ega	yesterday	t͡si₂₁ɲi₄₄	t͡s i ₂₁ ɲ i ₄₄	t͡s i - ₂₁ - - - ɲ i - ₄₄	tsi21(ɲi44)	yesterday	Wang2006a	739	212	?	CVTCVT	?
