# Wordlist

# META
@modified:2015-01-20 10:39

# DATA
ID	IPA	SOURCE	GLOSS_IN_SOURCE	ENTRY_IN_SOURCE	POS	DOCULECT	CONCEPT	OMEGAWIKI	CHINESE_GLOSS
6031	tɔ₃₅sɿ₃₅tɔ₃₅ŋɯ₂₁	Allen2007, 75	spider / 蜘蛛	tɔ35sɿ35tɔ35ŋɯ21	?	Qiliqiao	spider	3588	蜘蛛
6030	tu₅₅ɕi₅₅ɔ̃₂₁t͡ɕĩ₅₅	Allen2007, 75	spider / 蜘蛛	tu55ɕi55ɔ̃21tɕĩ55	?	Lanping	spider	3588	蜘蛛
6027	ke₃₃	Allen2007, 75	spider / 蜘蛛	ke33	?	Jianchuan	spider	3588	蜘蛛
6028	tua₃₅sua₃₅ɣɔ₃₁	Allen2007, 75	spider / 蜘蛛	tua35sua35ɣɔ31	?	Eryuan	spider	3588	蜘蛛
6029	pi₅₅se₅₅lɛ₅₅ɣɔ₂₁	Allen2007, 75	spider / 蜘蛛	pi55se55lɛ55ɣɔ21	?	Heqi	spider	3588	蜘蛛
6033	fe₃₅sɤ₃₅	Allen2007, 75	spider / 蜘蛛	fe35sɤ35	?	Xiangyun	spider	3588	蜘蛛
6034	tao₅₅sao₅₅lao₃₁	Allen2007, 75	spider / 蜘蛛	tao55sao55lao31	?	Luobenzhuo	spider	3588	蜘蛛
#
3111	t͡ɕʰi₄₂	Wang2006a, 1688	spit (noun or verb?)	tɕʰi42(/fɚ55tʰɔ21)	verb	Tuoluo	spit	6051	?
3112	pfu₁₂tʰua₄₂	Wang2006a, 1688	spit (noun or verb?)	(pfu12tʰua42)	verb	Gongxing	spit	6051	?
3113	fɛ₂₄tʰo₄₃	Wang2006a, 1688	spit (noun or verb?)	(fE24tʰo43)	verb	Enqi	spit	6051	?
3114	fɛ₅₅tʰo₄₂	Wang2006a, 1688	spit (noun or verb?)	(fɛ55tʰo42)	verb	Ega	spit	6051	?
3115	fe₅₅	Wang2006a, 1688	spit (noun or verb?)	(fe55)	verb	Jinman	spit	6051	?
3116	t͡sʰi₅₅t͡sʰi₅₅tʰou₃₁	Wang2006a, 1688	spit (noun or verb?)	tsʰi55(tsʰi55tʰou31)	verb	Jinxing	spit	6051	?
3117	t͡ʂʰi₅₅	Wang2006a, 1688	spit (noun or verb?)	tʂʰi55	verb	Dashi	spit	6051	?
3118	t͡si₅₅	Wang2006a, 1688	spit (noun or verb?)	tsi55	verb	Zhoucheng	spit	6051	?
3119	t͡ɕʰi₅₅	Wang2006a, 1688	spit (noun or verb?)	tɕʰi55	verb	Mazhelong	spit	6051	?
3120	t͡sʰɿ₅₅	Allen2007, 264	spit / 吐（痰）	tsʰɿ55	verb	Jianchuan	spit	6051	吐（痰）
3121	t͡sʰɿ₅₅	Allen2007, 264	spit / 吐（痰）	tsʰɿ55	verb	Eryuan	spit	6051	吐（痰）
3122	t͡sʰɿ₅₅	Allen2007, 264	spit / 吐（痰）	tsʰɿ55	verb	Heqi	spit	6051	吐（痰）
3123	t͡sʰɛ₅₅	Allen2007, 264	spit / 吐（痰）	tsʰɛ55	verb	Lanping	spit	6051	吐（痰）
3124	e₄₂tʰɔ₃₁wa₄₂	Allen2007, 264	spit / 吐（痰）	e42(tʰɔ31wa42)	verb	Qiliqiao	spit	6051	吐（痰）
3125	t͡sɿ₃₅	Allen2007, 264	spit / 吐（痰）	tsɿ35	verb	Yunlong	spit	6051	吐（痰）
3126	t͡sʰɿ₅₅	Allen2007, 264	spit / 吐（痰）	tsʰɿ55	verb	Xiangyun	spit	6051	吐（痰）
3127	fe₅₅tʰao₃₁	Allen2007, 264	spit / 吐（痰）	fe55tʰao31	verb	Luobenzhuo	spit	6051	吐（痰）
#
5256	t͡sue₄₂	Wang2006a, 1405	squeeze (for milk)	tsue42	?	Tuoluo	squeeze (for milk)	6017	?
5257	t͡suɛ₂₄	Wang2006a, 1405	squeeze (for milk)	tsuɛ24	?	Gongxing	squeeze (for milk)	6017	?
5258	t͡suɛ₅₅	Wang2006a, 1405	squeeze (for milk)	tsuE55	?	Enqi	squeeze (for milk)	6017	?
5259	nɛ₅₅	Wang2006a, 1405	squeeze (for milk)	(nɛ55)	?	Ega	squeeze (for milk)	6017	?
5260	le₅₅	Wang2006a, 1405	squeeze (for milk)	(le55)	?	Jinman	squeeze (for milk)	6017	?
5261	t͡sui₄₄	Wang2006a, 1405	squeeze (for milk)	tsui44	?	Jinxing	squeeze (for milk)	6017	?
5262	t͡ɕi₄₄	Wang2006a, 1405	squeeze (for milk)	[tɕi44]	?	Dashi	squeeze (for milk)	6017	?
5263	t͡sue₄₄	Wang2006a, 1405	squeeze (for milk)	tsue44	?	Zhoucheng	squeeze (for milk)	6017	?
5264	t͡ɕi₃₁	Wang2006a, 1405	squeeze (for milk)	[tɕi31]	?	Mazhelong	squeeze (for milk)	6017	?
#
3128	ɕiaŋ₅₅	Wang2006a, 5	star	ɕiaŋ55	?	Tuoluo	star	6041	?
3129	san₅₅	Wang2006a, 5	star	san55	?	Gongxing	star	6041	?
3130	ɕiæ₂₄	Wang2006a, 5	star	ɕiæ24	?	Enqi	star	6041	?
3131	ɕia₅₅	Wang2006a, 5	star	ɕia55	?	Ega	star	6041	?
3132	ɕiã₅₅	Wang2006a, 5	star	ɕiã55	?	Jinman	star	6041	?
3133	ɕian₅₅	Wang2006a, 5	star	ɕian55	?	Jinxing	star	6041	?
3134	ɕiɚ̃₅₅	Wang2006a, 5	star	ɕiɚ̃55	?	Dashi	star	6041	?
3135	ɕiɛ₅₅	Wang2006a, 5	star	ɕiɛ55	?	Zhoucheng	star	6041	?
3136	ɕɚ̃₅₅	Wang2006a, 5	star	ɕɚ̃55	?	Mazhelong	star	6041	?
3137	ɕɛ̃₅₅kʰo₃₃	Allen2007, 4	star / 星星	ɕɛ̃55kʰo33	?	Jianchuan	star	6041	星星
3138	ɕɛ₅₅ɣɔ₃₃	Allen2007, 4	star / 星星	ɕɛ55ɣɔ33	?	Eryuan	star	6041	星星
3139	ɕʰɛ̃₅₅kʰɔ₃₃	Allen2007, 4	star / 星星	ɕʰɛ̃55kʰɔ33	?	Heqi	star	6041	星星
3140	ɕĩɛ̃₅₅kʰu₄₄	Allen2007, 4	star / 星星	ɕĩɛ̃55kʰu44	?	Lanping	star	6041	星星
3141	ɕɛ₅₅o₃₃	Allen2007, 4	star / 星星	ɕɛ55o33	?	Qiliqiao	star	6041	星星
3142	ɕɛ₅₅kʰɔ₃₃	Allen2007, 4	star / 星星	ɕɛ55kʰɔ33	?	Yunlong	star	6041	星星
3143	ɕɛ̃₅₅kʰɔ₃₃	Allen2007, 4	star / 星星	ɕɛ̃55kʰɔ33	?	Xiangyun	star	6041	星星
3144	ɕã₃₃t͡ɕi₃₁	Allen2007, 4	star / 星星	ɕã33tɕi31	?	Luobenzhuo	star	6041	星星
#
7152	ta₃₁	Allen2007, 343	steal / 偷	ta31	?	Yunlong	steal	336072	偷
7147	ta₂₁	Allen2007, 343	steal / 偷	ta21	?	Jianchuan	steal	336072	偷
7148	ta₃₁	Allen2007, 343	steal / 偷	ta31	?	Eryuan	steal	336072	偷
7149	ta₃₁	Allen2007, 343	steal / 偷	ta31	?	Heqi	steal	336072	偷
7150	ta₂₁	Allen2007, 343	steal / 偷	ta21	?	Lanping	steal	336072	偷
7151	ta₃₁	Allen2007, 343	steal / 偷	ta31	?	Qiliqiao	steal	336072	偷
7153	ta₃₁	Allen2007, 343	steal / 偷	ta31	?	Xiangyun	steal	336072	偷
7154	diɛ₄₂	Allen2007, 343	steal / 偷	diɛ42	?	Luobenzhuo	steal	336072	偷
#
4531	duɔ₄₂	Wang2006a, 586	stick	duɔ42	?	Tuoluo	stick	5662	?
4532	pio₂₄	Wang2006a, 586	stick	(pio24)	?	Enqi	stick	5662	?
4533	t͡ɕo₅₅	Wang2006a, 586	stick	tɕo55	?	Ega	stick	5662	?
4534	qua₄₂	Wang2006a, 586	stick	(qua42)	?	Jinman	stick	5662	?
4535	pio₅₅	Wang2006a, 586	stick	pio55	?	Jinxing	stick	5662	?
4536	piou₃₅	Wang2006a, 586	stick	piou35	?	Dashi	stick	5662	?
4537	pia₃₅	Wang2006a, 586	stick	pia35	?	Zhoucheng	stick	5662	?
4538	pio₅₅	Wang2006a, 586	stick	pio55	?	Mazhelong	stick	5662	?
#
3213	diu₄₂	Wang2006a, 43	stone	diu42	?	Tuoluo	stone	3633	?
3214	d͡zu₂₁	Wang2006a, 43	stone	dzu21	?	Gongxing	stone	3633	?
3215	tiu₂₁	Wang2006a, 43	stone	tiu21	?	Enqi	stone	3633	?
3216	t͡ɕiu₄₂	Wang2006a, 43	stone	tɕiu42	?	Ega	stone	3633	?
3217	ʈo₂₁	Wang2006a, 43	stone	ʈo21	?	Jinman	stone	3633	?
3218	t͡sou₄₂	Wang2006a, 43	stone	tsou42	?	Jinxing	stone	3633	?
3219	t͡ʂou₄₂	Wang2006a, 43	stone	tʂou42	?	Dashi	stone	3633	?
3220	t͡sou₄₂	Wang2006a, 43	stone	tsou42	?	Zhoucheng	stone	3633	?
3221	t͡sʰɤ₄₂	Wang2006a, 43	stone	tsʰv42	?	Mazhelong	stone	3633	?
3222	t͡ɕo₄₂kʰue₅₅	Allen2007, 23	stone / 石头	tɕo42kʰue55	?	Jianchuan	stone	3633	石头
3223	t͡ʂo₄₂kʰue₅₅	Allen2007, 23	stone / 石头	tʂo42kʰue55	?	Eryuan	stone	3633	石头
3224	t͡sou₄₂kʰue₅₅	Allen2007, 23	stone / 石头	tsou42kʰue55	?	Heqi	stone	3633	石头
3225	t͡su₃₁kʰue₅₅	Allen2007, 23	stone / 石头	tsu31kʰue55	?	Lanping	stone	3633	石头
3226	t͡so₄₂kʰue₅₅	Allen2007, 23	stone / 石头	tso42kʰue55	?	Qiliqiao	stone	3633	石头
3227	t͡so₄₂kʰue₅₅	Allen2007, 23	stone / 石头	tso42kʰue55	?	Yunlong	stone	3633	石头
3228	t͡so₄₂kʰue₅₅	Allen2007, 23	stone / 石头	tso42kʰue55	?	Xiangyun	stone	3633	石头
3229	tu₄₂qʰɛ̃₅₅	Allen2007, 23	stone / 石头	tu42qʰɛ̃55	?	Luobenzhuo	stone	3633	石头
#
3245	tue₅₅	Wang2006a, 1003	straight	tue55	?	Tuoluo	straight	5994	?
3246	tuen₅₅	Wang2006a, 1003	straight	tuen55	?	Gongxing	straight	5994	?
3247	tyɛ₂₄	Wang2006a, 1003	straight	tyE24	?	Enqi	straight	5994	?
3248	ti₅₅	Wang2006a, 1003	straight	ti55	?	Ega	straight	5994	?
3249	tyi₅₅	Wang2006a, 1003	straight	tyi55	?	Jinman	straight	5994	?
3250	tuen₅₅	Wang2006a, 1003	straight	tuen55	?	Jinxing	straight	5994	?
3251	tuen₃₅	Wang2006a, 1003	straight	tuen35	?	Dashi	straight	5994	?
3252	miou₄₂	Wang2006a, 1003	straight	miou42	?	Zhoucheng	straight	5994	?
3253	t͡suen₅₅	Wang2006a, 1003	straight	(tsuen55)	?	Mazhelong	straight	5994	?
3254	tũẽ₅₅	Allen2007, 400	straight / 直	tũẽ55	?	Jianchuan	straight	5994	直
3255	miɔ₄₂	Allen2007, 400	straight / 直	miɔ42	?	Eryuan	straight	5994	直
3256	t͡sɿ₅₅	Allen2007, 400	straight / 直	tsɿ55	?	Heqi	straight	5994	直
3257	tũẽ₄₄	Allen2007, 400	straight / 直	tũẽ44	?	Lanping	straight	5994	直
3258	miɔ₃₂	Allen2007, 400	straight / 直	miɔ32	?	Qiliqiao	straight	5994	直
3259	miɔ₄₂	Allen2007, 400	straight / 直	miɔ42	?	Yunlong	straight	5994	直
3260	t͡sɿ₃₅	Allen2007, 400	straight / 直	tsɿ35	?	Xiangyun	straight	5994	直
3261	dy₅₅	Allen2007, 400	straight / 直	dy55	?	Luobenzhuo	straight	5994	直
#
3262	jien₄₂	Wang2006a, 2	sun	jien42	?	Tuoluo	sun	5850	?
3263	ɲi₂₄	Wang2006a, 2	sun	ɲi24	?	Gongxing	sun	5850	?
3264	ɲi₅₅	Wang2006a, 2	sun	ɲi55	?	Enqi	sun	5850	?
3265	ɲi₄₄	Wang2006a, 2	sun	ɲi44	?	Ega	sun	5850	?
3266	ɲi₅₅	Wang2006a, 2	sun	ɲi55	?	Jinman	sun	5850	?
3267	jien₄₄	Wang2006a, 2	sun	jien44	?	Jinxing	sun	5850	?
3268	jien₄₄	Wang2006a, 2	sun	jien44	?	Dashi	sun	5850	?
3269	mi₄₄	Wang2006a, 2	sun	mi44	?	Zhoucheng	sun	5850	?
3270	ɲiɛ₄₄	Wang2006a, 2	sun	ɲiɛ44	?	Mazhelong	sun	5850	?
3271	jĩ₄₄pʰĩ₃₁	Allen2007, 2	sun / 太阳	jĩ44pʰĩ31	?	Jianchuan	sun	5850	太阳
3272	ɲi₄₄pʰi₃₁	Allen2007, 2	sun / 太阳	ɲi44pʰi31	?	Eryuan	sun	5850	太阳
3273	jĩ₄₄pʰĩ₃₁	Allen2007, 2	sun / 太阳	jĩ44pʰĩ31	?	Heqi	sun	5850	太阳
3274	jĩ₅₅pʰĩ₃₁	Allen2007, 2	sun / 太阳	jĩ55pʰĩ31	?	Lanping	sun	5850	太阳
3275	mi₄₄pʰi₃₁	Allen2007, 2	sun / 太阳	mi44pʰi31	?	Qiliqiao	sun	5850	太阳
3276	ɲi₄₄pʰi₃₁	Allen2007, 2	sun / 太阳	ɲi44pʰi31	?	Yunlong	sun	5850	太阳
3277	ni₄₄t͡sʰou₄₄t͡sɿ₃₃	Allen2007, 2	sun / 太阳	ni44tsʰou44tsɿ33	?	Xiangyun	sun	5850	太阳
3278	ɲi₅₅	Allen2007, 2	sun / 太阳	ɲi55	?	Luobenzhuo	sun	5850	太阳
#
3296	t͡ʂʰ|er̃₅₅	Wang2006a, 1802	swell	tʂʰ|er̃55	verb	Tuoluo	swell	6454	?
3297	|sr.ʰɚ̃₅₅	Wang2006a, 1802	swell	|sr.ʰɚ̃55	verb	Gongxing	swell	6454	?
3298	t͡sʰɿ₂₄	Wang2006a, 1802	swell	tsʰɿ24	verb	Enqi	swell	6454	?
3299	t͡sʰɛ₅₅	Wang2006a, 1802	swell	tsʰɛ55	verb	Ega	swell	6454	?
3300	t͡ʂʰɚ₅₅	Wang2006a, 1802	swell	tʂʰɚ55	verb	Jinman	swell	6454	?
3301	t͡sʰan₅₅	Wang2006a, 1802	swell	tsʰan55	verb	Jinxing	swell	6454	?
3302	t͡ʂʰɚ̃₅₅	Wang2006a, 1802	swell	tʂʰɚ̃55	verb	Dashi	swell	6454	?
3303	t͡sʰi₅₅	Wang2006a, 1802	swell	tsʰi55	verb	Zhoucheng	swell	6454	?
3304	t͡sʰen₅₅	Wang2006a, 1802	swell	tsʰen55	verb	Mazhelong	swell	6454	?
3305	t͡sʰɛ̃₅₅	Allen2007, 380	swell / 肿	tsʰɛ̃55	verb	Jianchuan	swell	6454	肿
3306	t͡sʰɿ₅₅	Allen2007, 380	swell / 肿	tsʰɿ55	verb	Eryuan	swell	6454	肿
3307	t͡sʰɿ̃₅₅	Allen2007, 380	swell / 肿	tsʰɿ̃55	verb	Heqi	swell	6454	肿
3308	t͡sʰɛ̃₄₄	Allen2007, 380	swell / 肿	tsʰɛ̃44	verb	Lanping	swell	6454	肿
3309	t͡sʰɿ₅₅	Allen2007, 380	swell / 肿	tsʰɿ55	verb	Qiliqiao	swell	6454	肿
3310	t͡sʰɿ₅₅	Allen2007, 380	swell / 肿	tsʰɿ55	verb	Yunlong	swell	6454	肿
3311	t͡sʰɛ̃₅₅	Allen2007, 380	swell / 肿	tsʰɛ̃55	verb	Xiangyun	swell	6454	肿
3312	t͡ʂʰɛ̃₅₅	Allen2007, 380	swell / 肿	tʂʰɛ̃55	verb	Luobenzhuo	swell	6454	肿
#
6083	ɤ̃₃₃tɤ̃₅₅	Allen2007, 88	tail / 尾巴	ɤ̃33tɤ̃55	?	Jianchuan	tail	5468	尾巴
6084	ŋɤ₄₄tɤ₃₅	Allen2007, 88	tail / 尾巴	ŋɤ44tɤ35	?	Eryuan	tail	5468	尾巴
6085	ṽ₃₃tuɔ₅₅luɔ₅₅	Allen2007, 88	tail / 尾巴	ṽ33tuɔ55luɔ55	?	Heqi	tail	5468	尾巴
6086	wẽ₃₃tu₅₅	Allen2007, 88	tail / 尾巴	wẽ33tu55	?	Lanping	tail	5468	尾巴
6087	mi₄₄tu₃₅	Allen2007, 88	tail / 尾巴	mi44tu35	?	Qiliqiao	tail	5468	尾巴
6088	ŋɤ₄₄tɤ₃₅	Allen2007, 88	tail / 尾巴	ŋɤ44tɤ35	?	Yunlong	tail	5468	尾巴
6089	mi₃₃tɯ₃₅	Allen2007, 88	tail / 尾巴	mi33tɯ35	?	Xiangyun	tail	5468	尾巴
6090	mæ̃₃₁qua₅₅	Allen2007, 88	tail / 尾巴	mæ̃31qua55	?	Luobenzhuo	tail	5468	尾巴
#
3347	ʐɚ₄₂	Wang2006a, 806	ten	ʐɚ42	?	Tuoluo	ten	6312	?
3348	dʐi₂₁	Wang2006a, 806	ten	dʐi21	?	Gongxing	ten	6312	?
3349	t͡sɿ₂₁	Wang2006a, 806	ten	tsɿ21	?	Enqi	ten	6312	?
3350	t͡sɛ₄₂	Wang2006a, 806	ten	tsɛ42	?	Ega	ten	6312	?
3351	t͡ʂɚ₄₂	Wang2006a, 806	ten	tʂɚ42	?	Jinman	ten	6312	?
3352	t͡sa₄₂	Wang2006a, 806	ten	tsa42	?	Jinxing	ten	6312	?
3353	t͡ʂi₄₂	Wang2006a, 806	ten	tʂi42	?	Dashi	ten	6312	?
3354	t͡si₄₂	Wang2006a, 806	ten	tsi42	?	Zhoucheng	ten	6312	?
3355	t͡sʰi₄₂	Wang2006a, 806	ten	tsʰi42	?	Mazhelong	ten	6312	?
3356	t͡sɛ₄₂	Allen2007, 459	ten / 十	tsɛ42	?	Jianchuan	ten	6312	十
3357	t͡sɿ₄₂	Allen2007, 459	ten / 十	tsɿ42	?	Eryuan	ten	6312	十
3358	t͡sɿ₄₂	Allen2007, 459	ten / 十	tsɿ42	?	Heqi	ten	6312	十
3359	t͡sɛ₄₂	Allen2007, 459	ten / 十	tsɛ42	?	Lanping	ten	6312	十
3360	t͡sɿ₄₂	Allen2007, 459	ten / 十	tsɿ42	?	Qiliqiao	ten	6312	十
3361	t͡sɿ₄₂	Allen2007, 459	ten / 十	tsɿ42	?	Yunlong	ten	6312	十
3362	t͡sɿ₄₂	Allen2007, 459	ten / 十	tsɿ42	?	Xiangyun	ten	6312	十
3363	t͡ʂæ₄₂	Allen2007, 459	ten / 十	tʂæ42	?	Luobenzhuo	ten	6312	十
#
7764	na₅₅	Allen2007, 486	that / 那	na55	?	Eryuan	that	1149393	那
7766	na₅₅	Allen2007, 486	that / 那	na55	?	Lanping	that	1149393	那
7765	na₅₅	Allen2007, 486	that / 那	na55	?	Heqi	that	1149393	那
7767	vɯ₅₅	Allen2007, 486	that / 那	vɯ55	?	Qiliqiao	that	1149393	那
7768	na₅₅	Allen2007, 486	that / 那	na55	?	Yunlong	that	1149393	那
7769	na₅₅	Allen2007, 486	that / 那	na55	?	Xiangyun	that	1149393	那
7770	tɔ₅₅wã₅₅	Allen2007, 486	that / 那	tɔ55wã55	?	Luobenzhuo	that	1149393	那
7763	na₅₅	Allen2007, 486	that / 那	na55	?	Jianchuan	that	1149393	那
#
7777	na₅₅xou₃₁	Allen2007, 487	there / 那里	na55xou31	?	Xiangyun	there	858309	那里
7776	na₅₅ŋue₃₃	Allen2007, 487	there / 那里	na55ŋue33	?	Yunlong	there	858309	那里
7771	na₅₅a₄₂	Allen2007, 487	there / 那里	na55a42	?	Jianchuan	there	858309	那里
7773	na₅₅lɯ₃₃	Allen2007, 487	there / 那里	na55lɯ33	?	Heqi	there	858309	那里
7774	tã₅₅wa₄₄	Allen2007, 487	there / 那里	tã55wa44	?	Lanping	there	858309	那里
7775	vɯ₅₅ta₄₄	Allen2007, 487	there / 那里	vɯ55ta44	?	Qiliqiao	there	858309	那里
7778	tɔ₄₄wa₄₄ṃ₄₄	Allen2007, 487	there / 那里	tɔ44wa44ṃ44	?	Luobenzhuo	there	858309	那里
7772	na₅₅xa₂₁	Allen2007, 487	there / 那里	na55xa21	?	Eryuan	there	858309	那里
#
7259	t͡sɯ₃₃	Allen2007, 362	there is / 有	tsɯ33	?	Jianchuan	there is	858309	有
7260	t͡sɯ₃₃	Allen2007, 362	there is / 有	tsɯ33	?	Eryuan	there is	858309	有
7261	t͡sɯ₃₃	Allen2007, 362	there is / 有	tsɯ33	?	Heqi	there is	858309	有
7262	t͡sɯ₄₄	Allen2007, 362	there is / 有	tsɯ44	?	Lanping	there is	858309	有
7263	t͡sɯ₃₃	Allen2007, 362	there is / 有	tsɯ33	?	Qiliqiao	there is	858309	有
7264	zɿ₃₃	Allen2007, 362	there is / 有	zɿ33	?	Yunlong	there is	858309	有
7265	zou₃₃	Allen2007, 362	there is / 有	zou33	?	Xiangyun	there is	858309	有
7266	ʥi₃₃	Allen2007, 362	there is / 有	ʥi33	?	Luobenzhuo	there is	858309	有
#
7715	ma₅₅	Allen2007, 480	they(3 p.p.) / 他们	ma55	verb	Jianchuan	they	352331	他们
7716	pa₅₅	Allen2007, 480	they(3 p.p.) / 他们	pa55	verb	Eryuan	they	352331	他们
7717	va₅₅	Allen2007, 480	they(3 p.p.) / 他们	va55	verb	Heqi	they	352331	他们
7718	ma₅₅	Allen2007, 480	they(3 p.p.) / 他们	ma55	verb	Lanping	they	352331	他们
7719	va₅₅	Allen2007, 480	they(3 p.p.) / 他们	va55	verb	Qiliqiao	they	352331	他们
7720	pa₅₅	Allen2007, 480	they(3 p.p.) / 他们	pa55	verb	Yunlong	they	352331	他们
7721	pa₅₅	Allen2007, 480	they(3 p.p.) / 他们	pa55	verb	Xiangyun	they	352331	他们
7722	bi₅₅t͡ɕa₃₁	Allen2007, 480	they(3 p.p.) / 他们	bi55tɕa31	verb	Luobenzhuo	they	352331	他们
#
3364	ʁɚ₃₃	Wang2006a, 980	thick	ʁɚ33	?	Tuoluo	thick	5503	?
3365	ɢe₂₂	Wang2006a, 980	thick	ɢe22	?	Gongxing	thick	5503	?
3366	ɢɯ₂₂	Wang2006a, 980	thick	ɢɯ22	?	Enqi	thick	5503	?
3367	qɯ̃₄₂	Wang2006a, 980	thick	qɯ̃42	?	Jinman	thick	5503	?
3368	kẽ₃₃	Wang2006a, 980	thick	kẽ33	?	Jinxing	thick	5503	?
3369	kẽ₃₃	Wang2006a, 980	thick	kẽ33	?	Dashi	thick	5503	?
3370	kɯ₃₃	Wang2006a, 980	thick	kɯ33	?	Zhoucheng	thick	5503	?
3371	kǝɯ₃₃	Wang2006a, 980	thick	kǝɯ33	?	Mazhelong	thick	5503	?
3372	kɯ̃₃₁	Allen2007, 394	thick / 厚	kɯ̃31	?	Jianchuan	thick	5503	厚
3373	kɯ₃₃	Allen2007, 394	thick / 厚	kɯ33	?	Eryuan	thick	5503	厚
3374	kɯ̃₃₁	Allen2007, 394	thick / 厚	kɯ̃31	?	Heqi	thick	5503	厚
3375	kɯ̃₄₄	Allen2007, 394	thick / 厚	kɯ̃44	?	Lanping	thick	5503	厚
3376	kɯ₃₃	Allen2007, 394	thick / 厚	kɯ33	?	Qiliqiao	thick	5503	厚
3377	kɯ₃₃	Allen2007, 394	thick / 厚	kɯ33	?	Yunlong	thick	5503	厚
3378	kɯ₃₃	Allen2007, 394	thick / 厚	kɯ33	?	Xiangyun	thick	5503	厚
3379	qɯ̃₃₁	Allen2007, 394	thick / 厚	qɯ̃31	?	Luobenzhuo	thick	5503	厚
#
7417	t͡sʰu₅₅	Allen2007, 392	thick,coarse / 粗	tsʰu55	?	Xiangyun	thick,coarse	5503	粗
7411	t͡sʰu₅₅	Allen2007, 392	thick,coarse / 粗	tsʰu55	?	Jianchuan	thick,coarse	5503	粗
7412	t͡sʰu₅₅	Allen2007, 392	thick,coarse / 粗	tsʰu55	?	Eryuan	thick,coarse	5503	粗
7413	t͡sʰu₅₅	Allen2007, 392	thick,coarse / 粗	tsʰu55	?	Heqi	thick,coarse	5503	粗
7414	t͡sʰu₅₅	Allen2007, 392	thick,coarse / 粗	tsʰu55	?	Lanping	thick,coarse	5503	粗
7415	ʧʰu₅₅	Allen2007, 392	thick,coarse / 粗	ʧʰu55	?	Qiliqiao	thick,coarse	5503	粗
7418	ʧʰu₅₅	Allen2007, 392	thick,coarse / 粗	ʧʰu55	?	Luobenzhuo	thick,coarse	5503	粗
7416	t͡sʰu₅₅	Allen2007, 392	thick,coarse / 粗	tsʰu55	?	Yunlong	thick,coarse	5503	粗
#
7419	mo₄₂	Allen2007, 393	fine,thin / 细	mo42	?	Jianchuan	thin;fine	5990	细
7420	mɔ₄₂	Allen2007, 393	fine,thin / 细	mɔ42	?	Eryuan	thin;fine	5990	细
7421	ma₄₂	Allen2007, 393	fine,thin / 细	ma42	?	Heqi	thin;fine	5990	细
7422	mɔ̃₃₁	Allen2007, 393	fine,thin / 细	mɔ̃31	?	Lanping	thin;fine	5990	细
7423	mu₃₂	Allen2007, 393	fine,thin / 细	mu32	?	Qiliqiao	thin;fine	5990	细
7424	mɔ₄₂	Allen2007, 393	fine,thin / 细	mɔ42	?	Yunlong	thin;fine	5990	细
7425	mɔu₄₂	Allen2007, 393	fine,thin / 细	mɔu42	?	Xiangyun	thin;fine	5990	细
7426	mɔ̃₄₄	Allen2007, 393	fine,thin / 细	mɔ̃44	?	Luobenzhuo	thin;fine	5990	细
#
7427	po₄₂	Allen2007, 395	thin,flimsy / 薄	po42	?	Jianchuan	thin;flimsy	5990	薄
7428	pɔ₄₂	Allen2007, 395	thin,flimsy / 薄	pɔ42	?	Eryuan	thin;flimsy	5990	薄
7429	pɔu₄₂	Allen2007, 395	thin,flimsy / 薄	pɔu42	?	Heqi	thin;flimsy	5990	薄
7430	pao₄₂	Allen2007, 395	thin,flimsy / 薄	pao42	?	Lanping	thin;flimsy	5990	薄
7431	po₄₂	Allen2007, 395	thin,flimsy / 薄	po42	?	Qiliqiao	thin;flimsy	5990	薄
7432	pɔ₄₂	Allen2007, 395	thin,flimsy / 薄	pɔ42	?	Yunlong	thin;flimsy	5990	薄
7433	pɔu₄₂	Allen2007, 395	thin,flimsy / 薄	pɔu42	?	Xiangyun	thin;flimsy	5990	薄
7434	pɔ₄₄	Allen2007, 395	thin,flimsy / 薄	pɔ44	?	Luobenzhuo	thin;flimsy	5990	薄
#
7747	lɯ₃₁	Allen2007, 484	this / 这	lɯ31	?	Jianchuan	this	5458	这
7748	nɯ₃₁	Allen2007, 484	this / 这	nɯ31	?	Eryuan	this	5458	这
7749	ɑ₅₅ta₄₄	Allen2007, 484	this / 这	ɑ55ta44	?	Heqi	this	5458	这
7750	nɔ₃₁	Allen2007, 484	this / 这	nɔ31	?	Lanping	this	5458	这
7751	lɯ₃₁	Allen2007, 484	this / 这	lɯ31	?	Qiliqiao	this	5458	这
7752	nɯ₃₁	Allen2007, 484	this / 这	nɯ31	?	Yunlong	this	5458	这
7753	tou₃₁	Allen2007, 484	this / 这	tou31	?	Xiangyun	this	5458	这
7754	nɔ₄₄	Allen2007, 484	this / 这	nɔ44	?	Luobenzhuo	this	5458	这
#
3410	nɔ₂₁	Wang2006a, 931	you	nɔ21	?	Tuoluo	thou	5459	?
3411	na₄₂	Wang2006a, 931	you	na42	?	Gongxing	thou	5459	?
3412	no₄₃	Wang2006a, 931	you	no43	?	Enqi	thou	5459	?
3413	no₄₂	Wang2006a, 931	you	no42	?	Ega	thou	5459	?
3414	no₄₂	Wang2006a, 931	you	no42	?	Jinman	thou	5459	?
3415	nou₃₁	Wang2006a, 931	you	nou31	?	Jinxing	thou	5459	?
