# EDICTOR
@modified: 2015-02-10 12:26
#
ID	IPA	CONCEPT	CHINESE	COGID	DOCULECT	TOKENS	OMEGAWIKI
10182	tuen₅₅	straight	直	173	Gongxing	t u e n ⁵⁵	5994
10183	t͡sɿ₅₅	straight	直	173	Heqi	t͡s ɿ ⁵⁵	5994
10184	tũẽ₅₅	straight	直	173	Jianchuan	t ũ ∼ ẽ ∼ ⁵⁵	5994
10185	tyi₅₅	straight	直	173	Jinman	t y i ⁵⁵	5994
10186	tuen₅₅	straight	直	173	Jinxing	t u e n ⁵⁵	5994
10187	dy₅₅	straight	直	173	Luobenzhuo	d y ⁵⁵	5994
10188	t͡suen₅₅	straight	直	173	Mazhelong	t͡s u e n ⁵⁵	5994
10189	miɔ₃₂	straight	直	173	Qiliqiao	m i ɔ ³²	5994
10190	t͡sɿ₃₅	straight	直	173	Xiangyun	t͡s ɿ ³⁵	5994
10191	miɔ₄₂	straight	直	173	Yunlong	m i ɔ ⁴²	5994
10192	miou₄₂	straight	直	173	Zhoucheng	m i o u ⁴²	5994
10193		straight	直	0	Cone_Tibetan		5994
10194		straight	直	0	Lhasa_Tibetan		5994
10195	draŋ-	straight	直	0	Old_Tibetan		5994
10196		straight	直	0	Achang_Lianghe		5994
10197		straight	直	0	Achang_Longchuan		5994
10198		straight	直	0	Achang_Luxi		5994
10199		straight	直	0	Atsi		5994
10200		straight	直	0	Bola		5994
10201		straight	直	0	Burmese		5994
10202		straight	直	0	Hpun		5994
10203		straight	直	0	Lashi		5994
10204		straight	直	0	Maru		5994
10205		straight	直	0	Old_Burmese		5994
10206		straight	直	0	Xiandau		5994
10207		straight	直	0	Dumi		5994
10208		straight	直	0	Khaling		5994
10209		straight	直	0	Limbu		5994
10210		straight	直	0	Wambule		5994
10211		straight	直	0	Yakkha		5994
10212		straight	直	0	Yamphu		5994
10213		straight	直	0	Dulong		5994
10214		straight	直	0	Jingpo		5994
10215		straight	直	0	Beijing		5994
10216		straight	直	0	Caijia		5994
10217		straight	直	0	Changsha		5994
10218		straight	直	0	Ganzhou		5994
10219		straight	直	0	Guangzhou		5994
10220		straight	直	0	Meixian		5994
10221		straight	直	173	Old_Chinese	◦	5994
10222		straight	直	0	Xiamen		5994
10223		straight	直	0	Guiqiong		5994
10224	astu	straight	直	172	Japhug	a s t u	5994
10225		straight	直	0	Khroskyabs_Wobzi		5994
10226		straight	直	0	Muya		5994
10227		straight	直	0	Stau		5994
10228		straight	直	0	Tangut		5994
10229		straight	直	0	Zbu		5994
#
10230		to lick	吮	0	Dashi		6027
10231		to lick	吮	0	Zhaozhuang		6027
10232		to lick	吮	0	Ega		6027
10233		to lick	吮	0	Enqi		6027
10234		to lick	吮	0	Eryuan		6027
10235		to lick	吮	0	Gongxing		6027
10236		to lick	吮	0	Heqi		6027
10237		to lick	吮	0	Jianchuan		6027
10238		to lick	吮	0	Jinman		6027
10239		to lick	吮	0	Jinxing		6027
10240		to lick	吮	0	Luobenzhuo		6027
10241		to lick	吮	0	Mazhelong		6027
10242		to lick	吮	0	Qiliqiao		6027
10243		to lick	吮	0	Xiangyun		6027
10244		to lick	吮	0	Yunlong		6027
10245		to lick	吮	0	Zhoucheng		6027
10246		to lick	吮	0	Cone_Tibetan		6027
10247		to lick	吮	0	Lhasa_Tibetan		6027
10248	ldag	to lick	吮	0	Old_Tibetan		6027
10249		to lick	吮	0	Achang_Lianghe		6027
10250		to lick	吮	0	Achang_Longchuan		6027
10251		to lick	吮	0	Achang_Luxi		6027
10252		to lick	吮	0	Atsi		6027
10253		to lick	吮	0	Bola		6027
10254		to lick	吮	0	Burmese		6027
10255		to lick	吮	0	Hpun		6027
10256		to lick	吮	0	Lashi		6027
10257		to lick	吮	0	Maru		6027
10258		to lick	吮	0	Old_Burmese		6027
10259		to lick	吮	0	Xiandau		6027
10260		to lick	吮	0	Dumi		6027
10261		to lick	吮	0	Khaling		6027
10262		to lick	吮	0	Limbu		6027
10263		to lick	吮	0	Wambule		6027
10264		to lick	吮	0	Yakkha		6027
10265		to lick	吮	0	Yamphu		6027
10266		to lick	吮	0	Dulong		6027
10267		to lick	吮	0	Jingpo		6027
10268		to lick	吮	0	Beijing		6027
10269		to lick	吮	0	Caijia		6027
10270		to lick	吮	0	Changsha		6027
10271		to lick	吮	0	Ganzhou		6027
10272		to lick	吮	0	Guangzhou		6027
10273		to lick	吮	0	Meixian		6027
10275		to lick	吮	0	Xiamen		6027
10276		to lick	吮	0	Guiqiong		6027
10277	nɯntsɯɣ	to lick	吮	746	Japhug	n ɯ n ts ɯ ɣ	6027
10278		to lick	吮	0	Khroskyabs_Wobzi		6027
10279		to lick	吮	0	Muya		6027
10280		to lick	吮	0	Stau		6027
10281		to lick	吮	0	Tangut		6027
10282		to lick	吮	0	Zbu		6027
#
10274	*tsˤ[ə]p	to suck	吮	747	Old_Chinese	tsˤ ə p	6027
#
10283	jien₄₄	the sun	太阳	499	Dashi	j i e n ⁴⁴	5850
10284	mi⁴⁴pʰi³³pʰi³³	the sun	太阳	0	Zhaozhuang	m i ⁴⁴ pʰ i ³³ pʰ i ³³	5850
10285	ɲi₄₄	the sun	太阳	499	Ega	ɲ i ⁴⁴	5850
10286	ɲi₅₅	the sun	太阳	499	Enqi	ɲ i ⁵⁵	5850
10287	ɲi₄₄pʰi₃₁	the sun	太阳	499	Eryuan	ɲ i ⁴⁴ pʰ i ³¹	5850
10288	ɲi₂₄	the sun	太阳	499	Gongxing	ɲ i ²⁴	5850
10289	jĩ₄₄pʰĩ₃₁	the sun	太阳	499	Heqi	j ĩ ∼ ⁴⁴ pʰ ĩ ∼ ³¹	5850
10290	jĩ₄₄pʰĩ₃₁	the sun	太阳	499	Jianchuan	j ĩ ∼ ⁴⁴ pʰ ĩ ∼ ³¹	5850
10291	ɲi₅₅	the sun	太阳	499	Jinman	ɲ i ⁵⁵	5850
10292	jien₄₄	the sun	太阳	499	Jinxing	j i e n ⁴⁴	5850
10293	ɲi₅₅	the sun	太阳	499	Luobenzhuo	ɲ i ⁵⁵	5850
10294	ɲiɛ₄₄	the sun	太阳	499	Mazhelong	ɲ i ɛ ⁴⁴	5850
10295	mi₄₄pʰi₃₁	the sun	太阳	499	Qiliqiao	m i ⁴⁴ pʰ i ³¹	5850
10296	ni₄₄t͡sʰou₄₄t͡sɿ₃₃	the sun	太阳	499	Xiangyun	n i ⁴⁴ t͡sʰ o u ⁴⁴ t͡s ɿ ³³	5850
10297	ɲi₄₄pʰi₃₁	the sun	太阳	499	Yunlong	ɲ i ⁴⁴ pʰ i ³¹	5850
10298	mi₄₄	the sun	太阳	499	Zhoucheng	m i ⁴⁴	5850
10299		the sun	太阳	0	Cone_Tibetan		5850
10300		the sun	太阳	0	Lhasa_Tibetan		5850
10301	ɲi.ma	the sun	太阳	501	Old_Tibetan	ɲ i m a	5850
10302		the sun	太阳	0	Achang_Lianghe		5850
10303		the sun	太阳	0	Achang_Longchuan		5850
10304		the sun	太阳	0	Achang_Luxi		5850
10305		the sun	太阳	0	Atsi		5850
10306		the sun	太阳	0	Bola		5850
10307	ne	the sun	太阳	501	Burmese	n e	5850
10308		the sun	太阳	0	Hpun		5850
10309		the sun	太阳	0	Lashi		5850
10310		the sun	太阳	0	Maru		5850
10311		the sun	太阳	0	Old_Burmese		5850
10312		the sun	太阳	0	Xiandau		5850
10313		the sun	太阳	0	Dumi		5850
10314	noɔ̄m	the sun	太阳	502	Khaling	n o ɔ̄ m	5850
10315	nam	the sun	太阳	502	Limbu	n a m	5850
10316		the sun	太阳	0	Wambule		5850
10317		the sun	太阳	0	Yakkha		5850
10318		the sun	太阳	0	Yamphu		5850
10319		the sun	太阳	0	Dulong		5850
10320		the sun	太阳	0	Jingpo		5850
10321		the sun	太阳	0	Beijing		5850
10322		the sun	太阳	0	Caijia		5850
10323		the sun	太阳	0	Changsha		5850
10324		the sun	太阳	0	Ganzhou		5850
10325		the sun	太阳	0	Guangzhou		5850
10326		the sun	太阳	0	Meixian		5850
10327	*njit	the sun	太阳	503	Old_Chinese	n j i t	5850
10328		the sun	太阳	0	Xiamen		5850
10329		the sun	太阳	0	Guiqiong		5850
10330	ʁmbɣi	the sun	太阳	500	Japhug	ʁ m b ɣ i	5850
10331		the sun	太阳	0	Khroskyabs_Wobzi		5850
10332		the sun	太阳	0	Muya		5850
10333		the sun	太阳	0	Stau		5850
10334	be²	the sun	太阳	500	Tangut	b e ²	5850
10335		the sun	太阳	0	Zbu		5850
#
10336	t͡ʂʰɚ̃₅₅	to swell	肿	749	Dashi	t͡ʂʰ ɚ̃ ∼ ⁵⁵	6454
10337		to swell	肿	0	Zhaozhuang		6454
10338	t͡sʰɛ₅₅	to swell	肿	749	Ega	t͡sʰ ɛ ⁵⁵	6454
10339	t͡sʰɿ₂₄	to swell	肿	749	Enqi	t͡sʰ ɿ ²⁴	6454
10340	t͡sʰɿ₅₅	to swell	肿	749	Eryuan	t͡sʰ ɿ ⁵⁵	6454
10341	t͡ʂʰɚ̃₅₅	to swell	肿	749	Gongxing	t͡ʂʰ ɚ̃ ∼ ⁵⁵	6454
10342	t͡sʰɿ̃₅₅	to swell	肿	749	Heqi	t͡sʰ ɿ̃ ∼ ⁵⁵	6454
10343	t͡sʰɛ̃₅₅	to swell	肿	749	Jianchuan	t͡sʰ ɛ̃ ∼ ⁵⁵	6454
10344	t͡ʂʰɚ₅₅	to swell	肿	749	Jinman	t͡ʂʰ ɚ ⁵⁵	6454
10345	t͡sʰan₅₅	to swell	肿	749	Jinxing	t͡sʰ a n ⁵⁵	6454
10346	t͡ʂʰɛ̃₅₅	to swell	肿	749	Luobenzhuo	t͡ʂʰ ɛ̃ ∼ ⁵⁵	6454
10347	t͡sʰen₅₅	to swell	肿	749	Mazhelong	t͡sʰ e n ⁵⁵	6454
10348	t͡sʰɿ₅₅	to swell	肿	749	Qiliqiao	t͡sʰ ɿ ⁵⁵	6454
10349	t͡sʰɛ̃₅₅	to swell	肿	749	Xiangyun	t͡sʰ ɛ̃ ∼ ⁵⁵	6454
10350	t͡sʰɿ₅₅	to swell	肿	749	Yunlong	t͡sʰ ɿ ⁵⁵	6454
10351	t͡sʰi₅₅	to swell	肿	749	Zhoucheng	t͡sʰ i ⁵⁵	6454
10352		to swell	肿	0	Cone_Tibetan		6454
10353		to swell	肿	0	Lhasa_Tibetan		6454
10354	skraŋ	to swell	肿	0	Old_Tibetan		6454
10355		to swell	肿	0	Achang_Lianghe		6454
10356		to swell	肿	0	Achang_Longchuan		6454
10357		to swell	肿	0	Achang_Luxi		6454
10358		to swell	肿	0	Atsi		6454
10359		to swell	肿	0	Bola		6454
10360		to swell	肿	0	Burmese		6454
10361		to swell	肿	0	Hpun		6454
10362		to swell	肿	0	Lashi		6454
10363		to swell	肿	0	Maru		6454
10364		to swell	肿	0	Old_Burmese		6454
10365		to swell	肿	0	Xiandau		6454
10366		to swell	肿	0	Dumi		6454
10367		to swell	肿	0	Khaling		6454
10368		to swell	肿	0	Limbu		6454
10369		to swell	肿	0	Wambule		6454
10370		to swell	肿	0	Yakkha		6454
10371		to swell	肿	0	Yamphu		6454
10372		to swell	肿	0	Dulong		6454
10373		to swell	肿	0	Jingpo		6454
10374		to swell	肿	0	Beijing		6454
10375		to swell	肿	0	Caijia		6454
10376		to swell	肿	0	Changsha		6454
10377		to swell	肿	0	Ganzhou		6454
10378		to swell	肿	0	Guangzhou		6454
10379		to swell	肿	0	Meixian		6454
10380		to swell	肿	749	Old_Chinese	◦	6454
10381		to swell	肿	0	Xiamen		6454
10382		to swell	肿	0	Guiqiong		6454
10383	nɯɣmbɤβ	to swell	肿	748	Japhug	n ɯ ɣ m b ɤ β	6454
10384		to swell	肿	0	Khroskyabs_Wobzi		6454
10385		to swell	肿	0	Muya		6454
10386		to swell	肿	0	Stau		6454
10387		to swell	肿	0	Tangut		6454
10388		to swell	肿	0	Zbu		6454
#
10389		to swim	游泳	0	Dashi		6050
10390		to swim	游泳	0	Zhaozhuang		6050
10391		to swim	游泳	0	Ega		6050
10392		to swim	游泳	0	Enqi		6050
10393		to swim	游泳	0	Eryuan		6050
10394		to swim	游泳	0	Gongxing		6050
10395		to swim	游泳	0	Heqi		6050
10396		to swim	游泳	0	Jianchuan		6050
10397		to swim	游泳	0	Jinman		6050
10398		to swim	游泳	0	Jinxing		6050
10399		to swim	游泳	0	Luobenzhuo		6050
10400		to swim	游泳	0	Mazhelong		6050
10401		to swim	游泳	0	Qiliqiao		6050
10402		to swim	游泳	0	Xiangyun		6050
10403		to swim	游泳	0	Yunlong		6050
10404		to swim	游泳	0	Zhoucheng		6050
10405		to swim	游泳	0	Cone_Tibetan		6050
10406		to swim	游泳	0	Lhasa_Tibetan		6050
10407	rkʲal-	to swim	游泳	753	Old_Tibetan	r kʲ a l ◦	6050
10408		to swim	游泳	0	Achang_Lianghe		6050
10409		to swim	游泳	0	Achang_Longchuan		6050
10410		to swim	游泳	0	Achang_Luxi		6050
10411		to swim	游泳	0	Atsi		6050
10412		to swim	游泳	0	Bola		6050
10413	re ku²	to swim	游泳	752	Burmese	r e _ k u ²	6050
10414		to swim	游泳	0	Hpun		6050
10415		to swim	游泳	0	Lashi		6050
10416		to swim	游泳	0	Maru		6050
10417		to swim	游泳	0	Old_Burmese		6050
10418		to swim	游泳	0	Xiandau		6050
10419		to swim	游泳	0	Dumi		6050
10420	0	to swim	游泳	750	Khaling	0	6050
10421	ca:k-	to swim	游泳	751	Limbu	c a: k ◦	6050
10422		to swim	游泳	0	Wambule		6050
10423		to swim	游泳	0	Yakkha		6050
10424		to swim	游泳	0	Yamphu		6050
10425		to swim	游泳	0	Dulong		6050
10426		to swim	游泳	0	Jingpo		6050
10427		to swim	游泳	0	Beijing		6050
10428		to swim	游泳	0	Caijia		6050
10429		to swim	游泳	0	Changsha		6050
10430		to swim	游泳	0	Ganzhou		6050
10431		to swim	游泳	0	Guangzhou		6050
10432		to swim	游泳	0	Meixian		6050
10433	*[ɢ]ʷraŋ(ʔ)-s	to swim	游泳	754	Old_Chinese	ɢʷ r a ŋ ʔ ) ◦ s	6050
10434		to swim	游泳	0	Xiamen		6050
10435		to swim	游泳	0	Guiqiong		6050
10436	ndʑaʁ	to swim	游泳	751	Japhug	n dʑ a ʁ	6050
10437		to swim	游泳	0	Khroskyabs_Wobzi		6050
10438		to swim	游泳	0	Muya		6050
10439		to swim	游泳	0	Stau		6050
10440	0	to swim	游泳	750	Tangut	0	6050
10441		to swim	游泳	0	Zbu		6050
#
10442		the tail	尾巴	0	Dashi		5468
10443		the tail	尾巴	0	Zhaozhuang		5468
10444		the tail	尾巴	0	Ega		5468
10445		the tail	尾巴	0	Enqi		5468
10446	ŋɤ₄₄tɤ₃₅	the tail	尾巴	504	Eryuan	ŋ ɤ ⁴⁴ t ɤ ³⁵	5468
10447		the tail	尾巴	0	Gongxing		5468
10448	ṽ₃₃tuɔ₅₅luɔ₅₅	the tail	尾巴	504	Heqi	ṽ ³³ t u ɔ ⁵⁵ l u ɔ ⁵⁵	5468
10449	ɤ̃₃₃tɤ̃₅₅	the tail	尾巴	504	Jianchuan	ɤ̃ ∼ ³³ t ɤ̃ ∼ ⁵⁵	5468
10450		the tail	尾巴	0	Jinman		5468
10451		the tail	尾巴	0	Jinxing		5468
10452	mæ̃₃₁qua₅₅	the tail	尾巴	504	Luobenzhuo	m æ̃ ∼ ³¹ q u a ⁵⁵	5468
10453		the tail	尾巴	0	Mazhelong		5468
10454	mi₄₄tu₃₅	the tail	尾巴	504	Qiliqiao	m i ⁴⁴ t u ³⁵	5468
10455	mi₃₃tɯ₃₅	the tail	尾巴	504	Xiangyun	m i ³³ t ɯ ³⁵	5468
10456	ŋɤ₄₄tɤ₃₅	the tail	尾巴	504	Yunlong	ŋ ɤ ⁴⁴ t ɤ ³⁵	5468
10457		the tail	尾巴	0	Zhoucheng		5468
10458		the tail	尾巴	0	Cone_Tibetan		5468
10459		the tail	尾巴	0	Lhasa_Tibetan		5468
10460	rŋa.ma	the tail	尾巴	506	Old_Tibetan	r ŋ a m a	5468
10461		the tail	尾巴	0	Achang_Lianghe		5468
10462		the tail	尾巴	0	Achang_Longchuan		5468
10463		the tail	尾巴	0	Achang_Luxi		5468
10464		the tail	尾巴	0	Atsi		5468
10465		the tail	尾巴	0	Bola		5468
10466	mri²	the tail	尾巴	505	Burmese	m r i ²	5468
10467		the tail	尾巴	0	Hpun		5468
10468		the tail	尾巴	0	Lashi		5468
10469		the tail	尾巴	0	Maru		5468
10470		the tail	尾巴	0	Old_Burmese		5468
10471		the tail	尾巴	0	Xiandau		5468
10472		the tail	尾巴	0	Dumi		5468
10473	mêr	the tail	尾巴	505	Khaling	m ê r	5468
10474	mi²	the tail	尾巴	505	Limbu	m i ²	5468
10475		the tail	尾巴	0	Wambule		5468
10476		the tail	尾巴	0	Yakkha		5468
10477		the tail	尾巴	0	Yamphu		5468
10478		the tail	尾巴	0	Dulong		5468
10479		the tail	尾巴	0	Jingpo		5468
10480		the tail	尾巴	0	Beijing		5468
10481		the tail	尾巴	0	Caijia		5468
10482		the tail	尾巴	0	Changsha		5468
10483		the tail	尾巴	0	Ganzhou		5468
10484		the tail	尾巴	0	Guangzhou		5468
10485		the tail	尾巴	0	Meixian		5468
10486	*[m]əjʔ	the tail	尾巴	507	Old_Chinese	m ə j ʔ	5468
10487		the tail	尾巴	0	Xiamen		5468
10488		the tail	尾巴	0	Guiqiong		5468
10489	tɤ-jme	the tail	尾巴	505	Japhug	t ɤ ◦ j m e	5468
10490		the tail	尾巴	0	Khroskyabs_Wobzi		5468
10491		the tail	尾巴	0	Muya		5468
10492		the tail	尾巴	0	Stau		5468
10493	mjiij¹	the tail	尾巴	505	Tangut	m j ii j ¹	5468
10494		the tail	尾巴	0	Zbu		5468
#
10495	t͡ʂi₄₂	ten		175	Dashi	t͡ʂ i ⁴²	6312
10496		ten		0	Zhaozhuang		6312
10497	t͡sɛ₄₂	ten		175	Ega	t͡s ɛ ⁴²	6312
10498	t͡sɿ₂₁	ten		175	Enqi	t͡s ɿ ²¹	6312
10499	t͡sɿ₄₂	ten		175	Eryuan	t͡s ɿ ⁴²	6312
10500	dʐi₂₁	ten		175	Gongxing	d ʐ i ²¹	6312
10501	t͡sɿ₄₂	ten		175	Heqi	t͡s ɿ ⁴²	6312
10502	t͡sɛ₄₂	ten		175	Jianchuan	t͡s ɛ ⁴²	6312
10503	t͡ʂɚ₄₂	ten		175	Jinman	t͡ʂ ɚ ⁴²	6312
10504	t͡sa₄₂	ten		175	Jinxing	t͡s a ⁴²	6312
10505	t͡ʂæ₄₂	ten		175	Luobenzhuo	t͡ʂ æ ⁴²	6312
10506	t͡sʰi₄₂	ten		175	Mazhelong	t͡sʰ i ⁴²	6312
10507	t͡sɿ₄₂	ten		175	Qiliqiao	t͡s ɿ ⁴²	6312
10508	t͡sɿ₄₂	ten		175	Xiangyun	t͡s ɿ ⁴²	6312
10509	t͡sɿ₄₂	ten		175	Yunlong	t͡s ɿ ⁴²	6312
10510	t͡si₄₂	ten		175	Zhoucheng	t͡s i ⁴²	6312
10511		ten		0	Cone_Tibetan		6312
10512		ten		0	Lhasa_Tibetan		6312
10513	btɕu	ten		0	Old_Tibetan		6312
10514		ten		0	Achang_Lianghe		6312
10515		ten		0	Achang_Longchuan		6312
10516		ten		0	Achang_Luxi		6312
10517		ten		0	Atsi		6312
10518		ten		0	Bola		6312
10519		ten		0	Burmese		6312
10520		ten		0	Hpun		6312
10521		ten		0	Lashi		6312
10522		ten		0	Maru		6312
10523		ten		0	Old_Burmese		6312
10524		ten		0	Xiandau		6312
10525		ten		0	Dumi		6312
10526		ten		0	Khaling		6312
10527		ten		0	Limbu		6312
10528		ten		0	Wambule		6312
10529		ten		0	Yakkha		6312
10530		ten		0	Yamphu		6312
10531		ten		0	Dulong		6312
10532		ten		0	Jingpo		6312
10533		ten		0	Beijing		6312
10534		ten		0	Caijia		6312
10535		ten		0	Changsha		6312
10536		ten		0	Ganzhou		6312
10537		ten		0	Guangzhou		6312
10538		ten		0	Meixian		6312
10539	*t.[g]əp	ten		175	Old_Chinese	t g ə p	6312
10540		ten		0	Xiamen		6312
10541		ten		0	Guiqiong		6312
10542	sqi	ten		174	Japhug	s q i	6312
10543		ten		0	Khroskyabs_Wobzi		6312
10544		ten		0	Muya		6312
10545		ten		0	Stau		6312
10546		ten		0	Tangut		6312
10547		ten		0	Zbu		6312
#
10548		that	那	0	Dashi		1149393
10549		that	那	0	Zhaozhuang		1149393
10550		that	那	0	Ega		1149393
10551		that	那	0	Enqi		1149393
10552	na₅₅	that	那	176	Eryuan	n a ⁵⁵	1149393
10553		that	那	0	Gongxing		1149393
10554	na₅₅	that	那	176	Heqi	n a ⁵⁵	1149393
10555	na₅₅	that	那	176	Jianchuan	n a ⁵⁵	1149393
10556		that	那	0	Jinman		1149393
10557		that	那	0	Jinxing		1149393
10558	tɔ₅₅wã₅₅	that	那	176	Luobenzhuo	t ɔ ⁵⁵ w ã ∼ ⁵⁵	1149393
10559		that	那	0	Mazhelong		1149393
10560	vɯ₅₅	that	那	176	Qiliqiao	v ɯ ⁵⁵	1149393
10561	na₅₅	that	那	176	Xiangyun	n a ⁵⁵	1149393
10562	na₅₅	that	那	176	Yunlong	n a ⁵⁵	1149393
10563		that	那	0	Zhoucheng		1149393
10564		that	那	0	Cone_Tibetan		1149393
10565		that	那	0	Lhasa_Tibetan		1149393
10566	de	that	那	181	Old_Tibetan	d e	1149393
10567		that	那	0	Achang_Lianghe		1149393
10568		that	那	0	Achang_Longchuan		1149393
10569		that	那	0	Achang_Luxi		1149393
10570		that	那	0	Atsi		1149393
10571		that	那	0	Bola		1149393
10572	tʰo.ho	that	那	180	Burmese	tʰ o ʰo	1149393
10573		that	那	0	Hpun		1149393
10574		that	那	0	Lashi		1149393
10575		that	那	0	Maru		1149393
10576		that	那	0	Old_Burmese		1149393
10577		that	那	0	Xiandau		1149393
10578		that	那	0	Dumi		1149393
10579	mɛ	that	那	183	Khaling	m ɛ	1149393
10580	khɔ	that	那	182	Limbu	kʰ ɔ	1149393
10581		that	那	0	Wambule		1149393
10582		that	那	0	Yakkha		1149393
10583		that	那	0	Yamphu		1149393
10584		that	那	0	Dulong		1149393
10585		that	那	0	Jingpo		1149393
10586		that	那	0	Beijing		1149393
10587		that	那	0	Caijia		1149393
10588		that	那	0	Changsha		1149393
10589		that	那	0	Ganzhou		1149393
10590		that	那	0	Guangzhou		1149393
10591		that	那	0	Meixian		1149393
10592	*pajʔ	that	那	178	Old_Chinese	p a j ʔ	1149393
10593		that	那	0	Xiamen		1149393
10594		that	那	0	Guiqiong		1149393
10595	nɯ	that	那	177	Japhug	n ɯ	1149393
10596		that	那	0	Khroskyabs_Wobzi		1149393
10597		that	那	0	Muya		1149393
10598		that	那	0	Stau		1149393
10599	thja¹	that	那	179	Tangut	tʰ j a ¹	1149393
10600		that	那	0	Zbu		1149393
#
10601		there	那儿	0	Dashi		858309
10602		there	那儿	0	Zhaozhuang		858309
10603		there	那儿	0	Ega		858309
10604		there	那儿	0	Enqi		858309
10605	t͡sɯ₃₃	there	那儿	550	Eryuan	t͡s ɯ ³³	858309
10606		there	那儿	0	Gongxing		858309
10607	t͡sɯ₃₃	there	那儿	550	Heqi	t͡s ɯ ³³	858309
10608	t͡sɯ₃₃	there	那儿	550	Jianchuan	t͡s ɯ ³³	858309
10609		there	那儿	0	Jinman		858309
10610		there	那儿	0	Jinxing		858309
10611	ʥi₃₃	there	那儿	550	Luobenzhuo	ʥ i ³³	858309
10612		there	那儿	0	Mazhelong		858309
10613	t͡sɯ₃₃	there	那儿	550	Qiliqiao	t͡s ɯ ³³	858309
10614	zou₃₃	there	那儿	550	Xiangyun	z o u ³³	858309
10615	zɿ₃₃	there	那儿	550	Yunlong	z ɿ ³³	858309
10616		there	那儿	0	Zhoucheng		858309
10617		there	那儿	0	Cone_Tibetan		858309
10618		there	那儿	0	Lhasa_Tibetan		858309
10619	der	there	那儿	0	Old_Tibetan		858309
10620		there	那儿	0	Achang_Lianghe		858309
10621		there	那儿	0	Achang_Longchuan		858309
10622		there	那儿	0	Achang_Luxi		858309
10623		there	那儿	0	Atsi		858309
10624		there	那儿	0	Bola		858309
10625		there	那儿	0	Burmese		858309
10626		there	那儿	0	Hpun		858309
10627		there	那儿	0	Lashi		858309
10628		there	那儿	0	Maru		858309
10629		there	那儿	0	Old_Burmese		858309
10630		there	那儿	0	Xiandau		858309
10631		there	那儿	0	Dumi		858309
10632		there	那儿	0	Khaling		858309
10633		there	那儿	0	Limbu		858309
10634		there	那儿	0	Wambule		858309
10635		there	那儿	0	Yakkha		858309
10636		there	那儿	0	Yamphu		858309
10637		there	那儿	0	Dulong		858309
10638		there	那儿	0	Jingpo		858309
10639		there	那儿	0	Beijing		858309
10640		there	那儿	0	Caijia		858309
10641		there	那儿	0	Changsha		858309
10642		there	那儿	0	Ganzhou		858309
10643		there	那儿	0	Guangzhou		858309
10644		there	那儿	0	Meixian		858309
10645		there	那儿	550	Old_Chinese	◦	858309
10646		there	那儿	0	Xiamen		858309
10647		there	那儿	0	Guiqiong		858309
10648	nɯreri	there	那儿	549	Japhug	n ɯ r e r i	858309
10649		there	那儿	0	Khroskyabs_Wobzi		858309
10650		there	那儿	0	Muya		858309
10651		there	那儿	0	Stau		858309
10652		there	那儿	0	Tangut		858309
10653		there	那儿	0	Zbu		858309
#
10654		they [third person plural]	他们	0	Dashi		352331
10655		they [third person plural]	他们	0	Zhaozhuang		352331
10656		they [third person plural]	他们	0	Ega		352331
10657		they [third person plural]	他们	0	Enqi		352331
10658	pa₅₅	they [third person plural]	他们	552	Eryuan	p a ⁵⁵	352331
10659		they [third person plural]	他们	0	Gongxing		352331
10660	va₅₅	they [third person plural]	他们	552	Heqi	v a ⁵⁵	352331
10661	ma₅₅	they [third person plural]	他们	552	Jianchuan	m a ⁵⁵	352331
10662		they [third person plural]	他们	0	Jinman		352331
10663		they [third person plural]	他们	0	Jinxing		352331
10664	bi₅₅t͡ɕa₃₁	they [third person plural]	他们	552	Luobenzhuo	b i ⁵⁵ t͡ɕ a ³¹	352331
10665		they [third person plural]	他们	0	Mazhelong		352331
10666	va₅₅	they [third person plural]	他们	552	Qiliqiao	v a ⁵⁵	352331
10667	pa₅₅	they [third person plural]	他们	552	Xiangyun	p a ⁵⁵	352331
10668	pa₅₅	they [third person plural]	他们	552	Yunlong	p a ⁵⁵	352331
10669		they [third person plural]	他们	0	Zhoucheng		352331
10670		they [third person plural]	他们	0	Cone_Tibetan		352331
10671		they [third person plural]	他们	0	Lhasa_Tibetan		352331
10672	koŋ.ta	they [third person plural]	他们	0	Old_Tibetan		352331
10673		they [third person plural]	他们	0	Achang_Lianghe		352331
10674		they [third person plural]	他们	0	Achang_Longchuan		352331
10675		they [third person plural]	他们	0	Achang_Luxi		352331
10676		they [third person plural]	他们	0	Atsi		352331
10677		they [third person plural]	他们	0	Bola		352331
10678		they [third person plural]	他们	0	Burmese		352331
10679		they [third person plural]	他们	0	Hpun		352331
10680		they [third person plural]	他们	0	Lashi		352331
10681		they [third person plural]	他们	0	Maru		352331
10682		they [third person plural]	他们	0	Old_Burmese		352331
10683		they [third person plural]	他们	0	Xiandau		352331
10684		they [third person plural]	他们	0	Dumi		352331
10685		they [third person plural]	他们	0	Khaling		352331
10686		they [third person plural]	他们	0	Limbu		352331
10687		they [third person plural]	他们	0	Wambule		352331
10688		they [third person plural]	他们	0	Yakkha		352331
10689		they [third person plural]	他们	0	Yamphu		352331
10690		they [third person plural]	他们	0	Dulong		352331
10691		they [third person plural]	他们	0	Jingpo		352331
10692		they [third person plural]	他们	0	Beijing		352331
10693		they [third person plural]	他们	0	Caijia		352331
