# Wordlist

# META
@modified:2015-01-20 10:39
@tree:(((Luobenzhuo,(Enqi,(Ega,Jinman))),(Gongxing,Tuoluo)),(Mazhelong,((Xiangyun,((Qiliqiao,(Eryuan,Yunlong)),(Lanping,(Heqi,Jianchuan)))),(Zhoucheng,(Dashi,Jinxing)))));

# DATA
ID	GLOSS_IN_SOURCE	SOURCE	ENTRY_IN_SOURCE	POS	CHINESE_GLOSS	DOCULECT	IPA	CONCEPT	ID_IN_SOURCE	PST	TOKENS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES
956	eye	Allen2007	wẽ33	?	眼	Jianchuan	wẽ₃₃	eye	127	CVT	w ẽ ₃₃	6 7 8	AXT	WE4	7	7.W.C 7.E.V 7.4.T	1.6 3.0 1.0	0
957	eye	Allen2007	ŋue33	?	眼	Eryuan	ŋue₃₃	eye	127	CVT	ŋ u e ₃₃	4 7 7 8	AXYT	NYE4	4	4.N.C 4.Y.V 4.E.V 4.4.T	1.6 3.0 3.0 1.0	0
958	eye	Allen2007	wẽ33	?	眼	Heqi	wẽ₃₃	eye	127	CVT	w ẽ ₃₃	6 7 8	AXT	WE4	6	6.W.C 6.E.V 6.4.T	1.6 3.0 1.0	0
959	eye	Allen2007	wẽ44	?	眼	Lanping	wẽ₄₄	eye	127	CVT	w ẽ ₄₄	6 7 8	AXT	WE5	10	10.W.C 10.E.V 10.5.T	1.6 3.0 1.0	0
960	eye	Allen2007	we33	?	眼	Qiliqiao	we₃₃	eye	127	CVT	w e ₃₃	6 7 8	AXT	WE4	13	13.W.C 13.E.V 13.4.T	1.6 3.0 1.0	0
961	eye	Allen2007	ŋue33	?	眼	Yunlong	ŋue₃₃	eye	127	CVT	ŋ u e ₃₃	4 7 7 8	AXYT	NYE4	16	16.N.C 16.Y.V 16.E.V 16.4.T	1.6 3.0 3.0 1.0	0
962	eye	Allen2007	wẽ33	?	眼	Xiangyun	wẽ₃₃	eye	127	CVT	w ẽ ₃₃	6 7 8	AXT	WE4	15	15.W.C 15.E.V 15.4.T	1.6 3.0 1.0	0
963	eye	Allen2007	mi33	?	眼	Luobenzhuo	mi₃₃	eye	127	CVT	m i ₃₃	4 7 8	AXT	MI4	11	11.M.C 11.I.V 11.4.T	1.6 3.0 1.0	0
#
964	to drop	Wang2006a	(u42?)	verb	?	Tuoluo	u₄₂?	fall down;drop	1274	VTc	u ₄₂ ?	7 8 0	XTN	Y30	14	14.Y.V 14.3.T 14.0.c	3.0 1.0 0.5	0
965	to drop	Wang2006a	tɕɛ24	verb	?	Gongxing	t͡ɕɛ₂₄	fall down;drop	1274	CVT	t͡ɕ ɛ ₂₄	2 7 8	AXT	CE2	5	5.C.C 5.E.V 5.2.T	1.6 3.0 1.0	0
966	to drop	Wang2006a	dua21	verb	?	Enqi	dua₂₁	fall down;drop	1274	CVT	d u a ₂₁	1 7 7 8	AXYT	TYA3	3	3.T.C 3.Y.V 3.A.V 3.3.T	1.6 3.0 3.0 1.0	0
967	to drop	Wang2006a	tua42	verb	?	Ega	tua₄₂	fall down;drop	1274	CVT	t u a ₄₂	1 7 7 8	AXYT	TYA3	2	2.T.C 2.Y.V 2.A.V 2.3.T	1.6 3.0 3.0 1.0	0
968	to drop	Wang2006a	tua42	verb	?	Jinman	tua₄₂	fall down;drop	1274	CVT	t u a ₄₂	1 7 7 8	AXYT	TYA3	8	8.T.C 8.Y.V 8.A.V 8.3.T	1.6 3.0 3.0 1.0	0
969	to drop	Wang2006a	tuɑ42	verb	?	Jinxing	tuɑ₄₂	fall down;drop	1274	CVT	t u ɑ ₄₂	1 7 7 8	AXYT	TYA3	9	9.T.C 9.Y.V 9.A.V 9.3.T	1.6 3.0 3.0 1.0	0
970	to drop	Wang2006a	(nɚ31)	verb	?	Dashi	nɚ₃₁	fall down;drop	1274	CVT	n ɚ ₃₁	4 7 8	AXT	NE3	1	1.N.C 1.E.V 1.3.T	1.6 3.0 1.0	0
971	to drop	Wang2006a	tua42	verb	?	Zhoucheng	tua₄₂	fall down;drop	1274	CVT	t u a ₄₂	1 7 7 8	AXYT	TYA3	17	17.T.C 17.Y.V 17.A.V 17.3.T	1.6 3.0 3.0 1.0	0
972	to drop	Wang2006a	(dʑiaŋ21)	verb	?	Mazhelong	d͡ʑiaŋ₂₁	fall down;drop	1274	CVcT	d͡ʑ i a ŋ ₂₁	2 7 7 4 8	AXYLT	CIAN3	12	12.C.C 12.I.V 12.A.V 12.N.c 12.3.T	1.6 3.0 3.0 1.1 1.0	0
973	fall down	Allen2007	tuɛ44fɛ̃33	verb	跌倒	Jianchuan	tuɛ₄₄fɛ̃₃₃	fall down;drop	285	CVTCVT	t u ɛ ₄₄ f ɛ̃ ₃₃	1 7 7 8 3 7 8	AXYTBYT	TYE5BE4	7	7.T.C 7.Y.V 7.E.V 7.5.T 7.B.C 7.E.V 7.4.T	1.6 3.0 3.0 1.0 1.3 3.0 1.0	0
974	fall down	Allen2007	to44pa44	verb	跌倒	Eryuan	to₄₄pa₄₄	fall down;drop	285	CVTCVT	t o ₄₄ p a ₄₄	1 7 8 1 7 8	AXTBYT	TU5PA5	4	4.T.C 4.U.V 4.5.T 4.P.C 4.A.V 4.5.T	1.6 3.0 1.0 1.3 3.0 1.0	0
975	fall down	Allen2007	tou44	verb	跌倒	Heqi	tou₄₄	fall down;drop	285	CVT	t o u ₄₄	1 7 7 8	AXYT	TUY5	6	6.T.C 6.U.V 6.Y.V 6.5.T	1.6 3.0 3.0 1.0	0
976	fall down	Allen2007	tuɛ44fɛ̃33	verb	跌倒	Lanping	tuɛ₄₄fɛ̃₃₃	fall down;drop	285	CVTCVT	t u ɛ ₄₄ f ɛ̃ ₃₃	1 7 7 8 3 7 8	AXYTBYT	TYE5BE4	10	10.T.C 10.Y.V 10.E.V 10.5.T 10.B.C 10.E.V 10.4.T	1.6 3.0 3.0 1.0 1.3 3.0 1.0	0
977	fall down	Allen2007	to44xɯ55	verb	跌倒	Qiliqiao	to₄₄xɯ₅₅	fall down;drop	285	CVTCVT	t o ₄₄ x ɯ ₅₅	1 7 8 3 7 8	AXTBYT	TU5GI5	13	13.T.C 13.U.V 13.5.T 13.G.C 13.I.V 13.5.T	1.6 3.0 1.0 1.3 3.0 1.0	0
978	fall down	Allen2007	to44fɛ44	verb	跌倒	Yunlong	to₄₄fɛ₄₄	fall down;drop	285	CVTCVT	t o ₄₄ f ɛ ₄₄	1 7 8 3 7 8	AXTBYT	TU5BE5	16	16.T.C 16.U.V 16.5.T 16.B.C 16.E.V 16.5.T	1.6 3.0 1.0 1.3 3.0 1.0	0
979	fall down	Allen2007	kũã33tsʰɛ̃33	verb	跌倒	Xiangyun	kũã₃₃t͡sʰɛ̃₃₃	fall down;drop	285	CVTCVT	k ũ ã ₃₃ t͡sʰ ɛ̃ ₃₃	1 7 7 8 1 7 8	AXYTBYT	KYA4TE4	15	15.K.C 15.Y.V 15.A.V 15.4.T 15.T.C 15.E.V 15.4.T	1.6 3.0 3.0 1.0 1.3 3.0 1.0	0
980	fall down	Allen2007	tu55xa44	verb	跌倒	Luobenzhuo	tu₅₅xa₄₄	fall down;drop	285	CVTCVT	t u ₅₅ x a ₄₄	1 7 8 3 7 8	AXTBYT	TY5GA5	11	11.T.C 11.Y.V 11.5.T 11.G.C 11.A.V 11.5.T	1.6 3.0 1.0 1.3 3.0 1.0	0
#
981	far	Wang2006a	tue33	?	?	Tuoluo	tue₃₃	far	974	CVT	t u e ₃₃	1 7 7 8	AXYT	TYE4	14	14.T.C 14.Y.V 14.E.V 14.4.T	1.6 3.0 3.0 1.0	0
982	far	Wang2006a	tiuen22	?	?	Gongxing	tiuen₂₂	far	974	CVcT	t i u e n ₂₂	1 7 7 7 4 8	AXYYLT	TIYEN1	5	5.T.C 5.I.V 5.Y.V 5.E.V 5.N.c 5.1.T	1.6 3.0 3.0 3.0 1.1 1.0	0
983	far	Wang2006a	tyE22	?	?	Enqi	tyɛ₂₂	far	974	CVT	t y ɛ ₂₂	1 7 7 8	AXYT	TYE1	3	3.T.C 3.Y.V 3.E.V 3.1.T	1.6 3.0 3.0 1.0	0
984	far	Wang2006a	ti22	?	?	Ega	ti₂₂	far	974	CVT	t i ₂₂	1 7 8	AXT	TI1	2	2.T.C 2.I.V 2.1.T	1.6 3.0 1.0	0
985	far	Wang2006a	tyi22	?	?	Jinman	tyi₂₂	far	974	CVT	t y i ₂₂	1 7 7 8	AXYT	TYI1	8	8.T.C 8.Y.V 8.I.V 8.1.T	1.6 3.0 3.0 1.0	0
986	far	Wang2006a	tuen33	?	?	Jinxing	tuen₃₃	far	974	CVcT	t u e n ₃₃	1 7 7 4 8	AXYLT	TYEN4	9	9.T.C 9.Y.V 9.E.V 9.N.c 9.4.T	1.6 3.0 3.0 1.1 1.0	0
987	far	Wang2006a	tuen33	?	?	Dashi	tuen₃₃	far	974	CVcT	t u e n ₃₃	1 7 7 4 8	AXYLT	TYEN4	1	1.T.C 1.Y.V 1.E.V 1.N.c 1.4.T	1.6 3.0 3.0 1.1 1.0	0
988	far	Wang2006a	tue33	?	?	Zhoucheng	tue₃₃	far	974	CVT	t u e ₃₃	1 7 7 8	AXYT	TYE4	17	17.T.C 17.Y.V 17.E.V 17.4.T	1.6 3.0 3.0 1.0	0
989	far	Wang2006a	tsuen33	?	?	Mazhelong	t͡suen₃₃	far	974	CVcT	t͡s u e n ₃₃	2 7 7 4 8	AXYLT	CYEN4	12	12.C.C 12.Y.V 12.E.V 12.N.c 12.4.T	1.6 3.0 3.0 1.1 1.0	0
990	far	Allen2007	tũẽ33	?	远	Jianchuan	tũẽ₃₃	far	396	CVT	t ũ ẽ ₃₃	1 7 7 8	AXYT	TYE4	7	7.T.C 7.Y.V 7.E.V 7.4.T	1.6 3.0 3.0 1.0	0
991	far	Allen2007	tue33	?	远	Eryuan	tue₃₃	far	396	CVT	t u e ₃₃	1 7 7 8	AXYT	TYE4	4	4.T.C 4.Y.V 4.E.V 4.4.T	1.6 3.0 3.0 1.0	0
992	far	Allen2007	tuẽ33	?	远	Heqi	tuẽ₃₃	far	396	CVT	t u ẽ ₃₃	1 7 7 8	AXYT	TYE4	6	6.T.C 6.Y.V 6.E.V 6.4.T	1.6 3.0 3.0 1.0	0
993	far	Allen2007	tũẽ44	?	远	Lanping	tũẽ₄₄	far	396	CVT	t ũ ẽ ₄₄	1 7 7 8	AXYT	TYE5	10	10.T.C 10.Y.V 10.E.V 10.5.T	1.6 3.0 3.0 1.0	0
994	far	Allen2007	tue33	?	远	Qiliqiao	tue₃₃	far	396	CVT	t u e ₃₃	1 7 7 8	AXYT	TYE4	13	13.T.C 13.Y.V 13.E.V 13.4.T	1.6 3.0 3.0 1.0	0
995	far	Allen2007	tue33	?	远	Yunlong	tue₃₃	far	396	CVT	t u e ₃₃	1 7 7 8	AXYT	TYE4	16	16.T.C 16.Y.V 16.E.V 16.4.T	1.6 3.0 3.0 1.0	0
996	far	Allen2007	tũẽ33	?	远	Xiangyun	tũẽ₃₃	far	396	CVT	t ũ ẽ ₃₃	1 7 7 8	AXYT	TYE4	15	15.T.C 15.Y.V 15.E.V 15.4.T	1.6 3.0 3.0 1.0	0
997	far	Allen2007	dy33	?	远	Luobenzhuo	dy₃₃	far	396	CVT	d y ₃₃	1 7 8	AXT	TY4	11	11.T.C 11.Y.V 11.4.T	1.6 3.0 1.0	0
#
1261	grease, fat	Wang2006a	tʂi55	?	?	Tuoluo	t͡ʂi₅₅	fat	445	CVT	t͡ʂ i ₅₅	2 7 8	AXT	CI5	14	14.C.C 14.I.V 14.5.T	1.6 3.0 1.0	0
1262	grease, fat	Wang2006a	tʂi55	?	?	Gongxing	t͡ʂi₅₅	fat	445	CVT	t͡ʂ i ₅₅	2 7 8	AXT	CI5	5	5.C.C 5.I.V 5.5.T	1.6 3.0 1.0	0
1263	grease, fat	Wang2006a	tsɿ24	?	?	Enqi	t͡sɿ₂₄	fat	445	CVT	t͡s ɿ ₂₄	2 7 8	AXT	CI2	3	3.C.C 3.I.V 3.2.T	1.6 3.0 1.0	0
1264	grease, fat	Wang2006a	tsɛ55	?	?	Ega	t͡sɛ₅₅	fat	445	CVT	t͡s ɛ ₅₅	2 7 8	AXT	CE5	2	2.C.C 2.E.V 2.5.T	1.6 3.0 1.0	0
1265	grease, fat	Wang2006a	tʂi55	?	?	Jinman	t͡ʂi₅₅	fat	445	CVT	t͡ʂ i ₅₅	2 7 8	AXT	CI5	8	8.C.C 8.I.V 8.5.T	1.6 3.0 1.0	0
1266	grease, fat	Wang2006a	tsi55	?	?	Jinxing	t͡si₅₅	fat	445	CVT	t͡s i ₅₅	2 7 8	AXT	CI5	9	9.C.C 9.I.V 9.5.T	1.6 3.0 1.0	0
1267	grease, fat	Wang2006a	tʂi55	?	?	Dashi	t͡ʂi₅₅	fat	445	CVT	t͡ʂ i ₅₅	2 7 8	AXT	CI5	1	1.C.C 1.I.V 1.5.T	1.6 3.0 1.0	0
1268	grease, fat	Wang2006a	tsi35	?	?	Zhoucheng	t͡si₃₅	fat	445	CVT	t͡s i ₃₅	2 7 8	AXT	CI2	17	17.C.C 17.I.V 17.2.T	1.6 3.0 1.0	0
1269	grease, fat	Wang2006a	tsi55	?	?	Mazhelong	t͡si₅₅	fat	445	CVT	t͡s i ₅₅	2 7 8	AXT	CI5	12	12.C.C 12.I.V 12.5.T	1.6 3.0 1.0	0
1270	animal oil	Allen2007	tsɿ55	?	动物油(脂肪)	Jianchuan	t͡sɿ₅₅	fat	198	CVT	t͡s ɿ ₅₅	2 7 8	AXT	CI5	7	7.C.C 7.I.V 7.5.T	1.6 3.0 1.0	0
1271	animal oil	Allen2007	tsɿ35	?	动物油(脂肪)	Eryuan	t͡sɿ₃₅	fat	198	CVT	t͡s ɿ ₃₅	2 7 8	AXT	CI2	4	4.C.C 4.I.V 4.2.T	1.6 3.0 1.0	0
1272	animal oil	Allen2007	tsɿ55	?	动物油(脂肪)	Heqi	t͡sɿ₅₅	fat	198	CVT	t͡s ɿ ₅₅	2 7 8	AXT	CI5	6	6.C.C 6.I.V 6.5.T	1.6 3.0 1.0	0
1273	animal oil	Allen2007	tsɿ55	?	动物油(脂肪)	Lanping	t͡sɿ₅₅	fat	198	CVT	t͡s ɿ ₅₅	2 7 8	AXT	CI5	10	10.C.C 10.I.V 10.5.T	1.6 3.0 1.0	0
1274	animal oil	Allen2007	tsɿ35	?	动物油(脂肪)	Qiliqiao	t͡sɿ₃₅	fat	198	CVT	t͡s ɿ ₃₅	2 7 8	AXT	CI2	13	13.C.C 13.I.V 13.2.T	1.6 3.0 1.0	0
1275	animal oil	Allen2007	tsɿ35	?	动物油(脂肪)	Yunlong	t͡sɿ₃₅	fat	198	CVT	t͡s ɿ ₃₅	2 7 8	AXT	CI2	16	16.C.C 16.I.V 16.2.T	1.6 3.0 1.0	0
1276	animal oil	Allen2007	tsɿ35	?	动物油(脂肪)	Xiangyun	t͡sɿ₃₅	fat	198	CVT	t͡s ɿ ₃₅	2 7 8	AXT	CI2	15	15.C.C 15.I.V 15.2.T	1.6 3.0 1.0	0
1277	animal oil	Allen2007	tʂʅ55	?	动物油(脂肪)	Luobenzhuo	t͡ʂʅ₅₅	fat	198	CVT	t͡ʂ ʅ ₅₅	2 7 8	AXT	CI5	11	11.C.C 11.I.V 11.5.T	1.6 3.0 1.0	0
#
998	father	Wang2006a	bo33	?	?	Tuoluo	bo₃₃	father	218	CVT	b o ₃₃	1 7 8	AXT	PU4	14	14.P.C 14.U.V 14.4.T	1.6 3.0 1.0	0
999	father	Allen2007	a31ti33	?	父亲	Jianchuan	a₃₁ti₃₃	father	162	VTCVT	a ₃₁ t i ₃₃	7 8 1 7 8	XTBYT	A3TI4	7	7.A.V 7.3.T 7.T.C 7.I.V 7.4.T	3.0 1.0 1.3 3.0 1.0	0
1000	father	Allen2007	a55ji21	?	父亲	Eryuan	a₅₅ji₂₁	father	162	VTCVT	a ₅₅ j i ₂₁	7 8 6 7 8	XTBYT	A5JI3	4	4.A.V 4.5.T 4.J.C 4.I.V 4.3.T	3.0 1.0 1.3 3.0 1.0	0
1001	father	Allen2007	ti33	?	父亲	Heqi	ti₃₃	father	162	CVT	t i ₃₃	1 7 8	AXT	TI4	6	6.T.C 6.I.V 6.4.T	1.6 3.0 1.0	0
1002	father	Allen2007	a44ti44	?	父亲	Lanping	a₄₄ti₄₄	father	162	VTCVT	a ₄₄ t i ₄₄	7 8 1 7 8	XTBYT	A5TI5	10	10.A.V 10.5.T 10.T.C 10.I.V 10.5.T	3.0 1.0 1.3 3.0 1.0	0
1003	father	Allen2007	a31ti33	?	父亲	Qiliqiao	a₃₁ti₃₃	father	162	VTCVT	a ₃₁ t i ₃₃	7 8 1 7 8	XTBYT	A3TI4	13	13.A.V 13.3.T 13.T.C 13.I.V 13.4.T	3.0 1.0 1.3 3.0 1.0	0
1004	father	Allen2007	a55ti33	?	父亲	Yunlong	a₅₅ti₃₃	father	162	VTCVT	a ₅₅ t i ₃₃	7 8 1 7 8	XTBYT	A5TI4	16	16.A.V 16.5.T 16.T.C 16.I.V 16.4.T	3.0 1.0 1.3 3.0 1.0	0
1005	father	Allen2007	a31ti33	?	父亲	Xiangyun	a₃₁ti₃₃	father	162	VTCVT	a ₃₁ t i ₃₃	7 8 1 7 8	XTBYT	A3TI4	15	15.A.V 15.3.T 15.T.C 15.I.V 15.4.T	3.0 1.0 1.3 3.0 1.0	0
1006	father	Allen2007	a55bɔ33	?	父亲	Luobenzhuo	a₅₅bɔ₃₃	father	162	VTCVT	a ₅₅ b ɔ ₃₃	7 8 1 7 8	XTBYT	A5PU4	11	11.A.V 11.5.T 11.P.C 11.U.V 11.4.T	3.0 1.0 1.3 3.0 1.0	0
#
1007	finger	Wang2006a	ɕɨɯ33tʂɚ33	?	?	Tuoluo	ɕɨɯ₃₃t͡ʂɚ₃₃	finger	109	CVTCVT	ɕ ɨ ɯ ₃₃ t͡ʂ ɚ ₃₃	3 7 7 8 2 7 8	AXYTBYT	SII4CE4	14	14.S.C 14.I.V 14.I.V 14.4.T 14.C.C 14.E.V 14.4.T	1.6 3.0 3.0 1.0 1.3 3.0 1.0	0
1008	finger	Wang2006a	ʂi22tʂi22	?	?	Gongxing	ʂi₂₂t͡ʂi₂₂	finger	109	CVTCVT	ʂ i ₂₂ t͡ʂ i ₂₂	3 7 8 2 7 8	AXTBYT	SI1CI1	5	5.S.C 5.I.V 5.1.T 5.C.C 5.I.V 5.1.T	1.6 3.0 1.0 1.3 3.0 1.0	0
1009	finger	Wang2006a	ɕiɯ22tsɿ22	?	?	Enqi	ɕiɯ₂₂t͡sɿ₂₂	finger	109	CVTCVT	ɕ i ɯ ₂₂ t͡s ɿ ₂₂	3 7 7 8 2 7 8	AXYTBYT	SII1CI1	3	3.S.C 3.I.V 3.I.V 3.1.T 3.C.C 3.I.V 3.1.T	1.6 3.0 3.0 1.0 1.3 3.0 1.0	0
1010	finger	Wang2006a	ɕi22tsɛ22	?	?	Ega	ɕi₂₂t͡sɛ₂₂	finger	109	CVTCVT	ɕ i ₂₂ t͡s ɛ ₂₂	3 7 8 2 7 8	AXTBYT	SI1CE1	2	2.S.C 2.I.V 2.1.T 2.C.C 2.E.V 2.1.T	1.6 3.0 1.0 1.3 3.0 1.0	0
1011	finger	Wang2006a	ɕi22tʂɚ22	?	?	Jinman	ɕi₂₂t͡ʂɚ₂₂	finger	109	CVTCVT	ɕ i ₂₂ t͡ʂ ɚ ₂₂	3 7 8 2 7 8	AXTBYT	SI1CE1	8	8.S.C 8.I.V 8.1.T 8.C.C 8.E.V 8.1.T	1.6 3.0 1.0 1.3 3.0 1.0	0
1012	finger	Wang2006a	sɯ33tsi33	?	?	Jinxing	sɯ₃₃t͡si₃₃	finger	109	CVTCVT	s ɯ ₃₃ t͡s i ₃₃	3 7 8 2 7 8	AXTBYT	SI4CI4	9	9.S.C 9.I.V 9.4.T 9.C.C 9.I.V 9.4.T	1.6 3.0 1.0 1.3 3.0 1.0	0
1013	finger	Wang2006a	ʂɯ33ti31	?	?	Dashi	ʂɯ₃₃ti₃₁	finger	109	CVTCVT	ʂ ɯ ₃₃ t i ₃₁	3 7 8 1 7 8	AXTBYT	SI4TI3	1	1.S.C 1.I.V 1.4.T 1.T.C 1.I.V 1.3.T	1.6 3.0 1.0 1.3 3.0 1.0	0
1014	finger	Wang2006a	sɯ33tsi33	?	?	Zhoucheng	sɯ₃₃t͡si₃₃	finger	109	CVTCVT	s ɯ ₃₃ t͡s i ₃₃	3 7 8 2 7 8	AXTBYT	SI4CI4	17	17.S.C 17.I.V 17.4.T 17.C.C 17.I.V 17.4.T	1.6 3.0 1.0 1.3 3.0 1.0	0
1015	finger	Wang2006a	sǝɯ33tsi44	?	?	Mazhelong	sǝɯ₃₃t͡si₄₄	finger	109	CVTCVT	s ǝ ɯ ₃₃ t͡s i ₄₄	3 7 7 8 2 7 8	AXYTBYT	SEI4CI5	12	12.S.C 12.E.V 12.I.V 12.4.T 12.C.C 12.I.V 12.5.T	1.6 3.0 3.0 1.0 1.3 3.0 1.0	0
1016	finger	Allen2007	sɯ33tɯ21tsɿ33	?	手指	Jianchuan	sɯ₃₃tɯ₂₁t͡sɿ₃₃	finger	136	CVTCVTCVT	s ɯ ₃₃ t ɯ ₂₁ t͡s ɿ ₃₃	3 7 8 1 7 8 2 7 8	AXTBYTBYT	SI4TI3CI4	7	7.S.C 7.I.V 7.4.T 7.T.C 7.I.V 7.3.T 7.C.C 7.I.V 7.4.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	0
1017	finger	Allen2007	ʂɯ33tɯ21tse44ne31	?	手指	Eryuan	ʂɯ₃₃tɯ₂₁t͡se₄₄ne₃₁	finger	136	CVTCVTCVTCVT	ʂ ɯ ₃₃ t ɯ ₂₁ t͡s e ₄₄ n e ₃₁	3 7 8 1 7 8 2 7 8 4 7 8	AXTBYTBYTBYT	SI4TI3CE5NE3	4	4.S.C 4.I.V 4.4.T 4.T.C 4.I.V 4.3.T 4.C.C 4.E.V 4.5.T 4.N.C 4.E.V 4.3.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	0
1018	finger	Allen2007	sʰɯ33tɯ21ti55mɔu33	?	手指	Heqi	sʰɯ₃₃tɯ₂₁ti₅₅mɔu₃₃	finger	136	CVTCVTCVTCVT	sʰ ɯ ₃₃ t ɯ ₂₁ t i ₅₅ m ɔ u ₃₃	3 7 8 1 7 8 1 7 8 4 7 7 8	AXTBYTBYTBYYT	SI4TI3TI5MUY4	6	6.S.C 6.I.V 6.4.T 6.T.C 6.I.V 6.3.T 6.T.C 6.I.V 6.5.T 6.M.C 6.U.V 6.Y.V 6.4.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0 1.3 3.0 3.0 1.0	0
1019	finger	Allen2007	sɯ33ti55tiɯ33	?	手指	Lanping	sɯ₃₃ti₅₅tiɯ₃₃	finger	136	CVTCVTCVT	s ɯ ₃₃ t i ₅₅ t i ɯ ₃₃	3 7 8 1 7 8 1 7 7 8	AXTBYTBYYT	SI4TI5TII4	10	10.S.C 10.I.V 10.4.T 10.T.C 10.I.V 10.5.T 10.T.C 10.I.V 10.I.V 10.4.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 3.0 1.0	0
1020	finger	Allen2007	sɯ33tsɿ31tsɿ33	?	手指	Qiliqiao	sɯ₃₃t͡sɿ₃₁t͡sɿ₃₃	finger	136	CVTCVTCVT	s ɯ ₃₃ t͡s ɿ ₃₁ t͡s ɿ ₃₃	3 7 8 2 7 8 2 7 8	AXTBYTBYT	SI4CI3CI4	13	13.S.C 13.I.V 13.4.T 13.C.C 13.I.V 13.3.T 13.C.C 13.I.V 13.4.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	0
1021	finger	Allen2007	ʃɤ33tsɿ33	?	手指	Yunlong	ʃɤ₃₃t͡sɿ₃₃	finger	136	CVTCVT	ʃ ɤ ₃₃ t͡s ɿ ₃₃	3 7 8 2 7 8	AXTBYT	SE4CI4	16	16.S.C 16.E.V 16.4.T 16.C.C 16.I.V 16.4.T	1.6 3.0 1.0 1.3 3.0 1.0	0
1022	finger	Allen2007	sou33tou21tsɿ33	?	手指	Xiangyun	sou₃₃tou₂₁t͡sɿ₃₃	finger	136	CVTCVTCVT	s o u ₃₃ t o u ₂₁ t͡s ɿ ₃₃	3 7 7 8 1 7 7 8 2 7 8	AXYTBYYTBYT	SUY4TUY3CI4	15	15.S.C 15.U.V 15.Y.V 15.4.T 15.T.C 15.U.V 15.Y.V 15.3.T 15.C.C 15.I.V 15.4.T	1.6 3.0 3.0 1.0 1.3 3.0 3.0 1.0 1.3 3.0 1.0	0
1023	finger	Allen2007	ɕi33tɕɯ̃31	?	手指	Luobenzhuo	ɕi₃₃t͡ɕɯ̃₃₁	finger	136	CVTCVT	ɕ i ₃₃ t͡ɕ ɯ̃ ₃₁	3 7 8 2 7 8	AXTBYT	SI4CI3	11	11.S.C 11.I.V 11.4.T 11.C.C 11.I.V 11.3.T	1.6 3.0 1.0 1.3 3.0 1.0	0
#
1024	nail	Wang2006a	ɕiɯ33qa42	?	?	Tuoluo	ɕiɯ₃₃qa₄₂	finger-nail	113	CVTCVT	ɕ i ɯ ₃₃ q a ₄₂	3 7 7 8 1 7 8	AXYTBYT	SII4KA3	14	14.S.C 14.I.V 14.I.V 14.4.T 14.K.C 14.A.V 14.3.T	1.6 3.0 3.0 1.0 1.3 3.0 1.0	0
1025	nail	Wang2006a	tʂi24qa24	?	?	Gongxing	t͡ʂi₂₄qa₂₄	finger-nail	113	CVTCVT	t͡ʂ i ₂₄ q a ₂₄	2 7 8 1 7 8	AXTBYT	CI2KA2	5	5.C.C 5.I.V 5.2.T 5.K.C 5.A.V 5.2.T	1.6 3.0 1.0 1.3 3.0 1.0	0
1026	nail	Wang2006a	tiɯ21qa24	?	?	Enqi	tiɯ₂₁qa₂₄	finger-nail	113	CVTCVT	t i ɯ ₂₁ q a ₂₄	1 7 7 8 1 7 8	AXYTBYT	TII3KA2	3	3.T.C 3.I.V 3.I.V 3.3.T 3.K.C 3.A.V 3.2.T	1.6 3.0 3.0 1.0 1.3 3.0 1.0	0
1027	nail	Wang2006a	ɕi22qa44	?	?	Ega	ɕi₂₂qa₄₄	finger-nail	113	CVTCVT	ɕ i ₂₂ q a ₄₄	3 7 8 1 7 8	AXTBYT	SI1KA5	2	2.S.C 2.I.V 2.1.T 2.K.C 2.A.V 2.5.T	1.6 3.0 1.0 1.3 3.0 1.0	0
1028	nail	Wang2006a	qa44	?	?	Jinman	qa₄₄	finger-nail	113	CVT	q a ₄₄	1 7 8	AXT	KA5	8	8.K.C 8.A.V 8.5.T	1.6 3.0 1.0	0
1029	nail	Wang2006a	sɯ33ka44	?	?	Jinxing	sɯ₃₃ka₄₄	finger-nail	113	CVTCVT	s ɯ ₃₃ k a ₄₄	3 7 8 1 7 8	AXTBYT	SI4KA5	9	9.S.C 9.I.V 9.4.T 9.K.C 9.A.V 9.5.T	1.6 3.0 1.0 1.3 3.0 1.0	0
1030	nail	Wang2006a	ʂɯ33ka44	?	?	Dashi	ʂɯ₃₃ka₄₄	finger-nail	113	CVTCVT	ʂ ɯ ₃₃ k a ₄₄	3 7 8 1 7 8	AXTBYT	SI4KA5	1	1.S.C 1.I.V 1.4.T 1.K.C 1.A.V 1.5.T	1.6 3.0 1.0 1.3 3.0 1.0	0
