# Wordlist

# DATA
ID	ABVD	ALIGNMENT	BORROWED	BORROWING	CHINESE	COGID	CONCEPT	DOCULECT	DUPLICATES	ENTRY_IN_SOURCE	GLOSS_IN_SOURCE	HANZI	IELEX	IPA	MORPHEME_STRUCTURE	NOTE	OMEGAWIKI	PARADIGM_1	PARADIGM_2	PARADIGM_3	PARADIGM_4	POS	SCAID	SOURCE	SUBGROUP	SWADESH_1952	SWADESH_1955	TOKENS	TOWEROFBABEL	WOLD	STEDT_TAXON_NAME	STEDT_RN	REFLEX	LGID	GFN	SRCID	SRCABBR	RGEN	STEDT_GLOSS
43	above (175)	-			-	0	above	Guangzhou		-	-	-	-	-		-	7064					Function word	0	-	Sinitic	-	-	-	-	12081	Guangzhou								
44	above (175)	-			-	0	above	Meixian		-	-	-	-	-		-	7064					Function word	0	-	Sinitic	-	-	-	-	12081	Meixian								
45	above (175)	-			-	5	above	Old_Chinese		*[d]aŋʔ-s	above	上	-	*[d]aŋʔ-s		-	7064					Function word	0	-	Sinitic	-	-	d a ŋ ʔ ◦ s	-	12081	Old_Chinese								
46	above (175)	-			-	0	above	Xiamen		-	-	-	-	-		-	7064					Function word	0	-	Sinitic	-	-	-	-	12081	Xiamen								
47	above (175)	-			-	0	above	Guiqiong		-	-	-	-	-		-	7064					Function word	0	-	rGyalrongic	-	-	-	-	12081	Guiqiong								
48	above (175)	-			-	4	above	Japhug		ɯ-taʁ	-	-	-	ɯ-taʁ		-	7064					Function word	0	-	rGyalrongic	-	-	ɯ ◦ t a ʁ	-	12081	Japhug								
49	above (175)	-			-	0	above	Khroskyabs_Wobzi		-	-	-	-	-		-	7064					Function word	0	-	rGyalrongic	-	-	-	-	12081	Khroskyabs_Wobzi								
50	above (175)	-			-	0	above	Muya		-	-	-	-	-		-	7064					Function word	0	-	rGyalrongic	-	-	-	-	12081	Muya								
51	above (175)	-			-	0	above	Stau		-	-	-	-	-		-	7064					Function word	0	-	rGyalrongic	-	-	-	-	12081	Stau								
52	above (175)	-			-	0	above	Tangut		-	-	-	-	-		-	7064					Function word	0	-	rGyalrongic	-	-	-	-	12081	Tangut								
53	above (175)	-			-	0	above	Zbu		-	-	-	-	-		-	7064					Function word	0	-	rGyalrongic	-	-	-	-	12081	Zbu								
12993						0	above	Guzhang			上面	高頭		kau⁵⁵ ta		b	7064						0								Guzhang								
13470						0	above	Guzhang			上面	皮頭		fɤ¹³ ta									0								Guzhang								
13471						0	above	Guzhang			上面	X頭		tsɪ⁵⁵ ta									0								Guzhang								
13480						0	above	Caijia									7064						0								Caijia								
13740						0	above	Jixi				以上		ɨ²¹³ ɕiõ²²			7064						0								Jixi								
14000						0	above	Changshan									7064						0								Changshan								
14260						0	above	Qimen			上头	上头		ʂũːə³³ le⁰		with d > l lenition	7064						0					ʂ ũː ə ³³ l e ⁰			Qimen								
14520						0	above	Dancun				上高		çiɛŋ³² kɔ⁵⁵			7064						0								Dancun								
14812						0	above	Qimen			上头	高头		kɔ¹¹ le⁰		with d > l lenition							0								Qimen								
14901						0	above	Nusu_Central						*									0	STEDT/TBL	Northern Loloish			*			Nusu (Central)	49211	*	1831	prep	0731.34	TBL	382680	over / above
15098						0	above	Hani_Mojiang						a³¹tha³³fɔ³³									0	STEDT/TBL	Southern Loloish			a ³¹ ◦ th a ³³ ◦ f ɔ ³³			Hani (Mojiang)	65899	a³¹tha³³fɔ³³	1840	prep	0731.42	TBL	382688	over / above
15424						0	above	Tibetan_Written						jan tɕhad									0	STEDT/TBL	Tibetan			j a n _ tɕh a d			Tibetan (Written)	848	jan tɕhad	1804	prep	0731.01	TBL	382647	over / above
15609						0	above	Lyuzu						de³³le⁵⁵ɣɯʴ³³tɕi³¹									0	STEDT/TBL	Qiangic			d e ³³ ◦ l e ⁵⁵ ◦ ɣ ɯʴ ³³ ◦ tɕ i ³¹			Lyuzu	17530	de³³le⁵⁵ɣɯʴ³³tɕi³¹	1813	prep	0731.18	TBL	382664	over / above
15764						0	above	Cuona_Menba						*									0	STEDT/TBL	Bodic			*			Cuona Menba	83304	*	1850	prep	0731.06	TBL	382652	over / above
15961						0	above	Bai_Jianchuan						mə⁵⁵tõ³³									0	STEDT/TBL	Bai			m ə ⁵⁵ ◦ t õ ∼ ³³			Bai (Jianchuan)	76737	mə⁵⁵tõ³³	1846	prep	0731.48	TBL	382694	over / above
16087						0	above	Yi_Xide						tshɿ³³hɑ³³									0	STEDT/TBL	Northern Loloish			tsh ɿ ³³ ◦ h ɑ ³³			Yi (Xide)	51037	tshɿ³³hɑ³³	1832	prep	0731.35	TBL	382681	over / above
16088						0	above	Yi_Xide						khɯ²¹hɑ³³									0	STEDT/TBL	Northern Loloish			kh ɯ ²¹ ◦ h ɑ ³³			Yi (Xide)	51038	khɯ²¹hɑ³³	1832	prep	0731.35	TBL	382699	over / above
16272						0	above	Lahu_Lancang						ɔ³¹nɑ³³phɔ⁵³lo³³									0	STEDT/TBL	Central Loloish			ɔ ³¹ ◦ n ɑ ³³ ◦ ph ɔ ⁵³ ◦ l o ³³			Lahu (Lancang)	67704	ɔ³¹nɑ³³phɔ⁵³lo³³	1841	prep	0731.43	TBL	382689	over / above
16718						0	above	Pumi_Jiulong						*									0	STEDT/TBL	Qiangic			*			Pumi (Jiulong)	2816	*	1805	prep	0731.10	TBL	382656	over / above
16890						0	above	Nung						*									0	STEDT/TBL	Nungic			*			Nung	25199	*	1817	prep	0731.21	TBL	382667	over / above
16971						0	above	Motuo_Menba						ga ten									0	STEDT/TBL	Bodic			g a _ t e n			Motuo Menba	85133	ga ten	1851	prep	0731.07	TBL	382653	over / above
17415						0	above	Yi_Weishan						m̩²¹ɕi⁵⁵									0	STEDT/TBL	Northern Loloish			m̩ ²¹ ◦ ɕ i ⁵⁵			Yi (Weishan)	52999	m̩²¹ɕi⁵⁵	1833	prep	0731.36	TBL	382682	over / above
17523						0	above	Jinuo						tha³³la³³									0	STEDT/TBL	Central Loloish			th a ³³ ◦ l a ³³			Jinuo	69533	tha³³la³³	1842	prep	0731.44	TBL	382690	over / above
18122						0	above	Qiang_Mawo						məχ									0	STEDT/TBL	Qiangic			m ə χ			Qiang (Mawo)	86837	məχ	1852	prep	0731.08	TBL	382654	over / above
18154						0	above	Tibetan_Lhasa						jɛ̃¹³tɕhɛ⁵²									0	STEDT/TBL	Tibetan			j ɛ̃ ∼ ¹³ ◦ tɕh ɛ ⁵²			Tibetan (Lhasa)	21349	jɛ̃¹³tɕhɛ⁵²	1815	prep	0731.02	TBL	382648	over / above
18155						0	above	Tibetan_Lhasa						khoŋ¹³la									0	STEDT/TBL	Tibetan			kh o ŋ ¹³ ◦ l a			Tibetan (Lhasa)	21350	khoŋ¹³la	1815	prep	0731.02	TBL	382697	over / above
18666						0	above	Yi_Nanhua						tɕɑ̱³³ɑ²¹ʂɿ²¹									0	STEDT/TBL	Northern Loloish			tɕ ɑ̱ ³³ ɑ ²¹ ◦ ʂ ɿ ²¹			Yi (Nanhua)	54892	tɕɑ̱³³ɑ²¹ʂɿ²¹	1834	prep	0731.37	TBL	382683	over / above
18727						0	above	Naxi						gə²¹to⁵⁵									0	STEDT/TBL	Naxi			g ə ²¹ ◦ t o ⁵⁵			Naxi	71379	gə²¹to⁵⁵	1843	prep	0731.45	TBL	382691	over / above
19078						0	above	Hani_Lüchun						la³¹ȵi⁵⁵									0	STEDT/TBL	Southern Loloish			l a ³¹ ◦ ȵ i ⁵⁵			Hani (Lüchun)	64091	la³¹ȵi⁵⁵	1839	prep	0731.41	TBL	382687	over / above
19109						0	above	Daofu						rə nkhvɛ									0	STEDT/TBL	rGyalrongic			r ə _ n ◦ kh v ɛ			Daofu	6385	rə nkhvɛ	1807	prep	0731.12	TBL	382658	over / above
19426						0	above	Pumi_Lanping						to⁵⁵ni¹³									0	STEDT/TBL	Qiangic			t o ⁵⁵ ◦ n i ¹³			Pumi (Lanping)	88768	to⁵⁵ni¹³	1853	prep	0731.09	TBL	382655	over / above
19539						0	above	Dulong						lɯ³¹kɑ⁵⁵pɑŋ⁵⁵									0	STEDT/TBL	Nungic			l ɯ ³¹ ◦ k ɑ ⁵⁵ ◦ p ɑ ŋ ⁵⁵			Dulong	23374	lɯ³¹kɑ⁵⁵pɑŋ⁵⁵	1816	prep	0731.20	TBL	382666	over / above
19810						0	above	Tibetan_Batang						ja¹³tɕøʔ⁵³									0	STEDT/TBL	Tibetan			j a ¹³ ◦ tɕ ø ʔ ⁵³			Tibetan (Batang)	40138	ja¹³tɕøʔ⁵³	1826	prep	0731.03	TBL	382649	over / above
19930						0	above	Yi_Wuding						thɑ̱⁵⁵dɑ̱²									0	STEDT/TBL	Northern Loloish			th ɑ̱ ⁵⁵ ◦ d ɑ̱ ²			Yi (Wuding)	56738	thɑ̱⁵⁵dɑ̱²	1835	prep	0731.38	TBL	382684	over / above
20001						0	above	Namuyi						læ³³kæ³¹									0	STEDT/TBL	Qiangic			l æ ³³ ◦ k æ ³¹			Namuyi	73208	læ³³kæ³¹	1844	prep	0731.46	TBL	382692	over / above
20363						0	above	Jingpho						n³¹tsa̱³³									0	STEDT/TBL	Jingpho			n ³¹ ◦ ts a̱ ³³			Jingpho	19368	n³¹tsa̱³³	1814	prep	0731.19	TBL	382665	over / above
20420						0	above	Queyu_Xinlong						je¹³ntɕhə⁵⁵									0	STEDT/TBL	Qiangic			j e ¹³ n ◦ tɕh ə ⁵⁵			Queyu (Xinlong)	8311	je¹³ntɕhə⁵⁵	1808	prep	0731.13	TBL	382659	over / above
20624						0	above	Gazhuo						*									0	STEDT/TBL	Northern Loloish			*			Gazhuo	75029	*	1845	prep	0731.47	TBL	382693	over / above
21215						0	above	Yi_Sani						æ⁵⁵qe⁵⁵									0	STEDT/TBL	Central Loloish			æ ⁵⁵ ◦ q e ⁵⁵			Yi (Sani)	58667	æ⁵⁵qe⁵⁵	1836	prep	0731.39	TBL	382685	over / above
21603						0	above	Zhaba_Daofu_County						ʌ¹³tʂhɿ³³									0	STEDT/TBL	Qiangic			ʌ ¹³ ◦ tʂh ɿ ³³			Zhaba (Daofu County)	10146	ʌ¹³tʂhɿ³³	1809	prep	0731.14	TBL	382660	over / above
21682						0	above	Darang_Taraon						*									0	STEDT/TBL	Deng			*			Darang [Taraon]	26676	*	1818	prep	0731.22	TBL	382668	over / above
21766						0	above	rGyalrong_Maerkang						wu prɐi									0	STEDT/TBL	rGyalrong			w u _ p r ɐ i			rGyalrong (Maerkang)	4467	wu prɐi	1806	prep	0731.11	TBL	382657	over / above
22401						0	above	Tibetan_Xiahe						jan tɕhar									0	STEDT/TBL	Tibetan			j a n _ tɕh a r			Tibetan (Xiahe)	60494	jan tɕhar	1837	prep	0731.04	TBL	382650	over / above
22441						0	above	Guiqiong						*									0	STEDT/TBL	Qiangic			*			Guiqiong	13989	*	1811	prep	0731.16	TBL	382662	over / above
22648						0	above	Kaman_Miju						*									0	STEDT/TBL	Deng			*			Kaman [Miju]	28101	*	1819	prep	0731.23	TBL	382669	over / above
22825						0	above	Muya						jɐ̃³³tɕhø⁵³									0	STEDT/TBL	Qiangic			j ɐ̃ ∼ ³³ ◦ tɕh ø ⁵³			Muya	12074	jɐ̃³³tɕhø⁵³	1810	prep	0731.15	TBL	382661	over / above
22826						0	above	Muya						tə³³to²⁴									0	STEDT/TBL	Qiangic			t ə ³³ ◦ t o ²⁴			Muya	12075	tə³³to²⁴	1810	prep	0731.15	TBL	382698	over / above
23503						0	above	Lisu						gɑ̱³¹si̱³³									0	STEDT/TBL	Central Loloish			g ɑ̱ ³¹ ◦ s i̱ ³³			Lisu	62259	gɑ̱³¹si̱³³	1838	prep	0731.40	TBL	382686	over / above
23522						0	above	Tujia						*									0	STEDT/TBL	Tujia			*			Tujia	78674	*	1847	prep	0731.49	TBL	382695	over / above
23962						0	above	Bokar						jan dap									0	STEDT/TBL	Western Tani			j a n _ d a p			Bokar	29599	jan dap	1820	prep	0731.24	TBL	382670	over / above
24863						0	above	Yidu						*									0	STEDT/TBL	Deng			*			Yidu	31454	*	1821	prep	0731.25	TBL	382671	over / above
25250						0	above	Xumi						dʑi³³lɛ³³tʂõ⁵⁵									0	STEDT/TBL	Qiangic			dʑ i ³³ ◦ l ɛ ³³ ◦ tʂ õ ∼ ⁵⁵			Xumi	15654	dʑi³³lɛ³³tʂõ⁵⁵	1812	prep	0731.17	TBL	382663	over / above
25346						0	above	Tibetan_Alike						*									0	STEDT/TBL	Tibetan			*			Tibetan (Alike)	80178	*	1848	prep	0731.05	TBL	382651	over / above
25630						0	above	Karen						*									0	STEDT/TBL	Karenic			*			Karen	81746	*	1849	prep	0731.50	TBL	382696	over / above
#
54	all (191)	-			全部	0	all	Dashi		-	-	-	all (2)	-		-	1173416					Function word	0	-	Bai	all (of a number)(1)	all(1)	-	all(84)	13.14	Dashi								
55	all (191)	-			全部	0	all	Zhaozhuang		-	全部		all (2)			-	1173416					Function word	0	-	Bai	all (of a number)(1)	all(1)	-	all(84)	13.14	Zhaozhuang								
56	all (191)	-			全部	0	all	Ega		-	-	-	all (2)	-		-	1173416					Function word	0	-	Bai	all (of a number)(1)	all(1)	-	all(84)	13.14	Ega								
57	all (191)	-			全部	0	all	Enqi		-	-	-	all (2)	-		-	1173416					Function word	0	-	Bai	all (of a number)(1)	all(1)	-	all(84)	13.14	Enqi								
58	all (191)	t͡ɕʰ ɔ ⁵⁵ k u ⁵⁵			全部	2	all	Eryuan		tɕʰɔ55ku55	all / 都	-	all (2)	t͡ɕʰɔ₅₅ku₅₅		-	1173416					Function word	3	Allen2007, 499	Bai	all (of a number)(1)	all(1)	t͡ɕʰ ɔ ⁵⁵ k u ⁵⁵	all(84)	13.14	Eryuan								
59	all (191)	-			全部	0	all	Gongxing		-	-	-	all (2)	-		-	1173416					Function word	0	-	Bai	all (of a number)(1)	all(1)	-	all(84)	13.14	Gongxing								
60	all (191)	t͡s a ³⁵ ɕ ɯ ⁵⁵			全部	5	all	Heqi		tsa35ɕɯ55	all / 都	-	all (2)	t͡sa₃₅ɕɯ₅₅		-	1173416					Function word	4	Allen2007, 499	Bai	all (of a number)(1)	all(1)	t͡s a ³⁵ ɕ ɯ ⁵⁵	all(84)	13.14	Heqi								
61	all (191)	t͡s a ³⁵ - - -			全部	5	all	Jianchuan		tsa35	all / 都	-	all (2)	t͡sa₃₅		-	1173416					Function word	4	Allen2007, 499	Bai	all (of a number)(1)	all(1)	t͡s a ³⁵	all(84)	13.14	Jianchuan								
62	all (191)	-			全部	0	all	Jinman		-	-	-	all (2)	-		-	1173416					Function word	0	-	Bai	all (of a number)(1)	all(1)	-	all(84)	13.14	Jinman								
63	all (191)	-			全部	0	all	Jinxing		-	-	-	all (2)	-		-	1173416					Function word	0	-	Bai	all (of a number)(1)	all(1)	-	all(84)	13.14	Jinxing								
64	all (191)	d a ⁵⁵ t͡ɕ ã ∼ ³¹			全部	3	all	Luobenzhuo		da55tɕã31	all / 都	-	all (2)	da₅₅t͡ɕã₃₁		-	1173416					Function word	3	Allen2007, 499	Bai	all (of a number)(1)	all(1)	d a ⁵⁵ t͡ɕ ã ∼ ³¹	all(84)	13.14	Luobenzhuo								
65	all (191)	-			全部	0	all	Mazhelong		-	-	-	all (2)	-		-	1173416					Function word	0	-	Bai	all (of a number)(1)	all(1)	-	all(84)	13.14	Mazhelong								
66	all (191)	j i ³⁵ s o ³¹			全部	4	all	Qiliqiao		ji35so31	all / 都	-	all (2)	ji₃₅so₃₁		-	1173416					Function word	8	Allen2007, 499	Bai	all (of a number)(1)	all(1)	j i ³⁵ s o ³¹	all(84)	13.14	Qiliqiao								
67	all (191)	t͡ɕʰ u ɛ ⁵⁵			全部	6	all	Xiangyun		tɕʰuɛ55	all / 都	-	all (2)	t͡ɕʰuɛ₅₅		-	1173416					Function word	9	Allen2007, 499	Bai	all (of a number)(1)	all(1)	t͡ɕʰ u ɛ ⁵⁵	all(84)	13.14	Xiangyun								
68	all (191)	t͡s a ⁵⁵ t͡ɕʰ i ³¹			全部	5	all	Yunlong		tsa55tɕʰi31	all / 都	-	all (2)	t͡sa₅₅t͡ɕʰi₃₁		-	1173416					Function word	4	Allen2007, 499	Bai	all (of a number)(1)	all(1)	t͡s a ⁵⁵ t͡ɕʰ i ³¹	all(84)	13.14	Yunlong								
69	all (191)	-			全部	0	all	Zhoucheng		-	-	-	all (2)	-		-	1173416					Function word	0	-	Bai	all (of a number)(1)	all(1)	-	all(84)	13.14	Zhoucheng								
70	all (191)	-			全部	0	all	Cone_Tibetan		-	-	-	all (2)	-		-	1173416					Function word	0	-	Bodic	all (of a number)(1)	all(1)	-	all(84)	13.14	Cone_Tibetan								
71	all (191)	-			全部	0	all	Lhasa_Tibetan		-	-	-	all (2)	-		-	1173416					Function word	0	-	Bodic	all (of a number)(1)	all(1)	-	all(84)	13.14	Lhasa_Tibetan								
72	all (191)	-			全部	10	all	Old_Tibetan		tʰams.tɕad	all	凡	all (2)	tʰams.tɕad		-	1173416					Function word	0	-	Bodic	all (of a number)(1)	all(1)	tʰ a ms tɕ a d	all(84)	13.14	Old_Tibetan								
73	all (191)	-			全部	0	all	Achang_Lianghe		-	-	-	all (2)	-		-	1173416					Function word	0	-	Burmish	all (of a number)(1)	all(1)	-	all(84)	13.14	Achang_Lianghe								
74	all (191)	-			全部	0	all	Achang_Longchuan		-	-	-	all (2)	-		-	1173416					Function word	0	-	Burmish	all (of a number)(1)	all(1)	-	all(84)	13.14	Achang_Longchuan								
75	all (191)	-			全部	0	all	Achang_Luxi		-	-	-	all (2)	-		-	1173416					Function word	0	-	Burmish	all (of a number)(1)	all(1)	-	all(84)	13.14	Achang_Luxi								
76	all (191)	-			全部	0	all	Atsi		-	-	-	all (2)	-		-	1173416					Function word	0	-	Burmish	all (of a number)(1)	all(1)	-	all(84)	13.14	Atsi								
77	all (191)	-			全部	0	all	Bola		-	-	-	all (2)	-		-	1173416					Function word	0	-	Burmish	all (of a number)(1)	all(1)	-	all(84)	13.14	Bola								
78	all (191)	-			全部	9	all	Burmese		a²lum²	all	凡	all (2)	a²lum²		-	1173416					Function word	0	-	Burmish	all (of a number)(1)	all(1)	a ² l u m ²	all(84)	13.14	Burmese								
79	all (191)	-			全部	0	all	Hpun		-	-	-	all (2)	-		-	1173416					Function word	0	-	Burmish	all (of a number)(1)	all(1)	-	all(84)	13.14	Hpun								
80	all (191)	-			全部	0	all	Lashi		-	-	-	all (2)	-		-	1173416					Function word	0	-	Burmish	all (of a number)(1)	all(1)	-	all(84)	13.14	Lashi								
81	all (191)	-			全部	0	all	Maru		-	-	-	all (2)	-		-	1173416					Function word	0	-	Burmish	all (of a number)(1)	all(1)	-	all(84)	13.14	Maru								
82	all (191)	-			全部	0	all	Old_Burmese		-	-	-	all (2)	-		-	1173416					Function word	0	-	Burmish	all (of a number)(1)	all(1)	-	all(84)	13.14	Old_Burmese								
83	all (191)	-			全部	0	all	Xiandau		-	-	-	all (2)	-		-	1173416					Function word	0	-	Burmish	all (of a number)(1)	all(1)	-	all(84)	13.14	Xiandau								
84	all (191)	-			全部	0	all	Dumi		-	-	-	all (2)	-		-	1173416					Function word	0	-	Kiranti	all (of a number)(1)	all(1)	-	all(84)	13.14	Dumi								
85	all (191)	-			全部	12	all	Khaling		kʰøle	all	凡	all (2)	kʰøle		-	1173416					Function word	0	-	Kiranti	all (of a number)(1)	all(1)	kʰ ø l e	all(84)	13.14	Khaling								
86	all (191)	-			全部	11	all	Limbu		kak	all	凡	all (2)	kak		-	1173416					Function word	0	-	Kiranti	all (of a number)(1)	all(1)	k a k	all(84)	13.14	Limbu								
87	all (191)	-			全部	0	all	Wambule		-	-	-	all (2)	-		-	1173416					Function word	0	-	Kiranti	all (of a number)(1)	all(1)	-	all(84)	13.14	Wambule								
88	all (191)	-			全部	0	all	Yakkha		-	-	-	all (2)	-		-	1173416					Function word	0	-	Kiranti	all (of a number)(1)	all(1)	-	all(84)	13.14	Yakkha								
89	all (191)	-			全部	0	all	Yamphu		-	-	-	all (2)	-		-	1173416					Function word	0	-	Kiranti	all (of a number)(1)	all(1)	-	all(84)	13.14	Yamphu								
90	all (191)	-			全部	0	all	Dulong		-	-	-	all (2)	-		-	1173416					Function word	0	-	Nungish	all (of a number)(1)	all(1)	-	all(84)	13.14	Dulong								
91	all (191)	-			全部	0	all	Jingpo		-	-	-	all (2)	-		-	1173416					Function word	0	-	SAL	all (of a number)(1)	all(1)	-	all(84)	13.14	Jingpo								
92	all (191)	-			全部	0	all	Beijing		-	-	-	all (2)	-		-	1173416					Function word	0	-	Sinitic	all (of a number)(1)	all(1)	-	all(84)	13.14	Beijing								
93	all (191)	-			全部	0	all	Caijia		-	-	-	all (2)	-		-	1173416					Function word	0	-	Sinitic	all (of a number)(1)	all(1)	-	all(84)	13.14	Caijia								
94	all (191)	-			全部	0	all	Changsha		-	-	-	all (2)	-		-	1173416					Function word	0	-	Sinitic	all (of a number)(1)	all(1)	-	all(84)	13.14	Changsha								
96	all (191)	-			全部	0	all	Guangzhou		-	-	-	all (2)	-		-	1173416					Function word	0	-	Sinitic	all (of a number)(1)	all(1)	-	all(84)	13.14	Guangzhou								
97	all (191)	-			全部	0	all	Meixian		-	-	-	all (2)	-		-	1173416					Function word	0	-	Sinitic	all (of a number)(1)	all(1)	-	all(84)	13.14	Meixian								
98	all (191)	-			全部	8	all	Old_Chinese		*[g]ˤr[ə]m	all	咸	all (2)	*[g]ˤr[ə]m		-	1173416					Function word	0	-	Sinitic	all (of a number)(1)	all(1)	gˤ r ə m	all(84)	13.14	Old_Chinese								
99	all (191)	-			全部	0	all	Xiamen		-	-	-	all (2)	-		-	1173416					Function word	0	-	Sinitic	all (of a number)(1)	all(1)	-	all(84)	13.14	Xiamen								
100	all (191)	-			全部	0	all	Guiqiong		-	-	-	all (2)	-		-	1173416					Function word	0	-	rGyalrongic	all (of a number)(1)	all(1)	-	all(84)	13.14	Guiqiong								
101	all (191)	-		1	全部	6	all	Japhug		%tʰamtɕɤt	all	凡	all (2)	tʰamtɕɤt		-	1173416					Function word	0	-	rGyalrongic	all (of a number)(1)	all(1)	tʰ a m tɕ ɤ t	all(84)	13.14	Japhug								
102	all (191)	-			全部	0	all	Khroskyabs_Wobzi		-	-	-	all (2)	-		-	1173416					Function word	0	-	rGyalrongic	all (of a number)(1)	all(1)	-	all(84)	13.14	Khroskyabs_Wobzi								
103	all (191)	-			全部	0	all	Muya		-	-	-	all (2)	-		-	1173416					Function word	0	-	rGyalrongic	all (of a number)(1)	all(1)	-	all(84)	13.14	Muya								
104	all (191)	-			全部	0	all	Stau		-	-	-	all (2)	-		-	1173416					Function word	0	-	rGyalrongic	all (of a number)(1)	all(1)	-	all(84)	13.14	Stau								
105	all (191)	-			全部	7	all	Tangut		zji¹	all	凡	all (2)	zji¹		-	1173416					Function word	0	-	rGyalrongic	all (of a number)(1)	all(1)	z j i ¹	all(84)	13.14	Tangut								
106	all (191)	-			全部	0	all	Zbu		-	-	-	all (2)	-		-	1173416					Function word	0	-	rGyalrongic	all (of a number)(1)	all(1)	-	all(84)	13.14	Zbu								
12994						0	all	Guzhang			都	通		tʰau⁵⁵			1173416						0								Guzhang								
13446						0	all	Ganzhou		tshyn2 pu4	all (1)			ʦʰyn³pu⁵			1173416						0					ʦʰ y n ³ p u ⁵			Ganzhou								
13481						0	all	Caijia									1173416						0								Caijia								
13741						0	all	Jixi				都		tɵ³¹			1173416						0								Jixi								
14001						0	all	Changshan									1173416						0								Changshan								
14521						0	all	Dancun				所有		sɔ⁵⁵ jiu²²		plus noun	1173416						0								Dancun								
14849						0	all	Dancun				XX		ham²¹ plaŋ²¹		adverb							0								Dancun								
14900						0	all	Karen						khɛ̱⁵⁵lø̱³¹									0	STEDT/TBL	Karenic			kh ɛ̱ ⁵⁵ ◦ l ø̱ ³¹			Karen	81978	khɛ̱⁵⁵lø̱³¹	1849	num	0962.50	TBL	394574	all / everything
15048						0	all	Nusu_Central						tshɯ⁵⁵									0	STEDT/TBL	Northern Loloish			tsh ɯ ⁵⁵			Nusu (Central)	49446	tshɯ⁵⁵	1831	num	0962.34	TBL	394558	all / everything
15254						0	all	Hani_Mojiang						*									0	STEDT/TBL	Southern Loloish			*			Hani (Mojiang)	66133	*	1840	num	0962.42	TBL	394566	all / everything
15565						0	all	Tibetan_Written						mthaɦ dag									0	STEDT/TBL	Tibetan			m ◦ th a ɦ _ d a g			Tibetan (Written)	1093	mthaɦ dag	1804	num	0962.01	TBL	394525	all / everything
15566						0	all	Tibetan_Written						thams tɕad									0	STEDT/TBL	Tibetan			th a ms _ tɕ a d			Tibetan (Written)	1094	thams tɕad	1804	num	0962.01	TBL	394575	all / everything
15765						0	all	Lyuzu						*									0	STEDT/TBL	Qiangic			*			Lyuzu	17769	*	1813	num	0962.18	TBL	394542	all / everything
15926						0	all	Cuona_Menba						ka³⁵ne⁵³ tshaŋ⁵⁵ma⁵³									0	STEDT/TBL	Bodic			k a ³⁵ ◦ n e ⁵³ _ tsh a ŋ ⁵⁵ ◦ m a ⁵³			Cuona Menba	83535	ka³⁵ne⁵³ tshaŋ⁵⁵ma⁵³	1850	num	0962.06	TBL	394530	all / everything
16238						0	all	Yi_Xide						ʑi²¹χɑ⁵⁵									0	STEDT/TBL	Northern Loloish			ʑ i ²¹ ◦ χ ɑ ⁵⁵			Yi (Xide)	51279	ʑi²¹χɑ⁵⁵	1832	num	0962.35	TBL	394559	all / everything
16448						0	all	Lahu_Lancang						qhɑ³³ pɤ-e¹¹									0	STEDT/TBL	Central Loloish			qh ɑ ³³ _ p ɤ e ¹¹			Lahu (Lancang)	67935	qhɑ³³ pɤ-e¹¹	1841	num	0962.43	TBL	394567	all / everything
16853						0	all	Pumi_Jiulong						*									0	STEDT/TBL	Qiangic			*			Pumi (Jiulong)	3050	*	1805	num	0962.10	TBL	394534	all / everything
16978						0	all	Jingpho						ŋa³¹mă⁵⁵ŋa⁵¹									0	STEDT/TBL	Jingpho			ŋ a ³¹ m ă ⁵⁵ ◦ ŋ a ⁵¹			Jingpho	19606	ŋa³¹mă⁵⁵ŋa⁵¹	1814	num	0962.19	TBL	394543	all / everything
17146						0	all	Motuo_Menba						tham tɕeʔ									0	STEDT/TBL	Bodic			th a m _ tɕ e ʔ			Motuo Menba	85379	tham tɕeʔ	1851	num	0962.07	TBL	394531	all / everything
17455						0	all	Tibetan_Xiahe						ha no									0	STEDT/TBL	Tibetan			h a _ n o			Tibetan (Xiahe)	60726	ha no	1837	num	0962.04	TBL	394528	all / everything
17582						0	all	Yi_Weishan						ʑi⁵⁵sɑ⁵⁵									0	STEDT/TBL	Northern Loloish			ʑ i ⁵⁵ ◦ s ɑ ⁵⁵			Yi (Weishan)	53233	ʑi⁵⁵sɑ⁵⁵	1833	num	0962.36	TBL	394560	all / everything
17710						0	all	Jinuo						ta³¹pu⁵⁵									0	STEDT/TBL	Central Loloish			t a ³¹ ◦ p u ⁵⁵			Jinuo	69764	ta³¹pu⁵⁵	1842	num	0962.44	TBL	394568	all / everything
17994						0	all	rGyalrong_Maerkang						kə tʃᴇt									0	STEDT/TBL	rGyalrong			k ə _ tʃ ᴇ t			rGyalrong (Maerkang)	4702	kə tʃᴇt	1806	num	0962.11	TBL	394535	all / everything
18289						0	all	Qiang_Mawo						ji tɕhɛ									0	STEDT/TBL	Qiangic			j i _ tɕh ɛ			Qiang (Mawo)	87083	ji tɕhɛ	1852	num	0962.08	TBL	394532	all / everything
18332						0	all	Tibetan_Lhasa						tshaŋ⁵⁵ma⁵⁵									0	STEDT/TBL	Tibetan			tsh a ŋ ⁵⁵ ◦ m a ⁵⁵			Tibetan (Lhasa)	21598	tshaŋ⁵⁵ma⁵⁵	1815	num	0962.02	TBL	394526	all / everything
