# Wordlist

# DATA
ID	DOCULECT	CONCEPT_PINYIN	HANZI	ENTRY_IN_SOURCE	BEIDA_ID	IPA	TOKENS	NOTE
9745	Suzhou	bào-zǐ 326	鉋子	bæ³¹₂₂tsɿ⁴¹₄₄	326	bæ³¹₂₂tsɿ⁴¹₄₄	b æ ³¹₂₂ ts ɿ ⁴¹₄₄	
9746	Wenzhou	bào-zǐ 326	鉋	bɜ¹¹	326	bɜ¹¹	b ɜ ¹¹	
9747	Changsha	bào-zǐ 326	鉋子	pau²¹tsɿ	326	pau²¹tsɿ	p a u ²¹ ts ɿ	
9748	Nanchang	bào-zǐ 326	鉋子	pʰau²¹³tsɿ⁰	326	pʰau²¹³tsɿ⁰	pʰ a u ²¹³ ts ɿ ⁰	
9749	Meixian	bào-zǐ 326	鉋	pʰau¹²	326	pʰau¹²	pʰ a u ¹²	
9750	Guangzhou	bào-zǐ 326	鉋	pʰau²¹₃₅	326	pʰau²¹₃₅	pʰ a u ²¹₃₅	
9751	Yangjiang	bào-zǐ 326	鉋仔	pʰau⁴⁴³tʃɐi²¹	326	pʰau⁴⁴³tʃɐi²¹	pʰ a u ⁴⁴³ tʃ ɐ i ²¹	
9752	Xiamen	bào-zǐ 326	!  刀	kau⁵⁵₃₃to⁵⁵	326	kau⁵⁵₃₃to⁵⁵	k a u ⁵⁵₃₃ t o ⁵⁵	
9753	Chaozhou	bào-zǐ 326	抽刀	tʰiu³³₂₃to³³	326	tʰiu³³₂₃to³³	tʰ i u ³³₂₃ t o ³³	
9754	Fuzhou	bào-zǐ 326	推刀	tʰøy⁴⁴lɔ⁴⁴(t-)	326	tʰøy⁴⁴lɔ⁴⁴	tʰ ø y ⁴⁴ l ɔ ⁴⁴	
#
24177	Changsha	bào-zǐ 65	豹子	pau⁵⁵tsɿ⁰	65	pau⁵⁵tsɿ⁰	p a u ⁵⁵ ts ɿ ⁰	
24167	Beijing	bào-zǐ 65	豹子	pau⁵¹tsɿ⁰	65	pau⁵¹tsɿ⁰	p a u ⁵¹ ts ɿ ⁰	
24168	Jinan	bào-zǐ 65	豹	pɔ²¹	65	pɔ²¹	p ɔ ²¹	
24169	Shenyang	bào-zǐ 65	豹子	pau⁴¹tsɿ⁰	65	pau⁴¹tsɿ⁰	p a u ⁴¹ ts ɿ ⁰	
24170	Xian	bào-zǐ 65	豹子	pɑu⁴⁵tsɿ⁰	65	pɑu⁴⁵tsɿ⁰	p ɑ u ⁴⁵ ts ɿ ⁰	
24171	Chengdu	bào-zǐ 65	豹子	pau¹³tsɿ⁵³	65	pau¹³tsɿ⁵³	p a u ¹³ ts ɿ ⁵³	
24172	Kunming	bào-zǐ 65	豹子	pau¹³tsɿ⁵³	65	pau¹³tsɿ⁵³	p a u ¹³ ts ɿ ⁵³	
24173	Hefei	bào-zǐ 65	豹子	pɔ⁵³tsə⁰	65	pɔ⁵³tsə⁰	p ɔ ⁵³ ts ə ⁰	
24174	Yangzhou	bào-zǐ 65	豹	pɔ⁵⁵	65	pɔ⁵⁵	p ɔ ⁵⁵	
24175	Suzhou	bào-zǐ 65	豹	pæ⁵¹³	65	pæ⁵¹³	p æ ⁵¹³	
24176	Wenzhou	bào-zǐ 65	豹兒	pɜ⁴²ῃ⁰	65	pɜ⁴²ῃ⁰	p ɜ ⁴² ῃ ⁰	
24178	Nanchang	bào-zǐ 65	豹	pau⁵⁵	65	pau⁵⁵	p a u ⁵⁵	
24179	Meixian	bào-zǐ 65	豹□	pau⁴²ɛ⁰	65	pau⁴²ɛ⁰	p a u ⁴² ɛ ⁰	
24180	Guangzhou	bào-zǐ 65	豹	pʰau³³	65	pʰau³³	pʰ a u ³³	
24181	Yangjiang	bào-zǐ 65	豹	pau²⁴	65	pau²⁴	p a u ²⁴	
24182	Xiamen	bào-zǐ 65	豹	pau¹¹	65	pau¹¹	p a u ¹¹	
24183	Chaozhou	bào-zǐ 65	豹	pau²¹³	65	pau²¹³	p a u ²¹³	
24184	Fuzhou	bào-zǐ 65	豹	pau²¹³	65	pau²¹³	p a u ²¹³	
#
19243	Beijing	bá 539	拔	pa³⁵	539	pa³⁵	p a ³⁵	
19244	Jinan	bá 539	拔	pa⁴²	539	pa⁴²	p a ⁴²	
19245	Shenyang	bá 539	拔	pa³⁵	539	pa³⁵	p a ³⁵	
19246	Xian	bá 539	拔	pʰɑ²⁴	539	pʰɑ²⁴	pʰ ɑ ²⁴	
19247	Chengdu	bá 539	拔	pʰa³¹	539	pʰa³¹	pʰ a ³¹	
19248	Kunming	bá 539	拔	pa³¹	539	pa³¹	p a ³¹	
19249	Hefei	bá 539	拔	pɐʔ⁴	539	pɐʔ⁴	p ɐ ʔ ⁴	
19250	Yangzhou	bá 539	拔	pæʔ⁴	539	pæʔ⁴	p æ ʔ ⁴	
19251	Suzhou	bá 539	拔	baʔ²³	539	baʔ²³	b a ʔ ²³	
19252	Wenzhou	bá 539	拔	bo¹²	539	bo¹²	b o ¹²	
19253	Changsha	bá 539	拔	pa²⁴	539	pa²⁴	p a ²⁴	
19254	Nanchang	bá 539	拔	pʰat⁵	539	pʰat⁵	pʰ a t ⁵	
19255	Meixian	bá 539	挷	paŋ⁴⁴	539	paŋ⁴⁴	p a ŋ ⁴⁴	
19256	Guangzhou	bá 539	拔	pɐt²	539	pɐt²	p ɐ t ²	
19257	Yangjiang	bá 539	扯	tʃʰɛ²¹	539	tʃʰɛ²¹	tʃʰ ɛ ²¹	
19258	Xiamen	bá 539	拔	puiʔ⁵	539	puiʔ⁵	p u i ʔ ⁵	
19259	Chaozhou	bá 539	拔	poiʔ⁴	539	poiʔ⁴	p o i ʔ ⁴	
19260	Fuzhou	bá 539	拔	peiʔ⁴	539	peiʔ⁴	p e i ʔ ⁴	
19261	Fuzhou	bá 539		[2] pi⁴⁴	539	pi⁴⁴	p i ⁴⁴	[2]
#
11153	Beijing	bái-tiān 36	白天	pai³⁵tʰian⁰	36	pai³⁵tʰian⁰	p a i ³⁵ tʰ i a n ⁰	
11154	Jinan	bái-tiān 36	白天	pei⁴²tʰiæ̃⁰	36	pei⁴²tʰiæ̃⁰	p e i ⁴² tʰ i æ̃ ∼ ⁰	
11155	Jinan	bái-tiān 36	白家	[2] pei⁴²tɕia⁰	36	pei⁴²tɕia⁰	p e i ⁴² tɕ i a ⁰	[2]
11156	Shenyang	bái-tiān 36	白天	pai³⁵tʰian⁰	36	pai³⁵tʰian⁰	p a i ³⁵ tʰ i a n ⁰	
11157	Xian	bái-tiān 36	白日	pei²⁴ɚ²¹	36	pei²⁴ɚ²¹	p e i ²⁴ ɚ ²¹	
11158	Chengdu	bái-tiān 36	白天	pe³¹tʰian⁴⁴	36	pe³¹tʰian⁴⁴	p e ³¹ tʰ i a n ⁴⁴	
11159	Kunming	bái-tiān 36	白日	pə8¹ʐʅ³¹₄₄	36	pə8¹ʐʅ³¹₄₄	p ə 8¹ ʐ ʅ ³¹₄₄	
11160	Hefei	bái-tiān 36	日裏頭	ʐəʔ⁴nɿ²⁴tʰɯ⁵⁵	36	ʐəʔ⁴nɿ²⁴tʰɯ⁵⁵	ʐ ə ʔ ⁴ n ɿ ²⁴ tʰ ɯ ⁵⁵	
11161	Yangzhou	bái-tiān 36	日裏	ləʔ⁴li⁰	36	ləʔ⁴li⁰	l ə ʔ ⁴ l i ⁰	
11162	Suzhou	bái-tiān 36	日裏	ȵiɪʔ²³li³¹₂₁	36	ȵiɪʔ²³li³¹₂₁	ȵ i ɪ ʔ ²³ l i ³¹₂₁	
11163	Wenzhou	bái-tiān 36	日裏	nɛ¹²li²⁴	36	nɛ¹²li²⁴	n ɛ ¹² l i ²⁴	
11164	Changsha	bái-tiān 36	白天	pə²⁴tʰiẽ³³	36	pə²⁴tʰiẽ³³	p ə ²⁴ tʰ i ẽ ∼ ³³	
11165	Changsha	bái-tiān 36	日中間	[2] zɿ²⁴tsən³³kan³³	36	zɿ²⁴tsən³³kan³³	z ɿ ²⁴ ts ə n ³³ k a n ³³	[2]
11166	Nanchang	bái-tiān 36	日裏	ȵit⁵li⁰	36	ȵit⁵li⁰	ȵ i t ⁵ l i ⁰	
11167	Nanchang	bái-tiān 36	日上	[2] ȵit⁵sɔŋ³¹	36	ȵit⁵sɔŋ³¹	ȵ i t ⁵ s ɔ ŋ ³¹	[2]
11168	Meixian	bái-tiān 36	日時頭	ȵit²¹sɿ¹²tʰɛu¹²	36	ȵit²¹sɿ¹²tʰɛu¹²	ȵ i t ²¹ s ɿ ¹² tʰ ɛ u ¹²	
11169	Guangzhou	bái-tiān 36	日頭	jɐt²tʰɐu²¹₃₅	36	jɐt²tʰɐu²¹₃₅	j ɐ t ² tʰ ɐ u ²¹₃₅	
11170	Yangjiang	bái-tiān 36	日間	jɐt⁴⁵⁴kan³³	36	jɐt⁴⁵⁴kan³³	j ɐ t ⁴⁵⁴ k a n ³³	
11171	Xiamen	bái-tiān 36	日時	lit⁵si²⁴₁₁	36	lit⁵si²⁴₁₁	l i t ⁵ s i ²⁴₁₁	
11172	Chaozhou	bái-tiān 36	日掛	*zik⁴kua²¹³₂₁	36	zik⁴kua²¹³₂₁	z i k ⁴ k u a ²¹³₂₁	[*]
11173	Fuzhou	bái-tiān 36	日中	niʔ⁴touŋ⁴⁴	36	niʔ⁴touŋ⁴⁴	n i ʔ ⁴ t o u ŋ ⁴⁴	
#
26545	Beijing	báo 703	薄	pau³⁵	703	pau³⁵	p a u ³⁵	
26546	Jinan	báo 703	薄	pə⁴²	703	pə⁴²	p ə ⁴²	
26547	Shenyang	báo 703	薄	pau³⁵	703	pau³⁵	p a u ³⁵	
26548	Xian	báo 703	薄	pʰo²⁴	703	pʰo²⁴	pʰ o ²⁴	
26549	Chengdu	báo 703	薄	po³¹	703	po³¹	p o ³¹	
26550	Kunming	báo 703	薄	po³¹	703	po³¹	p o ³¹	
26551	Hefei	báo 703	消	ɕiɔ²¹²	703	ɕiɔ²¹²	ɕ i ɔ ²¹²	
26552	Yangzhou	báo 703	薄	pɑʔ⁴	703	pɑʔ⁴	p ɑ ʔ ⁴	
26553	Suzhou	báo 703	薄	boʔ²³	703	boʔ²³	b o ʔ ²³	
26554	Wenzhou	báo 703	薄	bo¹²	703	bo¹²	b o ¹²	
26555	Changsha	báo 703	薄	po²⁴	703	po²⁴	p o ²⁴	
26556	Nanchang	báo 703	薄	pʰɔk⁵	703	pʰɔk⁵	pʰ ɔ k ⁵	
26557	Meixian	báo 703	薄	pʰɔk⁴	703	pʰɔk⁴	pʰ ɔ k ⁴	
26558	Guangzhou	báo 703	薄	pɔk³³	703	pɔk³³	p ɔ k ³³	
26559	Yangjiang	báo 703	薄	pɔk⁴⁵⁴	703	pɔk⁴⁵⁴	p ɔ k ⁴⁵⁴	
26560	Xiamen	báo 703	薄	poʔ⁵	703	poʔ⁵	p o ʔ ⁵	
26561	Chaozhou	báo 703	薄	poʔ⁴	703	poʔ⁴	p o ʔ ⁴	
26562	Fuzhou	báo 703	薄	pɔʔ⁴	703	pɔʔ⁴	p ɔ ʔ ⁴	
#
35337	Jinan	bì 898	敎	tɕiɔ²¹	898	tɕiɔ²¹	tɕ i ɔ ²¹	
35338	Shenyang	bì 898	被	pei⁴¹	898	pei⁴¹	p e i ⁴¹	
35339	Xian	bì 898	敎	tɕiɑu⁴⁵	898	tɕiɑu⁴⁵	tɕ i ɑ u ⁴⁵	
35340	Chengdu	bì 898	著	tsau³¹	898	tsau³¹	ts a u ³¹	
35341	Kunming	bì 898	著	tʂuo³¹	898	tʂuo³¹	tʂ u o ³¹	
35342	Kunming	bì 898	挨	[2] ɛ⁴⁴❷	898	ɛ⁴⁴❷	ɛ ⁴⁴ ❷	[2]
35343	Hefei	bì 898	給	kei²⁴	898	kei²⁴	k e i ²⁴	
35344	Yangzhou	bì 898	給	kəi⁴²	898	kəi⁴²	k ə i ⁴²	
35345	Suzhou	bì 898	撥	pɤʔ⁴	898	pɤʔ⁴	p ɤ ʔ ⁴	
35346	Wenzhou	bì 898	哈	*ha⁴²	898	ha⁴²	h a ⁴²	[*]
35347	Changsha	bì 898	被	pei²¹	898	pei²¹	p e i ²¹	
35348	Nanchang	bì 898	讓	ȵiɔŋ³¹	898	ȵiɔŋ³¹	ȵ i ɔ ŋ ³¹	
35349	Meixian	bì 898	分	pun⁴⁴	898	pun⁴⁴	p u n ⁴⁴	
35350	Guangzhou	bì 898	畀	pei³⁵	898	pei³⁵	p e i ³⁵	
35351	Yangjiang	bì 898	畀	pei²¹	898	pei²¹	p e i ²¹	
35352	Xiamen	bì 898	護	*hɔ³³	898	hɔ³³	h ɔ ³³	[*]
35353	Xiamen	bì 898	乞	[2] kit³²,kʰiʔ³²₅	898	kit³²	k i t ³²	[2]
35354	Chaozhou	bì 898	分	puŋ³³	898	puŋ³³	p u ŋ ³³	
35355	Chaozhou	bì 898	乞	[2] kʰɯk²¹	898	kʰɯk²¹	kʰ ɯ k ²¹	[2]
35356	Fuzhou	bì 898	乞	kʰøyʔ²³	898	kʰøyʔ²³	kʰ ø y ʔ ²³	
35335	Beijing	bì 898	讓	ʐaŋ⁵¹	898	ʐaŋ⁵¹	ʐ a ŋ ⁵¹	
35336	Beijing	bì 898	敎	[2] tɕiau⁵¹	898	tɕiau⁵¹	tɕ i a u ⁵¹	[2]
#
1123	Beijing	bì-hǔ 124	蠍了虎子	ɕie⁵⁵lə⁰xu²¹⁴₂₁tsɿ⁰	124	ɕie⁵⁵lə⁰xu²¹⁴₂₁tsɿ⁰	ɕ i e ⁵⁵ l ə ⁰ x u ²¹⁴₂₁ ts ɿ ⁰	
1124	Jinan	bì-hǔ 124	蠍虎子	ɕie²¹³xu⁰tsɿ⁰	124	ɕie²¹³xu⁰tsɿ⁰	ɕ i e ²¹³ x u ⁰ ts ɿ ⁰	
1125	Shenyang	bì-hǔ 124	馬舌子	ma²¹³₂₁sə³⁵tsɿ⁰	124	ma²¹³₂₁sə³⁵tsɿ⁰	m a ²¹³₂₁ s ə ³⁵ ts ɿ ⁰	
1126	Xian	bì-hǔ 124	蠍虎子	ɕie²¹xu⁰tsɿ⁰	124	ɕie²¹xu⁰tsɿ⁰	ɕ i e ²¹ x u ⁰ ts ɿ ⁰	
1127	Chengdu	bì-hǔ 124	爬壁虎兒	pa⁴⁴pi³¹fər⁵³	124	pa⁴⁴pi³¹fər⁵³	p a ⁴⁴ p i ³¹ f ə r ⁵³	
1128	Chengdu	bì-hǔ 124	四腳蛇	[2] sɿ¹³tɕyo³¹se³¹	124	sɿ¹³tɕyo³¹se³¹	s ɿ ¹³ tɕ y o ³¹ s e ³¹	[2]
1129	Kunming	bì-hǔ 124	壁虎	pi³¹xu⁵³	124	pi³¹xu⁵³	p i ³¹ x u ⁵³	
1130	Hefei	bì-hǔ 124	蠍虎子	ɕiəʔ⁴xu²⁴tsə⁰	124	ɕiəʔ⁴xu²⁴tsə⁰	ɕ i ə ʔ ⁴ x u ²⁴ ts ə ⁰	
1131	Yangzhou	bì-hǔ 124	壁虎子	piəʔ⁴xu⁴²tsɛ⁰	124	piəʔ⁴xu⁴²tsɛ⁰	p i ə ʔ ⁴ x u ⁴² ts ɛ ⁰	
1132	Suzhou	bì-hǔ 124	壁虎子	piɪʔ⁴həu⁴¹₃₅tsɿ⁴¹₂₁	124	piɪʔ⁴həu⁴¹₃₅tsɿ⁴¹₂₁	p i ɪ ʔ ⁴ h ə u ⁴¹₃₅ ts ɿ ⁴¹₂₁	
1133	Wenzhou	bì-hǔ 124	五爪龍	ῃ²⁴tsɜ⁴⁵liɛ³¹	124	ῃ²⁴tsɜ⁴⁵liɛ³¹	ῃ ²⁴ ts ɜ ⁴⁵ l i ɛ ³¹	
1134	Changsha	bì-hǔ 124	壁虎子	pi²⁴fu⁴¹tsɿ⁰	124	pi²⁴fu⁴¹tsɿ⁰	p i ²⁴ f u ⁴¹ ts ɿ ⁰	
1135	Nanchang	bì-hǔ 124	壁蛇子	piak⁵sa⁵⁵tsɿ⁰	124	piak⁵sa⁵⁵tsɿ⁰	p i a k ⁵ s a ⁵⁵ ts ɿ ⁰	
1136	Meixian	bì-hǔ 124	! 簷蛇□	jam¹²sa¹²ɛ⁰	124	jam¹²sa¹²ɛ⁰	j a m ¹² s a ¹² ɛ ⁰	
1137	Guangzhou	bì-hǔ 124	簷蛇	jim²¹ʃɛ²¹	124	jim²¹ʃɛ²¹	j i m ²¹ ʃ ɛ ²¹	
1138	Yangjiang	bì-hǔ 124	懶飯蛇	lan²¹fan⁴⁵⁴ʃɛ⁴⁴³	124	lan²¹fan⁴⁵⁴ʃɛ⁴⁴³	l a n ²¹ f a n ⁴⁵⁴ ʃ ɛ ⁴⁴³	
1139	Xiamen	bì-hǔ 124	蟮蟲	sian³³₁₁tʰaŋ²⁴	124	sian³³₁₁tʰaŋ²⁴	s i a n ³³₁₁ tʰ a ŋ ²⁴	
1140	Chaozhou	bì-hǔ 124	胡 繩虎	*hou⁵⁵₂₁₃siŋ⁵⁵₂₁₃hõũ⁵³	124	hou⁵⁵₂₁₃siŋ⁵⁵₂₁₃hõũ⁵³	h o u ⁵⁵₂₁₃ s i ŋ ⁵⁵₂₁₃ h õ ũ ∼ ⁵³	[*]
1141	Fuzhou	bì-hǔ 124	!	tsieŋ³¹	124	tsieŋ³¹	ts i e ŋ ³¹	
#
7419	Beijing	bì-zǐ 272	被〔窩〕	pei⁵¹(uo⁰)	272	pei⁵¹	p e i ⁵¹	
7420	Jinan	bì-zǐ 272	被窩	pei²¹uə⁰	272	pei²¹uə⁰	p e i ²¹ u ə ⁰	
7421	Shenyang	bì-zǐ 272	被窩 )	pei⁴¹xu⁰(○-)	272	pei⁴¹xu⁰	p e i ⁴¹ x u ⁰	
7422	Xian	bì-zǐ 272	被窩兒	pei⁴⁵uor⁰	272	pei⁴⁵uor⁰	p e i ⁴⁵ u o r ⁰	
7424	Kunming	bì-zǐ 272	被窩	pei³uo⁴⁴	272	pei³uo⁴⁴	p e i ³ u o ⁴⁴	
7425	Hefei	bì-zǐ 272	被條	pei⁵³tʰiɔ⁰	272	pei⁵³tʰiɔ⁰	p e i ⁵³ tʰ i ɔ ⁰	
7426	Yangzhou	bì-zǐ 272	被窩	pəi⁵⁵o³¹	272	pəi⁵⁵o³¹	p ə i ⁵⁵ o ³¹	
7427	Suzhou	bì-zǐ 272	被頭	bi³¹₂₂dʏ²⁴₃₃	272	bi³¹₂₂dʏ²⁴₃₃	b i ³¹₂₂ d ʏ ²⁴₃₃	
7428	Wenzhou	bì-zǐ 272	被	bei²⁴	272	bei²⁴	b e i ²⁴	
7430	Nanchang	bì-zǐ 272	被窩	pʰi³¹uɔ⁴²	272	pʰi³¹uɔ⁴²	pʰ i ³¹ u ɔ ⁴²	
7431	Meixian	bì-zǐ 272	被	pʰi⁴⁴	272	pʰi⁴⁴	pʰ i ⁴⁴	
7432	Guangzhou	bì-zǐ 272	被	pʰei²³	272	pʰei²³	pʰ e i ²³	
7433	Yangjiang	bì-zǐ 272	被	pʰei²¹	272	pʰei²¹	pʰ e i ²¹	
7434	Xiamen	bì-zǐ 272	被	pʰe³³	272	pʰe³³	pʰ e ³³	
7436	Fuzhou	bì-zǐ 272	被	pʰui²⁴²	272	pʰui²⁴²	pʰ u i ²⁴²	
7423	Chengdu	bì-zǐ 272	鋪蓋	pʰi⁴⁴kai&quot;	272	pʰi⁴⁴kai&quot;	pʰ i ⁴⁴ k a i & q u o t ;	
7435	Chaozhou	bì-zǐ 272	被	pʰue³⁵	272	pʰue³⁵	pʰ u e ³⁵	
7429	Changsha	bì-zǐ 272	被窩	pei²¹o³³	272	pei²¹o³³	p e i ²¹ o ³³	
#
3235	Beijing	bí-qí 174	荸薺	pi³⁵tɕʰi⁰	174	pi³⁵tɕʰi⁰	p i ³⁵ tɕʰ i ⁰	
3236	Jinan	bí-qí 174	荸薺	pi⁴²tɕʰi⁰	174	pi⁴²tɕʰi⁰	p i ⁴² tɕʰ i ⁰	
3237	Shenyang	bí-qí 174	荸薺	pi³⁵tɕʰi⁰	174	pi³⁵tɕʰi⁰	p i ³⁵ tɕʰ i ⁰	
3238	Xian	bí-qí 174	荸薺	pi²¹₂₄tɕʰi⁰	174	pi²¹₂₄tɕʰi⁰	p i ²¹₂₄ tɕʰ i ⁰	
3239	Chengdu	bí-qí 174	慈菇兒	tsʰɿ³¹kuər⁴⁴	174	tsʰɿ³¹kuər⁴⁴	tsʰ ɿ ³¹ k u ə r ⁴⁴	
3240	Kunming	bí-qí 174	荸薺	pi³¹tɕʰi³¹	174	pi³¹tɕʰi³¹	p i ³¹ tɕʰ i ³¹	
3241	Hefei	bí-qí 174	蒲球	pʰu⁵⁵tɕʰiɯ⁵⁵	174	pʰu⁵⁵tɕʰiɯ⁵⁵	pʰ u ⁵⁵ tɕʰ i ɯ ⁵⁵	
3242	Yangzhou	bí-qí 174	荸薺	piəʔ⁴tɕʰi³⁴	174	piəʔ⁴tɕʰi³⁴	p i ə ʔ ⁴ tɕʰ i ³⁴	
3243	Suzhou	bí-qí 174	荸薺	bɤʔ²³zi³¹₂₁	174	bɤʔ²³zi³¹₂₁	b ɤ ʔ ²³ z i ³¹₂₁	
3244	Suzhou	bí-qí 174	地栗	[2] di³¹₂₂liɪʔ²³	174	di³¹₂₂liɪʔ²³	d i ³¹₂₂ l i ɪ ʔ ²³	[2]
3249	Guangzhou	bí-qí 174	馬蹄	ma²³tʰɐi²¹₃₅	174	ma²³tʰɐi²¹₃₅	m a ²³ tʰ ɐ i ²¹₃₅	
3246	Changsha	bí-qí 174	蒲齊	pu¹³tɕi⁵⁵	174	pu¹³tɕi⁵⁵	p u ¹³ tɕ i ⁵⁵	
3248	Meixian	bí-qí 174	馬薺	ma⁴⁴tsʰi¹²	174	ma⁴⁴tsʰi¹²	m a ⁴⁴ tsʰ i ¹²	
3250	Yangjiang	bí-qí 174	馬蹄子	ma²¹tʰɐi⁴⁴³tʃei²¹	174	ma²¹tʰɐi⁴⁴³tʃei²¹	m a ²¹ tʰ ɐ i ⁴⁴³ tʃ e i ²¹	
3245	Wenzhou	bí-qí 174	蒲薺	bøy³¹zei³¹	174	bøy³¹zei³¹	b ø y ³¹ z e i ³¹	
3252	Chaozhou	bí-qí 174	薺蔥	tsĩ⁵⁵₂₁₃tsʰaŋ³³	174	tsĩ⁵⁵₂₁₃tsʰaŋ³³	ts ĩ ∼ ⁵⁵₂₁₃ tsʰ a ŋ ³³	
3247	Nanchang	bí-qí 174	荸糾	*pʰit⁵tɕiu⁴²	174	pʰit⁵tɕiu⁴²	pʰ i t ⁵ tɕ i u ⁴²	[*]
3251	Xiamen	bí-qí 174	馬薺	be⁵¹₅₅tsi²⁴	174	be⁵¹₅₅tsi²⁴	b e ⁵¹₅₅ ts i ²⁴	
3253	Fuzhou	bí-qí 174	尾梨	mui³¹li⁵²	174	mui³¹li⁵²	m u i ³¹ l i ⁵²	
#
12275	Beijing	bí-zǐ 385	鼻子	pi³⁵tsɿ⁰	385	pi³⁵tsɿ⁰	p i ³⁵ ts ɿ ⁰	
12276	Jinan	bí-zǐ 385	鼻子	pi⁴²tsɿ⁰	385	pi⁴²tsɿ⁰	p i ⁴² ts ɿ ⁰	
12277	Shenyang	bí-zǐ 385	鼻子	pi³⁵tsɿ⁰	385	pi³⁵tsɿ⁰	p i ³⁵ ts ɿ ⁰	
12278	Xian	bí-zǐ 385	鼻子	pʰi²⁴tsɿ⁰	385	pʰi²⁴tsɿ⁰	pʰ i ²⁴ ts ɿ ⁰	
12279	Chengdu	bí-zǐ 385	鼻子	pi³¹tsɿ⁵³	385	pi³¹tsɿ⁵³	p i ³¹ ts ɿ ⁵³	
12280	Kunming	bí-zǐ 385	鼻子	pi³¹tsɿ⁵³	385	pi³¹tsɿ⁵³	p i ³¹ ts ɿ ⁵³	
12281	Hefei	bí-zǐ 385	鼻子	piəʔ⁴tsə⁰	385	piəʔ⁴tsə⁰	p i ə ʔ ⁴ ts ə ⁰	
12282	Yangzhou	bí-zǐ 385	鼻子	piəʔ⁴tsɛ⁰	385	piəʔ⁴tsɛ⁰	p i ə ʔ ⁴ ts ɛ ⁰	
12283	Suzhou	bí-zǐ 385	鼻頭	biɪʔ²³dʏ²⁴₂₁,bɤʔ²³dʏ²⁴₂₁	385	biɪʔ²³dʏ²⁴₂₁	b i ɪ ʔ ²³ d ʏ ²⁴₂₁	
12284	Wenzhou	bí-zǐ 385	鼻頭	bi¹²diu³¹,bei¹²diu³¹	385	bi¹²diu³¹	b i ¹² d i u ³¹	
12285	Changsha	bí-zǐ 385	鼻子	pi²⁴tsɿ⁰	385	pi²⁴tsɿ⁰	p i ²⁴ ts ɿ ⁰	
12286	Nanchang	bí-zǐ 385	鼻公	pʰit⁵kuŋ⁴²	385	pʰit⁵kuŋ⁴²	pʰ i t ⁵ k u ŋ ⁴²	
12287	Meixian	bí-zǐ 385	鼻公	pʰi⁴²kuŋ⁴⁴	385	pʰi⁴²kuŋ⁴⁴	pʰ i ⁴² k u ŋ ⁴⁴	
12288	Guangzhou	bí-zǐ 385	鼻哥	pei²²kɔ⁵³	385	pei²²kɔ⁵³	p e i ²² k ɔ ⁵³	
12289	Yangjiang	bí-zǐ 385	鼻	pei⁴⁵⁴	385	pei⁴⁵⁴	p e i ⁴⁵⁴	
12290	Xiamen	bí-zǐ 385	鼻仔	pʰĩ³³₁₁a⁵¹	385	pʰĩ³³₁₁a⁵¹	pʰ ĩ ∼ ³³₁₁ a ⁵¹	
12291	Xiamen	bí-zǐ 385	鼻埪	[2] pʰi³³₁₁kʰaŋ⁵⁵	385	pʰi³³₁₁kʰaŋ⁵⁵	pʰ i ³³₁₁ kʰ a ŋ ⁵⁵	[2]
12292	Chaozhou	bí-zǐ 385	鼻	pʰĩ¹¹	385	pʰĩ¹¹	pʰ ĩ ∼ ¹¹	
12293	Fuzhou	bí-zǐ 385	鼻	pʰei²¹³	385	pʰei²¹³	pʰ e i ²¹³	
#
9109	Beijing	bò-jī 310	簸箕	po⁵¹tɕi⁰	310	po⁵¹tɕi⁰	p o ⁵¹ tɕ i ⁰	
9110	Jinan	bò-jī 310	簸箕	pə²¹tɕʰi⁰	310	pə²¹tɕʰi⁰	p ə ²¹ tɕʰ i ⁰	
9111	Shenyang	bò-jī 310	簸箕	pə⁴¹tɕʰi⁰	310	pə⁴¹tɕʰi⁰	p ə ⁴¹ tɕʰ i ⁰	
9112	Xian	bò-jī 310	簸箕	po⁴⁵tɕʰi⁰	310	po⁴⁵tɕʰi⁰	p o ⁴⁵ tɕʰ i ⁰	
9113	Chengdu	bò-jī 310	簸箕	po⁵³tɕi⁴⁴	310	po⁵³tɕi⁴⁴	p o ⁵³ tɕ i ⁴⁴	
9114	Kunming	bò-jī 310	簸箕	po⁵³tɕi⁴⁴	310	po⁵³tɕi⁴⁴	p o ⁵³ tɕ i ⁴⁴	
9115	Hefei	bò-jī 310	朝 簸子	*tʂʰɔ⁵⁵pʊ⁵³tsə⁰	310	tʂʰɔ⁵⁵pʊ⁵³tsə⁰	tʂʰ ɔ ⁵⁵ p ʊ ⁵³ ts ə ⁰	[*]
9116	Yangzhou	bò-jī 310	撮簸子	tsʰoʔ⁴po⁵⁵tsɛ⁰	310	tsʰoʔ⁴po⁵⁵tsɛ⁰	tsʰ o ʔ ⁴ p o ⁵⁵ ts ɛ ⁰	
9117	Suzhou	bò-jī 310	畚箕	fən⁴⁴tɕi⁴⁴₂₁	310	fən⁴⁴tɕi⁴⁴₂₁	f ə n ⁴⁴ tɕ i ⁴⁴₂₁	
9118	Wenzhou	bò-jī 310	畚箕	paŋtsɿ⁴⁴	310	paŋtsɿ⁴⁴	p a ŋ ts ɿ ⁴⁴	
