ID	DOCULECT	CONCEPT	CONCEPTICON_ID	TBL_ID	GLOSS_IN_SOURCE	CHINESE_GLOSS_IN_SOURCE	ALT_IPA	ALT_GLOSS	ALT_SOURCE	ALT_CHARS	ALT_CHINESE_GLOSS	IPA	HANZI	SOURCE	TOKENS	COGIDS	ALIGNMENT	NOTE	RANK
2462	Fuzhou	correct (right)														0			245
2540	Guangzhou	correct (right)														0			245
2618	Jinan	correct (right)														0			245
2696	Meixian	correct (right)														0			245
2774	Nanchang	correct (right)														0			245
2852	Suzhou	correct (right)														0			245
2930	Wenzhou	correct (right)														0			245
3008	Xiamen	correct (right)														0			245
3243	Chaozhou	correct (right)														0			245
21	Beijing	dark	706	1013	dark	黑						xei⁵⁵	黑	BeijingDaxue1964	x e i ⁵⁵	31	x e i - ⁵⁵		207
219	Changsha	dark	706	1013	dark	暗						ŋan⁵⁵	暗	BeijingDaxue1964	ŋ a n ⁵⁵	351	ŋ a n ⁵⁵		207
408	Chengdu	dark	706	1013	dark	黑						xe³¹	黑	BeijingDaxue1964	x e ³¹	31	x e - - ³¹		207
598	Fuzhou	dark	706	1013	dark	暗						aŋ²¹³	暗	BeijingDaxue1964	a ŋ ²¹³	351	- a ŋ ²¹³		207
804	Guangzhou	dark	706	1013	dark	黑						hɐk⁵	黑	BeijingDaxue1964	h ɐ k ⁵	31	h ɐ - k ⁵		207
1003	Jinan	dark	706	1013	dark	黑						xei²¹³	黑	BeijingDaxue1964	x e i ²¹³	31	x e i - ²¹³		207
1004	Jinan	dark	706	1013	dark	暗						ŋæ̃∼²¹	暗	BeijingDaxue1964	ŋ æ̃ ∼ ²¹	351	ŋ æ̃ ∼ ²¹		207
1196	Meixian	dark	706	1013	dark	暗						am⁴²	暗	BeijingDaxue1964	a m ⁴²	351	- a m ⁴²		207
1389	Nanchang	dark	706	1013	dark	暗						ŋɔn⁵⁵	暗	BeijingDaxue1964	ŋ ɔ n ⁵⁵	351	ŋ ɔ n ⁵⁵		207
1581	Suzhou	dark	706	1013	dark	暗						ø⁵¹³	暗	BeijingDaxue1964	ø ⁵¹³	351	- ø - ⁵¹³		207
1582	Suzhou	dark	706	1013	dark	黑						hɤʔ⁴	黑	BeijingDaxue1964	h ɤ ʔ ⁴	31	h ɤ - ʔ ⁴		207
1790	Wenzhou	dark	706	1013	dark	暗						ø¹²	暗	BeijingDaxue1964	ø ¹²	351	- ø - ¹²		207
1982	Xiamen	dark	706	1013	dark	暗						am¹¹	暗	BeijingDaxue1964	a m ¹¹	351	- a m ¹¹		207
3235	Chaozhou	dark														0			207
28	Beijing	dirty	1230	1086	*dirty	髒	tsɑŋ⁵⁵ / tsɑŋ⁵⁵	dirty / dirty	Hou2004 / Liu2007	脏 / 脏	脏 / 髒	tsaŋ⁵⁵	髒	BeijingDaxue1964	ts a ŋ ⁵⁵	44		**concept**: concept is ángzàng as gloss, so not zàng, but it seems to be consistent for our case. @lingulist, 6/2/2017, 9:58:30 AM	194
224	Changsha	dirty	1230	1086	*dirty	邋遢	la²⁴+tʰa²⁴ / la⁴¹+fu¹³ / tsan³³ / la²⁴+tʰa²⁴	dirty / dirty / dirty / dirty	Hou2004 / Hou2004 / Liu2007 / Liu2007	邋遢 / 邋糊 / 脏 / 邋 遢	脏 / 脏 / 髒 / 髒	la²⁴tʰa⁰	邋遢	BeijingDaxue1964	l a ²⁴ tʰ a ⁰	354 355			194
412	Chengdu	dirty	1230	1086	*dirty	齷齪	tsaŋ⁵⁵ / ɕi⁵⁵+tsaŋ⁵⁵ / o³¹+tsʰo³¹ / na³¹+tʰa³¹ / ua⁵⁵+nian³¹ / tsaŋ⁴⁵ / la⁵⁵/²¹+tʰa²¹ / nəu⁵⁵/²¹+səu⁵⁵	dirty / dirty / dirty / dirty / dirty / dirty / dirty / dirty	Hou2004 / Hou2004 / Hou2004 / Hou2004 / Hou2004 / Liu2007 / Liu2007 / Liu2007	脏 / 稀脏 / 龌龊 / 邋遢 / 哇连 / 脏 / 邋 遢 / 蒌 馊	脏 / 脏 / 脏 / 脏 / 脏 / 髒 / 髒 / 髒	o³¹tsʰo³¹₄₄	齷齪	BeijingDaxue1964	o ³¹ tsʰ o ³¹₄₄	444 445			194
413	Chengdu	dirty	1230	1086	*dirty	〔稀〕髒						tsaŋ⁴⁴	〔稀〕髒	BeijingDaxue1964	ts a ŋ ⁴⁴	44			194
603	Fuzhou	dirty	1230	1086	*dirty	!	la⁴⁴+a⁴⁴ / la⁵⁵+tsʰa⁵⁵ / ouʔ⁵+tsʰuoʔ²⁴*	dirty / dirty / dirty	Hou2004 / Liu2007 / Liu2007	垃渣 / 拉 渣 / 歯屋 歯足	脏 / 髒 / 髒	na⁴⁴zia⁴⁴	囗囗	BeijingDaxue1964	n a ⁴⁴ z i a ⁴⁴	446 447			194
604	Fuzhou	dirty	1230	1086	*dirty	穢						ei²⁴²	穢	BeijingDaxue1964	e i ²⁴²	520			194
808	Guangzhou	dirty	1230	1086	*dirty	汚糟	wu⁵⁵+tsou⁵³ / lat²+tʰat³ / u⁵⁵+tsou⁵³	dirty / dirty / dirty	Hou2004 / Hou2004 / Liu2007	污糟 / 邋遢 / 汚 糟	脏 / 脏 / 髒	wu⁵³tʃou⁵³	汚糟	BeijingDaxue1964	w u ⁵³ tʃ o u ⁵³	672 673			194
809	Guangzhou	dirty	1230	1086	*dirty	!						la²³tʃa³⁵	邋囗	BeijingDaxue1964	l a ²³ tʃ a ³⁵	354 448			194
1009	Jinan	dirty	1230	1086	*dirty	髒	tsaŋ²¹³ / la²¹³/²¹+tʰa⁰ / ŋa²¹³/²¹+tsa⁰ / tsɑŋ²¹⁴	dirty / dirty / dirty / dirty	Hou2004 / Hou2004 / Hou2004 / Liu2007	脏 / 邋遢 / 腌臜 / 脏	脏 / 脏 / 脏 / 髒	tsaŋ²¹³	髒	BeijingDaxue1964	ts a ŋ ²¹³	44			194
1201	Meixian	dirty	1230	1086	*dirty	!	me⁵³	dirty	Liu2007	囗	髒	ɛu⁴²nɛu⁴²	囗囗	BeijingDaxue1964	ɛ u ⁴² n ɛ u ⁴²	938 963			194
1202	Meixian	dirty	1230	1086	*dirty	!						ɔ⁴⁴tsɔ⁴⁴	齷齪	BeijingDaxue1964	ɔ ⁴⁴ ts ɔ ⁴⁴	444 445			194
1393	Nanchang	dirty	1230	1086	*dirty	!	ŋɑ⁴²+tsɑ⁰² / laʔ⁵+tʰaʔ⁰² / tsɔŋ⁴² / ŋa⁴²+tsa⁰	dirty / dirty / dirty / dirty	Hou2004 / Hou2004 / Liu2007 / Liu2007	腌臜 / 邋遢 / 脏 / 腌 臢	脏 / 脏 / 髒 / 髒	ŋa⁴²tsa⁴²	腌臜	BeijingDaxue1964	ŋ a ⁴² ts a ⁴²	934 937			194
1586	Suzhou	dirty	1230	1086	*dirty	齷齪	oʔ⁵+tsʰoʔ⁵ / oʔ⁴+tsʰoʔ⁴	dirty / dirty	Hou2004 / Liu2007	龌龊 / 龌 龊	脏 / 髒	oʔ⁴tsʰoʔ⁴	齷齪	BeijingDaxue1964	o ʔ ⁴ tsʰ o ʔ ⁴	444 445			194
1794	Wenzhou	dirty	1230	1086	*dirty	糟	ɜ³³+tsɜ³³ / ə⁴⁴+tsə⁴⁴	dirty / dirty	Hou2004 / Liu2007	鏖糟 / 鏖 糟	脏 / 髒	əɜ⁴⁴tsɜ⁴⁴	鏖糟	BeijingDaxue1964	ɜ ⁴⁴ ts ɜ ⁴⁴	975 673			194
1986	Xiamen	dirty	1230	1086	*dirty	流 淞	lau³⁵/²²+siɔŋ³⁵ / lau²²/²⁴+siɔŋ²⁴	dirty / dirty	Hou2004 / Liu2007	流疡 / 流 疡	脏 / 髒	lau²⁴₃₃siɔŋ²⁴	流淞	BeijingDaxue1964	l a u ²⁴₃₃ s i ɔ ŋ ²⁴	1068 1070			194
1987	Xiamen	dirty	1230	1086	*dirty	垃圾						lap³²₅sap³²	垃圾	BeijingDaxue1964	l a p ³²₅ s a p ³²	1071 1072			194
1988	Xiamen	dirty	1230	1086	*dirty	腌臜						am⁵⁵₃₃tsam⁵⁵	腌臜	BeijingDaxue1964	a m ⁵⁵₃₃ ts a m ⁵⁵	1073 1074			194
3233	Chaozhou	dirty														0			194
31	Beijing	dry	1398	1028	dry	幹	kan⁵⁵	dry	Liu2007	干	乾	kan⁵⁵	幹	BeijingDaxue1964	k a n ⁵⁵	48	k a n ⁵⁵		81
228	Changsha	dry	1398	1028	dry	幹	kan³³	dry	Liu2007	干	乾	kan³³	幹	BeijingDaxue1964	k a n ³³	48	k a n ³³		81
417	Chengdu	dry	1398	1028	dry	幹	kan⁴⁵	dry	Liu2007	干	乾	kan⁴⁴	幹	BeijingDaxue1964	k a n ⁴⁴	48	k a n ⁴⁴		81
608	Fuzhou	dry	1398	1028	dry	! □	kaŋ⁵⁵ / ta⁵⁵	dry / dry	Liu2007 / Liu2007	干 / 焦	乾 / 乾	ta⁴⁴	! □	BeijingDaxue1964	t a ⁴⁴	527			81
609	Fuzhou	dry	1398	1028	dry	幹						kaŋ⁴⁴	幹	BeijingDaxue1964	k a ŋ ⁴⁴	48	k a ŋ ⁴⁴		81
812	Guangzhou	dry	1398	1028	dry	幹	kɔn⁵³	dry	Liu2007	干	乾	kɔn⁵³	幹	BeijingDaxue1964	k ɔ n ⁵³	48	k ɔ n ⁵³		81
1012	Jinan	dry	1398	1028	dry	幹	kæ̃∼²¹⁴	dry	Liu2007	干	乾	kæ̃∼²¹³	幹	BeijingDaxue1964	k æ̃ ∼ ²¹³	48	k æ̃ ∼ ²¹³		81
1205	Meixian	dry	1398	1028	dry	幹	kon³³	dry	Liu2007	干	乾	kɔn⁴⁴	幹	BeijingDaxue1964	k ɔ n ⁴⁴	48	k ɔ n ⁴⁴		81
1396	Nanchang	dry	1398	1028	dry	幹	kon⁴²	dry	Liu2007	干	乾	kɔn⁴²	幹	BeijingDaxue1964	k ɔ n ⁴²	48	k ɔ n ⁴²		81
1589	Suzhou	dry	1398	1028	dry	幹	kø⁴⁴	dry	Liu2007	干	乾	kø⁴⁴	幹	BeijingDaxue1964	k ø ⁴⁴	48	k ø - ⁴⁴		81
1798	Wenzhou	dry	1398	1028	dry	幹	sə⁵¹ / ky⁴⁴	dry / dry	Liu2007 / Liu2007	操 / 干	乾 / 乾	ky⁴⁴	幹	BeijingDaxue1964	k y ⁴⁴	48	k y - ⁴⁴		81
1991	Xiamen	dry	1398	1028	dry	! □	ta⁵⁵	dry	Liu2007	焦	乾	ta⁵⁵	! □	BeijingDaxue1964	t a ⁵⁵	527			81
1992	Xiamen	dry	1398	1028	dry	幹						kan⁵⁵	幹	BeijingDaxue1964	k a n ⁵⁵	48	k a n ⁵⁵		81
3118	Chaozhou	dry														0			81
34	Beijing	early	672	1018	early	早						tsau²¹⁴	早	BeijingDaxue1964	ts a u ²¹⁴	55	ts a u ²¹⁴		190
231	Changsha	early	672	1018	early	早						tsau⁴¹	早	BeijingDaxue1964	ts a u ⁴¹	55	ts a u ⁴¹		190
420	Chengdu	early	672	1018	early	早						tsau⁵³	早	BeijingDaxue1964	ts a u ⁵³	55	ts a u ⁵³		190
614	Fuzhou	early	672	1018	early	早						tsa³¹	早	BeijingDaxue1964	ts a ³¹	55	ts a - ³¹		190
815	Guangzhou	early	672	1018	early	早						tʃou³⁵	早	BeijingDaxue1964	tʃ o u ³⁵	55	tʃ o u ³⁵		190
1017	Jinan	early	672	1018	early	早						tsɔ⁵⁵	早	BeijingDaxue1964	ts ɔ ⁵⁵	55	ts ɔ - ⁵⁵		190
1208	Meixian	early	672	1018	early	早						tsau³¹	早	BeijingDaxue1964	ts a u ³¹	55	ts a u ³¹		190
1399	Nanchang	early	672	1018	early	早						tsau²¹³	早	BeijingDaxue1964	ts a u ²¹³	55	ts a u ²¹³		190
1593	Suzhou	early	672	1018	early	早						tsæ⁴¹	早	BeijingDaxue1964	ts æ ⁴¹	55	ts æ - ⁴¹		190
1802	Wenzhou	early	672	1018	early	早						tsɜ⁴⁵	早	BeijingDaxue1964	ts ɜ ⁴⁵	55	ts ɜ - ⁴⁵		190
1996	Xiamen	early	672	1018	early	早						tsa⁵¹	早	BeijingDaxue1964	ts a ⁵¹	55	ts a - ⁵¹		190
3203	Chaozhou	early														0			190
2224	Beijing	eight														0			176
2302	Changsha	eight														0			176
2380	Chengdu	eight														0			176
2458	Fuzhou	eight														0			176
2536	Guangzhou	eight														0			176
2614	Jinan	eight														0			176
2692	Meixian	eight														0			176
2770	Nanchang	eight														0			176
2848	Suzhou	eight														0			176
2926	Wenzhou	eight														0			176
3004	Xiamen	eight														0			176
3226	Chaozhou	eight														0			176
2193	Beijing	far														0			68
2271	Changsha	far														0			68
2349	Chengdu	far														0			68
2427	Fuzhou	far														0			68
2505	Guangzhou	far														0			68
2583	Jinan	far														0			68
2661	Meixian	far														0			68
2739	Nanchang	far														0			68
2817	Suzhou	far														0			68
2895	Wenzhou	far														0			68
2973	Xiamen	far														0			68
3102	Chaozhou	far														0			68
43	Beijing	firewood	10	534	firewood	柴〔火〕						tʂʰai³⁵	柴〔火〕	BeijingDaxue1964	tʂʰ a i ³⁵	69	tʂʰ a i ³⁵		241
44	Beijing	firewood	10	534	firewood	劈柴						pʰi²¹⁴₂₁tʂʰai⁰	劈柴	BeijingDaxue1964	pʰ i ²¹⁴₂₁ tʂʰ a i ⁰	73 69	pʰ - i - ²¹⁴₂₁ ◦ tʂʰ a i ⁰		241
240	Changsha	firewood	10	534	firewood	柴						tsai¹³	柴	BeijingDaxue1964	ts a i ¹³	69	ts a i ¹³		241
429	Chengdu	firewood	10	534	firewood	柴						tsʰai³¹	柴	BeijingDaxue1964	tsʰ a i ³¹	69	tsʰ a i ³¹		241
626	Fuzhou	firewood	10	534	firewood	! 柴□						tsʰa⁵²₃₁løy²¹³	柴□	BeijingDaxue1964	tsʰ a ⁵²₃₁ l ø y ²¹³	69 70	tsʰ a - ⁵²₃₁ ◦ l ø y ²¹³		241
826	Guangzhou	firewood	10	534	firewood	柴						tʃʰai²¹	柴	BeijingDaxue1964	tʃʰ a i ²¹	69	tʃʰ a i ²¹		241
1025	Jinan	firewood	10	534	firewood	火頭						xuə⁵⁵tʰou⁰	火頭	BeijingDaxue1964	x u ə ⁵⁵ tʰ o u ⁰	71 773			241
1218	Meixian	firewood	10	534	firewood	柴						tsʰai¹²	柴	BeijingDaxue1964	tsʰ a i ¹²	69	tsʰ a i ¹²		241
1409	Nanchang	firewood	10	534	firewood	柴						tsʰai²⁴	柴	BeijingDaxue1964	tsʰ a i ²⁴	69	tsʰ a i ²⁴		241
1603	Suzhou	firewood	10	534	firewood	柴爿						zɒ²⁴₂₂bɛ³¹₃₃	柴爿	BeijingDaxue1964	z ɒ ²⁴₂₂ b ɛ ³¹₃₃	69 907	z ɒ - ²⁴₂₂ ◦ b ɛ ³¹₃₃		241
1604	Suzhou	firewood	10	534	firewood	劈柴						pʰiɪʔ⁴zɒ²⁴	劈柴	BeijingDaxue1964	pʰ i ɪ ʔ ⁴ z ɒ ²⁴	73 69	pʰ i ɪ ʔ ⁴ ◦ z ɒ - ²⁴		241
1811	Wenzhou	firewood	10	534	firewood	柴						za³¹	柴	BeijingDaxue1964	z a ³¹	69	z a - ³¹		241
2006	Xiamen	firewood	10	534	firewood	柴草						tsʰa²⁴₃₃tsʰau⁵¹	柴草	BeijingDaxue1964	tsʰ a ²⁴₃₃ tsʰ a u ⁵¹	69 1079	tsʰ a - ²⁴₃₃ ◦ tsʰ a u ⁵¹		241
2007	Xiamen	firewood	10	534	firewood	! 柴□						tsʰa²⁴₃₃te¹¹	柴□	BeijingDaxue1964	tsʰ a ²⁴₃₃ t e ¹¹	69 72	tsʰ a - ²⁴₃₃ ◦ t e - ¹¹		241
3109	Chaozhou	firewood														0			241
2170	Beijing	five														0			87
2248	Changsha	five														0			87
2326	Chengdu	five														0			87
2404	Fuzhou	five														0			87
2482	Guangzhou	five														0			87
2560	Jinan	five														0			87
2638	Meixian	five														0			87
2716	Nanchang	five														0			87
2794	Suzhou	five														0			87
2872	Wenzhou	five														0			87
2950	Xiamen	five														0			87
3033	Chaozhou	five														0			87
2216	Beijing	four														0			1
2294	Changsha	four														0			1
2372	Chengdu	four														0			1
2450	Fuzhou	four														0			1
2528	Guangzhou	four														0			1
2606	Jinan	four														0			1
2684	Meixian	four														0			1
2762	Nanchang	four														0			1
2840	Suzhou	four														0			1
2918	Wenzhou	four														0			1
2996	Xiamen	four														0			1
3194	Chaozhou	four														0			1
55	Beijing	full	1429	984	full	滿	man²¹⁴	full	Liu2007	滿	滿	man²¹⁴	滿	BeijingDaxue1964	m a n ²¹⁴	94	m - a n ²¹⁴		161
250	Changsha	full	1429	984	full	滿	mõ∼⁴¹	full	Liu2007	滿	滿	mõ∼⁴¹	滿	BeijingDaxue1964	m õ ∼ ⁴¹	94	m - õ ∼ ⁴¹		161
440	Chengdu	full	1429	984	full	滿	man⁵³ / pau²¹³	full / full	Liu2007 / Liu2007	滿 / 爆	滿 / 滿	man⁵³	滿	BeijingDaxue1964	m a n ⁵³	94	m - a n ⁵³		161
638	Fuzhou	full	1429	984	full	!	ko⁵⁵/²¹²+louŋ⁵³ / muaŋ³²	full / full	Liu2007 / Liu2007	個 郎 / 滿	滿 / 滿	paʔ⁴	!	BeijingDaxue1964	p a ʔ ⁴	548			161
836	Guangzhou	full	1429	984	full	滿	mun²³	full	Liu2007	滿	滿	mun²³	滿	BeijingDaxue1964	m u n ²³	94	m - u n ²³		161
1035	Jinan	full	1429	984	full	滿	mæ̃∼⁴⁵	full	Liu2007	滿	滿	mæ̃∼⁵⁵	滿	BeijingDaxue1964	m æ̃ ∼ ⁵⁵	94	m - æ̃ ∼ ⁵⁵		161
1230	Meixian	full	1429	984	full	滿	man³³	full	Liu2007	滿	滿	man⁴⁴	滿	BeijingDaxue1964	m a n ⁴⁴	94	m - a n ⁴⁴		161
1419	Nanchang	full	1429	984	full	滿	mon²¹³	full	Liu2007	滿	滿	mɔn²¹³	滿	BeijingDaxue1964	m ɔ n ²¹³	94	m - ɔ n ²¹³		161
1614	Suzhou	full	1429	984	full	滿	mø²³¹	full	Liu2007	滿	滿	mø³¹	滿	BeijingDaxue1964	m ø ³¹	94	m - ø - ³¹		161
1821	Wenzhou	full	1429	984	full	滿	mø²⁴²	full	Liu2007	滿	滿	mø²⁴	滿	BeijingDaxue1964	m ø ²⁴	94	m - ø - ²⁴		161
2018	Xiamen	full	1429	984	full	滿	muã∼⁵³	full	Liu2007	滿	滿	mũã∼⁵¹	滿	BeijingDaxue1964	m ũ ã ∼ ⁵¹	94	m ũ ã ∼ ⁵¹		161
3100	Chaozhou	full														0			161
57	Beijing	good	1035	1052	good	好	xɑu²¹⁴	good	Liu2007	好	好	xau²¹⁴	好	BeijingDaxue1964	x a u ²¹⁴	96	x a u ²¹⁴		76
252	Changsha	good	1035	1052	good	好	xau⁴¹	good	Liu2007	好	好	xau⁴¹	好	BeijingDaxue1964	x a u ⁴¹	96	x a u ⁴¹		76
442	Chengdu	good	1035	1052	good	好	xau⁵³	good	Liu2007	好	好	xau⁵³	好	BeijingDaxue1964	x a u ⁵³	96	x a u ⁵³		76
640	Fuzhou	good	1035	1052	good	好	ho³²	good	Liu2007	好	好	xɔ³¹	好	BeijingDaxue1964	x ɔ ³¹	96	x ɔ - ³¹		76
838	Guangzhou	good	1035	1052	good	好	hou³⁵	good	Liu2007	好	好	hou³⁵	好	BeijingDaxue1964	h o u ³⁵	96	h o u ³⁵		76
1037	Jinan	good	1035	1052	good	好	xɔ⁴⁵	good	Liu2007	好	好	xɔ⁵⁵	好	BeijingDaxue1964	x ɔ ⁵⁵	96	x ɔ - ⁵⁵		76
1038	Jinan	good	1035	1052	good	強						tɕʰiaŋ⁴²	強	BeijingDaxue1964	tɕʰ i a ŋ ⁴²	774			76
1232	Meixian	good	1035	1052	good	好	hau³¹	good	Liu2007	好	好	hau³¹	好	BeijingDaxue1964	h a u ³¹	96	h a u ³¹		76
1233	Meixian	good	1035	1052	good							@tsan³¹		BeijingDaxue1964	ts a n ³¹	1143			76
1421	Nanchang	good	1035	1052	good	好	hau²¹³	good	Liu2007	好	好	hau²¹³	好	BeijingDaxue1964	h a u ²¹³	96	h a u ²¹³		76
1617	Suzhou	good	1035	1052	good	好	hæ⁵²	good	Liu2007	好	好	hæ⁴¹	好	BeijingDaxue1964	h æ ⁴¹	96	h æ - ⁴¹		76
1618	Suzhou	good	1035	1052	good	靈						lin²⁴	靈	BeijingDaxue1964	l i n ²⁴	912			76
1619	Suzhou	good	1035	1052	good							@tsɛ⁵¹³		BeijingDaxue1964	ts ɛ ⁵¹³	1143			76
1823	Wenzhou	good	1035	1052	good	好	hə²⁴	good	Liu2007	好	好	hɜ⁴⁵	好	BeijingDaxue1964	h ɜ ⁴⁵	96	h ɜ - ⁴⁵		76
2020	Xiamen	good	1035	1052	good	好	ho⁵³	good	Liu2007	好	好	ho⁵¹	好	BeijingDaxue1964	h o ⁵¹	96	h o - ⁵¹		76
3177	Chaozhou	good														0			76
2230	Beijing	green														0			106
2308	Changsha	green														0			106
2386	Chengdu	green														0			106
2464	Fuzhou	green														0			106
2542	Guangzhou	green														0			106
2620	Jinan	green														0			106
2698	Meixian	green														0			106
2776	Nanchang	green														0			106
2854	Suzhou	green														0			106
2932	Wenzhou	green														0			106
3010	Xiamen	green														0			106
3250	Chaozhou	green														0			106
62	Beijing	hard	1884	1034	hard, firm	硬						iŋ⁵¹	硬	BeijingDaxue1964	i ŋ ⁵¹	108	- i - ŋ ⁵¹		71
257	Changsha	hard	1884	1034	hard, firm	硬						ŋən²¹	硬	BeijingDaxue1964	ŋ ə n ²¹	108	ŋ ə - n ²¹		71
447	Chengdu	hard	1884	1034	hard, firm	硬						ŋən¹³	硬	BeijingDaxue1964	ŋ ə n ¹³	108	ŋ ə - n ¹³		71
645	Fuzhou	hard	1884	1034	hard, firm	硬						ŋaiŋ²⁴²	硬	BeijingDaxue1964	ŋ a i ŋ ²⁴²	108	ŋ a i ŋ ²⁴²		71
843	Guangzhou	hard	1884	1034	hard, firm	硬						ŋaŋ²²	硬	BeijingDaxue1964	ŋ a ŋ ²²	108	ŋ a - ŋ ²²		71
1043	Jinan	hard	1884	1034	hard, firm	硬						iŋ²¹	硬	BeijingDaxue1964	i ŋ ²¹	108	- i - ŋ ²¹		71
1238	Meixian	hard	1884	1034	hard, firm	硬						ŋaŋ⁴²	硬	BeijingDaxue1964	ŋ a ŋ ⁴²	108	ŋ a - ŋ ⁴²		71
1426	Nanchang	hard	1884	1034	hard, firm	硬						ŋaŋ³¹	硬	BeijingDaxue1964	ŋ a ŋ ³¹	108	ŋ a - ŋ ³¹		71
1625	Suzhou	hard	1884	1034	hard, firm	硬						ŋaŋ³¹	硬	BeijingDaxue1964	ŋ a ŋ ³¹	108	ŋ a - ŋ ³¹		71
1828	Wenzhou	hard	1884	1034	hard, firm	硬						ŋɛ¹¹	硬	BeijingDaxue1964	ŋ ɛ ¹¹	108	ŋ ɛ - - ¹¹		71
2025	Xiamen	hard	1884	1034	hard, firm	硬						ŋĩ∼³³	硬	BeijingDaxue1964	ŋ ĩ ∼ ³³	108	ŋ ĩ - ∼ ³³		71
3179	Chaozhou	hard														0			71
63	Beijing	he or she [third person singular]	262	934	he, she, it (third person singular)	他						tʰa⁵⁵	他	BeijingDaxue1964	tʰ a ⁵⁵	109			191
258	Changsha	he or she [third person singular]	262	934	he, she, it (third person singular)	他						tʰa³³	他	BeijingDaxue1964	tʰ a ³³	109			191
448	Chengdu	he or she [third person singular]	262	934	he, she, it (third person singular)	他						tʰa⁴⁴	他	BeijingDaxue1964	tʰ a ⁴⁴	109			191
646	Fuzhou	he or she [third person singular]	262	934	he, she, it (third person singular)	伊						i⁴⁴	伊	BeijingDaxue1964	i ⁴⁴	559			191
844	Guangzhou	he or she [third person singular]	262	934	he, she, it (third person singular)	佢						kʰøy²³	佢	BeijingDaxue1964	kʰ ø y ²³	689			191
1044	Jinan	he or she [third person singular]	262	934	he, she, it (third person singular)	他						tʰa⁵⁵	他	BeijingDaxue1964	tʰ a ⁵⁵	109			191
1239	Meixian	he or she [third person singular]	262	934	he, she, it (third person singular)	佢						ki¹²	佢	BeijingDaxue1964	k i ¹²	689			191
1427	Nanchang	he or she [third person singular]	262	934	he, she, it (third person singular)	但						tɕʰiɛ²⁴	但	BeijingDaxue1964	tɕʰ i ɛ ²⁴	884			191
1626	Suzhou	he or she [third person singular]	262	934	he, she, it (third person singular)	俚						li⁴⁴	俚	BeijingDaxue1964	l i ⁴⁴	917			191
1829	Wenzhou	he or she [third person singular]	262	934	he, she, it (third person singular)	其						gi³¹	其	BeijingDaxue1964	g i ³¹	1002			191
2026	Xiamen	he or she [third person singular]	262	934	he, she, it (third person singular)	伊						i⁵⁵	伊	BeijingDaxue1964	i ⁵⁵	559			191
3222	Chaozhou	he or she [third person singular]														0			191
66	Beijing	heavy	1210	1014	heavy	重	ʈʂuŋ⁵¹	heavy	Liu2007	重	重	tʂuŋ⁵¹	重	BeijingDaxue1964	tʂ u ŋ ⁵¹	117	tʂ u - ŋ ⁵¹		18
67	Beijing	heavy	1210	1014	heavy	沈						tʂʰən³⁵	沈	BeijingDaxue1964	tʂʰ ə n ³⁵	118			18
261	Changsha	heavy	1210	1014	heavy	重	tsən¹¹	heavy	Liu2007	重	重	tsən²¹	重	BeijingDaxue1964	ts ə n ²¹	117	ts ə - n ²¹		18
451	Chengdu	heavy	1210	1014	heavy	重	tsoŋ²¹³	heavy	Liu2007	重	重	tsoŋ¹³	重	BeijingDaxue1964	ts o ŋ ¹³	117	ts o - ŋ ¹³		18
649	Fuzhou	heavy	1210	1014	heavy	重	tɔyŋ²⁴²	heavy	Liu2007	重	重	tøyŋ²⁴²	重	BeijingDaxue1964	t ø y ŋ ²⁴²	117	t ø y ŋ ²⁴²		18
847	Guangzhou	heavy	1210	1014	heavy	重	tsoŋ²²	heavy	Liu2007	重	重	tʃʰʊŋ²³	重	BeijingDaxue1964	tʃʰ ʊ ŋ ²³	117	tʃʰ ʊ - ŋ ²³		18
1047	Jinan	heavy	1210	1014	heavy	重	ʈʂuŋ³¹	heavy	Liu2007	重	重	tʂuŋ²¹	重	BeijingDaxue1964	tʂ u ŋ ²¹	117	tʂ u - ŋ ²¹		18
1242	Meixian	heavy	1210	1014	heavy	重	tsʰuŋ⁵³	heavy	Liu2007	重	重	tsʰuŋ⁴⁴	重	BeijingDaxue1964	tsʰ u ŋ ⁴⁴	117	tsʰ u - ŋ ⁴⁴		18
1430	Nanchang	heavy	1210	1014	heavy	重	tsʰuŋ²¹	heavy	Liu2007	重	重	tsʰuŋ³¹	重	BeijingDaxue1964	tsʰ u ŋ ³¹	117	tsʰ u - ŋ ³¹		18
1629	Suzhou	heavy	1210	1014	heavy	重	zoŋ²³¹	heavy	Liu2007	重	重	zoŋ³¹	重	BeijingDaxue1964	z o ŋ ³¹	117	z o - ŋ ³¹		18
1832	Wenzhou	heavy	1210	1014	heavy	重	dʑyɔ²⁴	heavy	Liu2007	重	重	dʑyɔ²⁴	重	BeijingDaxue1964	dʑ y ɔ ²⁴	117	dʑ y ɔ - ²⁴		18
2029	Xiamen	heavy	1210	1014	heavy	重	taŋ²²	heavy	Liu2007	重	重	taŋ³³	重	BeijingDaxue1964	t a ŋ ³³	117	t a - ŋ ³³		18
3157	Chaozhou	heavy														0			18
