ID	DOCULECT	CONCEPT	CONCEPTICON_ID	TBL_ID	GLOSS_IN_SOURCE	CHINESE_GLOSS_IN_SOURCE	ALT_IPA	ALT_GLOSS	ALT_SOURCE	ALT_CHARS	ALT_CHINESE_GLOSS	IPA	HANZI	SOURCE	TOKENS	COGIDS
809	Guangzhou	dirty	1230	1086	*dirty	!						la²³tʃa³⁵	!	BeijingDaxue1964	l a ²³ tʃ a ³⁵	
1009	Jinan	dirty	1230	1086	*dirty	髒	tsaŋ²¹³ / la²¹³/²¹+tʰa⁰ / ŋa²¹³/²¹+tsa⁰ / tsɑŋ²¹⁴	dirty / dirty / dirty / dirty	Hou2004 / Hou2004 / Hou2004 / Liu2007	脏 / 邋遢 / 腌臜 / 脏	脏 / 脏 / 脏 / 髒	tsaŋ²¹³	髒	BeijingDaxue1964	ts a ŋ ²¹³	44
1201	Meixian	dirty	1230	1086	*dirty	!	me⁵³	dirty	Liu2007	囗	髒	ɛu⁴²nɛu⁴²	!	BeijingDaxue1964	ɛ u ⁴² n ɛ u ⁴²	
1202	Meixian	dirty	1230	1086	*dirty	!						ɔ⁴⁴tsɔ⁴⁴	!	BeijingDaxue1964	ɔ ⁴⁴ ts ɔ ⁴⁴	
1393	Nanchang	dirty	1230	1086	*dirty	!	ŋɑ⁴²+tsɑ⁰² / laʔ⁵+tʰaʔ⁰² / tsɔŋ⁴² / ŋa⁴²+tsa⁰	dirty / dirty / dirty / dirty	Hou2004 / Hou2004 / Liu2007 / Liu2007	腌臜 / 邋遢 / 脏 / 腌 臢	脏 / 脏 / 髒 / 髒	ŋa⁴²tsa⁴²	!	BeijingDaxue1964	ŋ a ⁴² ts a ⁴²	
1586	Suzhou	dirty	1230	1086	*dirty	齷齪	oʔ⁵+tsʰoʔ⁵ / oʔ⁴+tsʰoʔ⁴	dirty / dirty	Hou2004 / Liu2007	龌龊 / 龌 龊	脏 / 髒	oʔ⁴tsʰoʔ⁴	齷齪	BeijingDaxue1964	o ʔ ⁴ tsʰ o ʔ ⁴	444 445
1794	Wenzhou	dirty	1230	1086	*dirty	糟	ɜ³³+tsɜ³³ / ə⁴⁴+tsə⁴⁴	dirty / dirty	Hou2004 / Liu2007	鏖糟 / 鏖 糟	脏 / 髒	@ɜ⁴⁴tsɜ⁴⁴	糟	BeijingDaxue1964	@ ɜ ⁴⁴ ts ɜ ⁴⁴	673
1986	Xiamen	dirty	1230	1086	*dirty	流 淞	lau³⁵/²²+siɔŋ³⁵ / lau²²/²⁴+siɔŋ²⁴	dirty / dirty	Hou2004 / Liu2007	流疡 / 流 疡	脏 / 髒	lau²⁴₃₃siɔŋ²⁴	流 淞	BeijingDaxue1964	l a u ²⁴₃₃ s i ɔ ŋ ²⁴	1068 1069 1070
1987	Xiamen	dirty	1230	1086	*dirty	垃圾						lap³²₅sap³²	垃圾	BeijingDaxue1964	l a p ³²₅ s a p ³²	1071 1072
1988	Xiamen	dirty	1230	1086	*dirty	腌臜						am⁵⁵₃₃tsam⁵⁵	腌臜	BeijingDaxue1964	a m ⁵⁵₃₃ ts a m ⁵⁵	1073 1074
31	Beijing	dry	1398	1028	dry	幹	kan⁵⁵	dry	Liu2007	干	乾	kan⁵⁵	幹	BeijingDaxue1964	k a n ⁵⁵	48
228	Changsha	dry	1398	1028	dry	幹	kan³³	dry	Liu2007	干	乾	kan³³	幹	BeijingDaxue1964	k a n ³³	48
417	Chengdu	dry	1398	1028	dry	幹	kan⁴⁵	dry	Liu2007	干	乾	kan⁴⁴	幹	BeijingDaxue1964	k a n ⁴⁴	48
608	Fuzhou	dry	1398	1028	dry	! □	kaŋ⁵⁵ / ta⁵⁵	dry / dry	Liu2007 / Liu2007	干 / 焦	乾 / 乾	ta⁴⁴	! □	BeijingDaxue1964	t a ⁴⁴	527 0
609	Fuzhou	dry	1398	1028	dry	幹						kaŋ⁴⁴	幹	BeijingDaxue1964	k a ŋ ⁴⁴	48
812	Guangzhou	dry	1398	1028	dry	幹	kɔn⁵³	dry	Liu2007	干	乾	kɔn⁵³	幹	BeijingDaxue1964	k ɔ n ⁵³	48
1012	Jinan	dry	1398	1028	dry	幹	kæ̃∼²¹⁴	dry	Liu2007	干	乾	kæ̃∼²¹³	幹	BeijingDaxue1964	k æ̃ ∼ ²¹³	48
1205	Meixian	dry	1398	1028	dry	幹	kon³³	dry	Liu2007	干	乾	kɔn⁴⁴	幹	BeijingDaxue1964	k ɔ n ⁴⁴	48
1396	Nanchang	dry	1398	1028	dry	幹	kon⁴²	dry	Liu2007	干	乾	kɔn⁴²	幹	BeijingDaxue1964	k ɔ n ⁴²	48
1589	Suzhou	dry	1398	1028	dry	幹	kø⁴⁴	dry	Liu2007	干	乾	kø⁴⁴	幹	BeijingDaxue1964	k ø ⁴⁴	48
1798	Wenzhou	dry	1398	1028	dry	幹	sə⁵¹ / ky⁴⁴	dry / dry	Liu2007 / Liu2007	操 / 干	乾 / 乾	ky⁴⁴	幹	BeijingDaxue1964	k y ⁴⁴	48
1991	Xiamen	dry	1398	1028	dry	! □	ta⁵⁵	dry	Liu2007	焦	乾	ta⁵⁵	! □	BeijingDaxue1964	t a ⁵⁵	527 0
1992	Xiamen	dry	1398	1028	dry	幹						kan⁵⁵	幹	BeijingDaxue1964	k a n ⁵⁵	48
34	Beijing	early	672	1018	early	早						tsau²¹⁴	早	BeijingDaxue1964	ts a u ²¹⁴	55
231	Changsha	early	672	1018	early	早						tsau⁴¹	早	BeijingDaxue1964	ts a u ⁴¹	55
420	Chengdu	early	672	1018	early	早						tsau⁵³	早	BeijingDaxue1964	ts a u ⁵³	55
614	Fuzhou	early	672	1018	early	早						tsa³¹	早	BeijingDaxue1964	ts a ³¹	55
815	Guangzhou	early	672	1018	early	早						tʃou³⁵	早	BeijingDaxue1964	tʃ o u ³⁵	55
1017	Jinan	early	672	1018	early	早						tsɔ⁵⁵	早	BeijingDaxue1964	ts ɔ ⁵⁵	55
1208	Meixian	early	672	1018	early	早						tsau³¹	早	BeijingDaxue1964	ts a u ³¹	55
1399	Nanchang	early	672	1018	early	早						tsau²¹³	早	BeijingDaxue1964	ts a u ²¹³	55
1593	Suzhou	early	672	1018	early	早						tsæ⁴¹	早	BeijingDaxue1964	ts æ ⁴¹	55
1802	Wenzhou	early	672	1018	early	早						tsɜ⁴⁵	早	BeijingDaxue1964	ts ɜ ⁴⁵	55
1996	Xiamen	early	672	1018	early	早						tsa⁵¹	早	BeijingDaxue1964	ts a ⁵¹	55
43	Beijing	firewood	10	534	firewood	柴〔火〕						tʂʰai³⁵	柴〔火〕	BeijingDaxue1964	tʂʰ a i ³⁵	69 70 71 72
44	Beijing	firewood	10	534	firewood	劈柴						pʰi²¹⁴₂₁tʂʰai⁰	劈柴	BeijingDaxue1964	pʰ i ²¹⁴₂₁ tʂʰ a i ⁰	73 69
240	Changsha	firewood	10	534	firewood	柴						tsai¹³	柴	BeijingDaxue1964	ts a i ¹³	69
429	Chengdu	firewood	10	534	firewood	柴						tsʰai³¹	柴	BeijingDaxue1964	tsʰ a i ³¹	69
626	Fuzhou	firewood	10	534	firewood	! 柴□						tsʰa⁵²₃₁løy²¹³	! 柴□	BeijingDaxue1964	tsʰ a ⁵²₃₁ l ø y ²¹³	548 69 0
826	Guangzhou	firewood	10	534	firewood	柴						tʃʰai²¹	柴	BeijingDaxue1964	tʃʰ a i ²¹	69
1025	Jinan	firewood	10	534	firewood	火頭						xuə⁵⁵tʰou⁰	火頭	BeijingDaxue1964	x u ə ⁵⁵ tʰ o u ⁰	71 773
1218	Meixian	firewood	10	534	firewood	柴						tsʰai¹²	柴	BeijingDaxue1964	tsʰ a i ¹²	69
1409	Nanchang	firewood	10	534	firewood	柴						tsʰai²⁴	柴	BeijingDaxue1964	tsʰ a i ²⁴	69
1603	Suzhou	firewood	10	534	firewood	柴爿						zɒ²⁴₂₂bɛ³¹₃₃	柴爿	BeijingDaxue1964	z ɒ ²⁴₂₂ b ɛ ³¹₃₃	69 907
1604	Suzhou	firewood	10	534	firewood	劈柴						pʰiɪʔ⁴zɒ²⁴	劈柴	BeijingDaxue1964	pʰ i ɪ ʔ ⁴ z ɒ ²⁴	73 69
1811	Wenzhou	firewood	10	534	firewood	柴						za³¹	柴	BeijingDaxue1964	z a ³¹	69
2006	Xiamen	firewood	10	534	firewood	柴草						tsʰa²⁴₃₃tsʰau⁵¹	柴草	BeijingDaxue1964	tsʰ a ²⁴₃₃ tsʰ a u ⁵¹	69 1079
2007	Xiamen	firewood	10	534	firewood	! 柴□						tsʰa²⁴₃₃te¹¹	! 柴□	BeijingDaxue1964	tsʰ a ²⁴₃₃ t e ¹¹	548 69 0
55	Beijing	full	1429	984	full	滿	man²¹⁴	full	Liu2007	滿	滿	man²¹⁴	滿	BeijingDaxue1964	m a n ²¹⁴	94
250	Changsha	full	1429	984	full	滿	mõ∼⁴¹	full	Liu2007	滿	滿	mõ∼⁴¹	滿	BeijingDaxue1964	m õ ∼ ⁴¹	94
440	Chengdu	full	1429	984	full	滿	man⁵³ / pau²¹³	full / full	Liu2007 / Liu2007	滿 / 爆	滿 / 滿	man⁵³	滿	BeijingDaxue1964	m a n ⁵³	94
638	Fuzhou	full	1429	984	full	!	ko⁵⁵/²¹²+louŋ⁵³ / muaŋ³²	full / full	Liu2007 / Liu2007	個 郎 / 滿	滿 / 滿	paʔ⁴	!	BeijingDaxue1964	p a ʔ ⁴	
836	Guangzhou	full	1429	984	full	滿	mun²³	full	Liu2007	滿	滿	mun²³	滿	BeijingDaxue1964	m u n ²³	94
1035	Jinan	full	1429	984	full	滿	mæ̃∼⁴⁵	full	Liu2007	滿	滿	mæ̃∼⁵⁵	滿	BeijingDaxue1964	m æ̃ ∼ ⁵⁵	94
1230	Meixian	full	1429	984	full	滿	man³³	full	Liu2007	滿	滿	man⁴⁴	滿	BeijingDaxue1964	m a n ⁴⁴	94
1419	Nanchang	full	1429	984	full	滿	mon²¹³	full	Liu2007	滿	滿	mɔn²¹³	滿	BeijingDaxue1964	m ɔ n ²¹³	94
1614	Suzhou	full	1429	984	full	滿	mø²³¹	full	Liu2007	滿	滿	mø³¹	滿	BeijingDaxue1964	m ø ³¹	94
1821	Wenzhou	full	1429	984	full	滿	mø²⁴²	full	Liu2007	滿	滿	mø²⁴	滿	BeijingDaxue1964	m ø ²⁴	94
2018	Xiamen	full	1429	984	full	滿	muã∼⁵³	full	Liu2007	滿	滿	mũã∼⁵¹	滿	BeijingDaxue1964	m ũ ã ∼ ⁵¹	94
57	Beijing	good	1035	1052	good	好	xɑu²¹⁴	good	Liu2007	好	好	xau²¹⁴	好	BeijingDaxue1964	x a u ²¹⁴	96
252	Changsha	good	1035	1052	good	好	xau⁴¹	good	Liu2007	好	好	xau⁴¹	好	BeijingDaxue1964	x a u ⁴¹	96
442	Chengdu	good	1035	1052	good	好	xau⁵³	good	Liu2007	好	好	xau⁵³	好	BeijingDaxue1964	x a u ⁵³	96
640	Fuzhou	good	1035	1052	good	好	ho³²	good	Liu2007	好	好	xɔ³¹	好	BeijingDaxue1964	x ɔ ³¹	96
838	Guangzhou	good	1035	1052	good	好	hou³⁵	good	Liu2007	好	好	hou³⁵	好	BeijingDaxue1964	h o u ³⁵	96
1037	Jinan	good	1035	1052	good	好	xɔ⁴⁵	good	Liu2007	好	好	xɔ⁵⁵	好	BeijingDaxue1964	x ɔ ⁵⁵	96
1038	Jinan	good	1035	1052	good	強						tɕʰiaŋ⁴²	強	BeijingDaxue1964	tɕʰ i a ŋ ⁴²	774
1232	Meixian	good	1035	1052	good	好	hau³¹	good	Liu2007	好	好	hau³¹	好	BeijingDaxue1964	h a u ³¹	96
1233	Meixian	good	1035	1052	good							@tsan³¹		BeijingDaxue1964	@ ts a n ³¹	
1421	Nanchang	good	1035	1052	good	好	hau²¹³	good	Liu2007	好	好	hau²¹³	好	BeijingDaxue1964	h a u ²¹³	96
1617	Suzhou	good	1035	1052	good	好	hæ⁵²	good	Liu2007	好	好	hæ⁴¹	好	BeijingDaxue1964	h æ ⁴¹	96
1618	Suzhou	good	1035	1052	good	靈						lin²⁴	靈	BeijingDaxue1964	l i n ²⁴	912
1619	Suzhou	good	1035	1052	good							@tsɛ⁵¹³		BeijingDaxue1964	@ ts ɛ ⁵¹³	
1823	Wenzhou	good	1035	1052	good	好	hə²⁴	good	Liu2007	好	好	hɜ⁴⁵	好	BeijingDaxue1964	h ɜ ⁴⁵	96
2020	Xiamen	good	1035	1052	good	好	ho⁵³	good	Liu2007	好	好	ho⁵¹	好	BeijingDaxue1964	h o ⁵¹	96
62	Beijing	hard	1884	1034	hard, firm	硬						iŋ⁵¹	硬	BeijingDaxue1964	i ŋ ⁵¹	108
257	Changsha	hard	1884	1034	hard, firm	硬						ŋən²¹	硬	BeijingDaxue1964	ŋ ə n ²¹	108
447	Chengdu	hard	1884	1034	hard, firm	硬						ŋən¹³	硬	BeijingDaxue1964	ŋ ə n ¹³	108
645	Fuzhou	hard	1884	1034	hard, firm	硬						ŋaiŋ²⁴²	硬	BeijingDaxue1964	ŋ a i ŋ ²⁴²	108
843	Guangzhou	hard	1884	1034	hard, firm	硬						ŋaŋ²²	硬	BeijingDaxue1964	ŋ a ŋ ²²	108
1043	Jinan	hard	1884	1034	hard, firm	硬						iŋ²¹	硬	BeijingDaxue1964	i ŋ ²¹	108
1238	Meixian	hard	1884	1034	hard, firm	硬						ŋaŋ⁴²	硬	BeijingDaxue1964	ŋ a ŋ ⁴²	108
1426	Nanchang	hard	1884	1034	hard, firm	硬						ŋaŋ³¹	硬	BeijingDaxue1964	ŋ a ŋ ³¹	108
1625	Suzhou	hard	1884	1034	hard, firm	硬						ŋaŋ³¹	硬	BeijingDaxue1964	ŋ a ŋ ³¹	108
1828	Wenzhou	hard	1884	1034	hard, firm	硬						ŋɛ¹¹	硬	BeijingDaxue1964	ŋ ɛ ¹¹	108
2025	Xiamen	hard	1884	1034	hard, firm	硬						ŋĩ∼³³	硬	BeijingDaxue1964	ŋ ĩ ∼ ³³	108
63	Beijing	he or she [third person singular]	262	934	he, she, it (third person singular)	他						tʰa⁵⁵	他	BeijingDaxue1964	tʰ a ⁵⁵	109
258	Changsha	he or she [third person singular]	262	934	he, she, it (third person singular)	他						tʰa³³	他	BeijingDaxue1964	tʰ a ³³	109
448	Chengdu	he or she [third person singular]	262	934	he, she, it (third person singular)	他						tʰa⁴⁴	他	BeijingDaxue1964	tʰ a ⁴⁴	109
646	Fuzhou	he or she [third person singular]	262	934	he, she, it (third person singular)	伊						i⁴⁴	伊	BeijingDaxue1964	i ⁴⁴	559
844	Guangzhou	he or she [third person singular]	262	934	he, she, it (third person singular)	佢						kʰøy²³	佢	BeijingDaxue1964	kʰ ø y ²³	689
1044	Jinan	he or she [third person singular]	262	934	he, she, it (third person singular)	他						tʰa⁵⁵	他	BeijingDaxue1964	tʰ a ⁵⁵	109
1239	Meixian	he or she [third person singular]	262	934	he, she, it (third person singular)	佢						ki¹²	佢	BeijingDaxue1964	k i ¹²	689
1427	Nanchang	he or she [third person singular]	262	934	he, she, it (third person singular)	但						tɕʰiɛ²⁴	但	BeijingDaxue1964	tɕʰ i ɛ ²⁴	884
1626	Suzhou	he or she [third person singular]	262	934	he, she, it (third person singular)	俚						li⁴⁴	俚	BeijingDaxue1964	l i ⁴⁴	917
1829	Wenzhou	he or she [third person singular]	262	934	he, she, it (third person singular)	其						gi³¹	其	BeijingDaxue1964	g i ³¹	1002
2026	Xiamen	he or she [third person singular]	262	934	he, she, it (third person singular)	伊						i⁵⁵	伊	BeijingDaxue1964	i ⁵⁵	559
66	Beijing	heavy	1210	1014	heavy	重	ʈʂuŋ⁵¹	heavy	Liu2007	重	重	tʂuŋ⁵¹	重	BeijingDaxue1964	tʂ u ŋ ⁵¹	117
67	Beijing	heavy	1210	1014	heavy	沈						tʂʰən³⁵	沈	BeijingDaxue1964	tʂʰ ə n ³⁵	118
261	Changsha	heavy	1210	1014	heavy	重	tsən¹¹	heavy	Liu2007	重	重	tsən²¹	重	BeijingDaxue1964	ts ə n ²¹	117
451	Chengdu	heavy	1210	1014	heavy	重	tsoŋ²¹³	heavy	Liu2007	重	重	tsoŋ¹³	重	BeijingDaxue1964	ts o ŋ ¹³	117
649	Fuzhou	heavy	1210	1014	heavy	重	tɔyŋ²⁴²	heavy	Liu2007	重	重	tøyŋ²⁴²	重	BeijingDaxue1964	t ø y ŋ ²⁴²	117
847	Guangzhou	heavy	1210	1014	heavy	重	tsoŋ²²	heavy	Liu2007	重	重	tʃʰʊŋ²³	重	BeijingDaxue1964	tʃʰ ʊ ŋ ²³	117
1047	Jinan	heavy	1210	1014	heavy	重	ʈʂuŋ³¹	heavy	Liu2007	重	重	tʂuŋ²¹	重	BeijingDaxue1964	tʂ u ŋ ²¹	117
1242	Meixian	heavy	1210	1014	heavy	重	tsʰuŋ⁵³	heavy	Liu2007	重	重	tsʰuŋ⁴⁴	重	BeijingDaxue1964	tsʰ u ŋ ⁴⁴	117
1430	Nanchang	heavy	1210	1014	heavy	重	tsʰuŋ²¹	heavy	Liu2007	重	重	tsʰuŋ³¹	重	BeijingDaxue1964	tsʰ u ŋ ³¹	117
1629	Suzhou	heavy	1210	1014	heavy	重	zoŋ²³¹	heavy	Liu2007	重	重	zoŋ³¹	重	BeijingDaxue1964	z o ŋ ³¹	117
1832	Wenzhou	heavy	1210	1014	heavy	重	dʑyɔ²⁴	heavy	Liu2007	重	重	dʑyɔ²⁴	重	BeijingDaxue1964	dʑ y ɔ ²⁴	117
2029	Xiamen	heavy	1210	1014	heavy	重	taŋ²²	heavy	Liu2007	重	重	taŋ³³	重	BeijingDaxue1964	t a ŋ ³³	117
68	Beijing	here	136	944	this side, here	這邊	ʈʂɤr⁵¹ / ʈʂar⁰ / ʈʂei⁵¹+xar¹ / ʈʂei⁵¹+xər¹ / ʈʂɤ⁵³/⁵¹+li²¹³	here / here / here / here / here	Hou2004 / Hou2004 / Hou2004 / Hou2004 / Liu2007	这 / 这 / 这下 / 这下 / 这 里	这里 / 这里 / 这里 / 这里 / 這裡	tʂə⁵¹pianr⁰	這邊	BeijingDaxue1964	tʂ ə ⁵¹ p i a n r ⁰	119 120
262	Changsha	here	136	944	this side, here	!  邊	ko²⁴+li⁰ / ko²⁴+kʰuai⁴¹+tsɿ⁰ / ko²⁴+li⁰	here / here / here	Hou2004 / Hou2004 / Liu2007	咯里 / 咯块子 / 咯 裏	这里 / 这里 / 這裡	ko²⁴piẽ∼³³	!  邊	BeijingDaxue1964	k o ²⁴ p i ẽ ∼ ³³	372 372 120
263	Changsha	here	136	944	this side, here	!  邊						kei²⁴piẽ∼³³	!  邊	BeijingDaxue1964	k e i ²⁴ p i ẽ ∼ ³³	372 372 120
452	Chengdu	here	136	944	this side, here	這邊	tsər⁵⁵ / tsə˞/ə²¹³ / tse²¹³+kə⁵⁵+ti²¹³+fa	here / here / here	Hou2004 / Liu2007 / Liu2007	这 / 这 / 这 个 地 方	这里 / 這裡 / 這裡	tse¹³pian⁴⁴	這邊	BeijingDaxue1964	ts e ¹³ p i a n ⁴⁴	119 120
650	Fuzhou	here	136	944	this side, here	只 邊	tsi³²/⁴⁴+lɔy²¹² / tsi³⁵/³²+lie³²	here / here	Hou2004 / Liu2007	这块 / 只 里	这里 / 這裡	tsi³¹βeiŋ⁴⁴	只 邊	BeijingDaxue1964	ts i ³¹ β e i ŋ ⁴⁴	561 372 120
848	Guangzhou	here	136	944	this side, here	呢便	nei⁵⁵+tou²² / nei⁵⁵+sy³³ / li⁵³+tou³³	here / here / here	Hou2004 / Hou2004 / Liu2007	呢度 / 呢处 / 呢 到	这里 / 这里 / 這裡	ni⁵³pin²²	呢便	BeijingDaxue1964	n i ⁵³ p i n ²²	690 691
1048	Jinan	here	136	944	this side, here	這邊兒	ʈʂə²¹/⁵⁴⁴+ɲi⁰ / ʈʂər²¹ / ʈʂə²¹/⁵⁴⁴+və⁰+ɲi⁰ / ʈʂɤ⁴¹/³¹+li⁰	here / here / here / here	Hou2004 / Hou2004 / Hou2004 / Liu2007	这里 / 这 / 这窝里 / 这 里	这里 / 这里 / 这里 / 這裡	tʂə²¹pɛr⁰	這邊兒	BeijingDaxue1964	tʂ ə ²¹ p ɛ r ⁰	119 120 777
1243	Meixian	here	136	944	this side, here	俚片	e³³/³¹+ie⁰	here	Liu2007	这	這裡	li³¹pʰiɛn³¹	俚片	BeijingDaxue1964	l i ³¹ pʰ i ɛ n ³¹	825 826
1431	Nanchang	here	136	944	this side, here	!  邊	ko²¹³+li⁰⁴ / ko²¹³+kʰuai⁰⁴+ɕiɛʔ⁵+tsɿ⁰² / ko²¹³+li⁰	here / here / here	Hou2004 / Hou2004 / Liu2007	箇里 / 箇块屑子 / 竹固 裏	这里 / 这里 / 這裡	kɔ²¹³piɛn⁴²	!  邊	BeijingDaxue1964	k ɔ ²¹³ p i ɛ n ⁴²	372 372 120
1630	Suzhou	here	136	944	this side, here	該 面	ᴇ⁵⁵+ʔtaʔ⁰ / kᴇ⁵⁵+ʔtaʔ⁰ / gəʔ³+taʔ⁰ / ke̞⁴⁴+taʔ⁰	here / here / here / here	Hou2004 / Hou2004 / Hou2004 / Liu2007	哀搭 / 该搭 / 搿搭 / 该 搭	这里 / 这里 / 这里 / 這裡	kɛ⁴⁴miɪ³¹₂₁	該 面	BeijingDaxue1964	k ɛ ⁴⁴ m i ɪ ³¹₂₁	918 372 919
1631	Suzhou	here	136	944	this side, here	哀 面						ɛ⁴⁴miɪ³¹₂₁	哀 面	BeijingDaxue1964	ɛ ⁴⁴ m i ɪ ³¹₂₁	920 372 919
1632	Suzhou	here	136	944	this side, here	!  面						gɤʔ²³miɪ³¹₂₁	!  面	BeijingDaxue1964	g ɤ ʔ ²³ m i ɪ ³¹₂₁	372 372 919
1833	Wenzhou	here	136	944	this side, here	!  面	ke²¹³/²¹+lei³⁵/³³ / kau²¹³ / kau²¹³/²¹+duɔ³⁵ / ki²/⁴¹+lei⁴⁴	here / here / here / here	Hou2004 / Hou2004 / Hou2004 / Liu2007	居里 / 居+屋 / 居+屋宕 / 该 里	这里 / 这里 / 这里 / 這裡	ki²³mai¹¹	!  面	BeijingDaxue1964	k i ²³ m a i ¹¹	372 372 919
2030	Xiamen	here	136	944	this side, here	!  平	tsit³²/⁵+te²¹ / tsia³⁵ / tsit⁵/³²*+te²¹	here / here / here	Hou2004 / Hou2004 / Liu2007	即带 / 遮 / 即 带	这里 / 这里 / 這裡	tsit³²₅piŋ²⁴	!  平	BeijingDaxue1964	ts i t ³²₅ p i ŋ ²⁴	372 372 1086
69	Beijing	high / tall	1265	968	high	高						kau⁵⁵	高	BeijingDaxue1964	k a u ⁵⁵	121
264	Changsha	high / tall	1265	968	high	高						kau³³	高	BeijingDaxue1964	k a u ³³	121
453	Chengdu	high / tall	1265	968	high	高						kau⁴⁴	高	BeijingDaxue1964	k a u ⁴⁴	121
651	Fuzhou	high / tall	1265	968	high	懸						keiŋ⁵²	懸	BeijingDaxue1964	k e i ŋ ⁵²	562
849	Guangzhou	high / tall	1265	968	high	高						kou⁵³	高	BeijingDaxue1964	k o u ⁵³	121
1049	Jinan	high / tall	1265	968	high	高						kɔ²¹³	高	BeijingDaxue1964	k ɔ ²¹³	121
1244	Meixian	high / tall	1265	968	high	高						kau⁴⁴	高	BeijingDaxue1964	k a u ⁴⁴	121
1432	Nanchang	high / tall	1265	968	high	高						kau⁴²	高	BeijingDaxue1964	k a u ⁴²	121
1633	Suzhou	high / tall	1265	968	high	高						kæ⁴⁴	高	BeijingDaxue1964	k æ ⁴⁴	121
1834	Wenzhou	high / tall	1265	968	high	高						kɜ⁴⁴	高	BeijingDaxue1964	k ɜ ⁴⁴	121
2031	Xiamen	high / tall	1265	968	high	懸						kũãĩ∼²⁴	懸	BeijingDaxue1964	k ũ ã ĩ ∼ ²⁴	562
72	Beijing	horizontal	2376	1001	horizontal	橫						xəŋ³⁵	橫	BeijingDaxue1964	x ə ŋ ³⁵	125
267	Changsha	horizontal	2376	1001	horizontal	橫						fən¹³	橫	BeijingDaxue1964	f ə n ¹³	125
456	Chengdu	horizontal	2376	1001	horizontal	橫						xuən³¹	橫	BeijingDaxue1964	x u ə n ³¹	125
654	Fuzhou	horizontal	2376	1001	horizontal	橫						xuaŋ⁵²	橫	BeijingDaxue1964	x u a ŋ ⁵²	125
853	Guangzhou	horizontal	2376	1001	horizontal	橫						waŋ²¹	橫	BeijingDaxue1964	w a ŋ ²¹	125
1052	Jinan	horizontal	2376	1001	horizontal	橫						xəŋ⁴²	橫	BeijingDaxue1964	x ə ŋ ⁴²	125
1247	Meixian	horizontal	2376	1001	horizontal	橫						vaŋ¹²	橫	BeijingDaxue1964	v a ŋ ¹²	125
1435	Nanchang	horizontal	2376	1001	horizontal	橫						uaŋ⁵⁵	橫	BeijingDaxue1964	u a ŋ ⁵⁵	125
1636	Suzhou	horizontal	2376	1001	horizontal	橫						ɦuaŋ²⁴	橫	BeijingDaxue1964	ɦ u a ŋ ²⁴	125
1839	Wenzhou	horizontal	2376	1001	horizontal	橫						viɛ³¹	橫	BeijingDaxue1964	v i ɛ ³¹	125
2034	Xiamen	horizontal	2376	1001	horizontal	橫						hũãĩ∼²⁴	橫	BeijingDaxue1964	h ũ ã ĩ ∼ ²⁴	125
74	Beijing	hot	1286	1062	hot	熱	ʐɤ⁵¹ / ʐɤ⁵¹	hot / hot	Hou2004 / Liu2007	热 / 熱	热 / 熱	ʐə⁵¹	熱	BeijingDaxue1964	ʐ ə ⁵¹	128
269	Changsha	hot	1286	1062	hot	熱	ye²⁴ / ye²⁴	hot / hot	Hou2004 / Liu2007	热 / 熱	热 / 熱	ye²⁴	熱	BeijingDaxue1964	y e ²⁴	128
458	Chengdu	hot	1286	1062	hot	熱	ze³¹ / ze²¹	hot / hot	Hou2004 / Liu2007	热 / 熱	热 / 熱	ze³¹	熱	BeijingDaxue1964	z e ³¹	128
656	Fuzhou	hot	1286	1062	hot	熱	ieʔ⁵ / ieʔ⁵	hot / hot	Hou2004 / Liu2007	热 / 熱	热 / 熱	ieʔ⁴	熱	BeijingDaxue1964	i e ʔ ⁴	128
855	Guangzhou	hot	1286	1062	hot	熱	jit² / heŋ³³ / it²	hot / hot / hot	Hou2004 / Hou2004 / Liu2007	热 / 庆 / 熱	热 / 热 / 熱	jit²²	熱	BeijingDaxue1964	j i t ²²	128
1054	Jinan	hot	1286	1062	hot	熱	ʐə²¹ / ʐy³¹	hot / hot	Hou2004 / Liu2007	热 / 熱	热 / 熱	ʐə²¹	熱	BeijingDaxue1964	ʐ ə ²¹	128
1249	Meixian	hot	1286	1062	hot	熱	ŋiat⁵ / sau³³	hot / hot	Hou2004 / Liu2007	热 / 熱	热 / 熱	ȵiayt⁴	熱	BeijingDaxue1964	ȵ i a y t ⁴	128
1250	Meixian	hot	1286	1062	hot	燒						sau⁴⁴	燒	BeijingDaxue1964	s a u ⁴⁴	829
1437	Nanchang	hot	1286	1062	hot	熱	lɛʔ⁵ / lɛt⁵	hot / hot	Hou2004 / Liu2007	热 / 熱	热 / 熱	lɛt⁵	熱	BeijingDaxue1964	l ɛ t ⁵	128
1638	Suzhou	hot	1286	1062	hot	熱	ɲiəʔ³ / ɲiɛʔ²³*/²³	hot / hot	Hou2004 / Liu2007	热 / 熱	热 / 熱	ȵiɪʔ²³	熱	BeijingDaxue1964	ȵ i ɪ ʔ ²³	128
1841	Wenzhou	hot	1286	1062	hot	熱	ɲi²¹³ / ɲi²¹	hot / hot	Hou2004 / Liu2007	热 / 熱	热 / 熱	ȵi¹²	熱	BeijingDaxue1964	ȵ i ¹²	128
