# Wordlist

# META
@modified:2015-01-20 10:39

# DATA
ID	GLOSS_IN_SOURCE	SOURCE	ENTRY_IN_SOURCE	POS	CHINESE_GLOSS	DOCULECT	IPA	CONCEPT	ID_IN_SOURCE	PST
2823	shave (the head)	Wang2006a	(ɕia44)	verb	?	Ega	ɕia₄₄	shave	1668	CVT
2824	shave (the head)	Wang2006a	(ɕiu44)	verb	?	Jinman	ɕiu₄₄	shave	1668	CVT
2825	shave (the head)	Wang2006a	tɕian31	verb	?	Jinxing	t͡ɕian₃₁	shave	1668	CVcT
2826	shave (the head)	Wang2006a	tɕiɚ̃21	verb	?	Dashi	t͡ɕiɚ̃₂₁	shave	1668	CVT
2827	shave (the head)	Wang2006a	tɕiɛ31	verb	?	Zhoucheng	t͡ɕiɛ₃₁	shave	1668	CVT
2828	shave (the head)	Wang2006a	tɕiɚ̃21	verb	?	Mazhelong	t͡ɕiɚ̃₂₁	shave	1668	CVT
2829	shave(head)	Allen2007	tɕɛ31	verb	剃（头）	Jianchuan	t͡ɕɛ₃₁	shave	321	CVT
2830	shave(head)	Allen2007	tɕɛ31	verb	剃（头）	Eryuan	t͡ɕɛ₃₁	shave	321	CVT
2831	shave(head)	Allen2007	tɕɛ31	verb	剃（头）	Heqi	t͡ɕɛ₃₁	shave	321	CVT
2832	shave(head)	Allen2007	tɕɛ̃42	verb	剃（头）	Lanping	t͡ɕɛ̃₄₂	shave	321	CVT
2833	shave(head)	Allen2007	tɕɛ31	verb	剃（头）	Qiliqiao	t͡ɕɛ₃₁	shave	321	CVT
2834	shave(head)	Allen2007	tɕɛ31	verb	剃（头）	Yunlong	t͡ɕɛ₃₁	shave	321	CVT
2835	shave(head)	Allen2007	jɛ̃21	verb	剃（头）	Xiangyun	jɛ̃₂₁	shave	321	CVT
2836	shave(head)	Allen2007	ɕo55	verb	剃（头）	Luobenzhuo	ɕo₅₅	shave	321	CVT
#
4427	shoe	Wang2006a	(jen35)	?	?	Tuoluo	jen₃₅	shoe	479	CVcT
4428	shoe	Wang2006a	ʁɛ12	?	?	Gongxing	ʁɛ₁₂	shoe	479	CVT
4429	shoe	Wang2006a	(ɲ21)	?	?	Enqi	ɲ₂₁	shoe	479	cT
4430	shoe	Wang2006a	ŋa21	?	?	Ega	ŋa₂₁	shoe	479	CVT
4431	shoe	Wang2006a	o21tse44	?	?	Jinman	o₂₁t͡se₄₄	shoe	479	VTCVT
4432	shoe	Wang2006a	ŋe21	?	?	Jinxing	ŋe₂₁	shoe	479	CVT
4433	shoe	Wang2006a	ŋe21	?	?	Zhoucheng	ŋe₂₁	shoe	479	CVT
4434	shoe	Wang2006a	ɣɛ21	?	?	Mazhelong	ɣɛ₂₁	shoe	479	CVT
4435	shoe	Allen2007	ŋɛ21	?	鞋	Jianchuan	ŋɛ₂₁	shoe	186	CVT
4436	shoe	Allen2007	ŋe21	?	鞋	Eryuan	ŋe₂₁	shoe	186	CVT
4437	shoe	Allen2007	ŋɛ21	?	鞋	Heqi	ŋɛ₂₁	shoe	186	CVT
4438	shoe	Allen2007	ŋẽ21(tɕĩ44)	?	鞋	Lanping	ŋẽ₂₁t͡ɕĩ₄₄	shoe	186	CVTCVT
4439	shoe	Allen2007	ŋe21tɕi33	?	鞋	Qiliqiao	ŋe₂₁t͡ɕi₃₃	shoe	186	CVTCVT
4440	shoe	Allen2007	ŋɛ21	?	鞋	Yunlong	ŋɛ₂₁	shoe	186	CVT
4441	shoe	Allen2007	ni21pa42	?	鞋	Xiangyun	ni₂₁pa₄₂	shoe	186	CVTCVT
4442	shoe	Allen2007	wu44tsɿ33	?	鞋	Luobenzhuo	wu₄₄t͡sɿ₃₃	shoe	186	CVTCVT
#
2837	sieve; sifter	Wang2006a	lɔ35	verb	?	Tuoluo	lɔ₃₅	sieve	629	CVT
2838	sieve; sifter	Wang2006a	lao12	verb	?	Gongxing	lao₁₂	sieve	629	CVT
2839	sieve; sifter	Wang2006a	lo21	verb	?	Enqi	lo₂₁	sieve	629	CVT
2840	sieve; sifter	Wang2006a	lo21	verb	?	Ega	lo₂₁	sieve	629	CVT
2841	sieve; sifter	Wang2006a	lo21	verb	?	Jinman	lo₂₁	sieve	629	CVT
2842	sieve; sifter	Wang2006a	lou21	verb	?	Jinxing	lou₂₁	sieve	629	CVT
2843	sieve; sifter	Wang2006a	lou21	verb	?	Dashi	lou₂₁	sieve	629	CVT
2844	sieve; sifter	Wang2006a	lo21	verb	?	Zhoucheng	lo₂₁	sieve	629	CVT
2845	sieve; sifter	Wang2006a	lo21	verb	?	Mazhelong	lo₂₁	sieve	629	CVT
2846	sieve	Allen2007	lou21tɯ21	verb	筛子	Jianchuan	lou₂₁tɯ₂₁	sieve	211	CVTCVT
2847	sieve	Allen2007	lɔ21pe21	verb	筛子	Eryuan	lɔ₂₁pe₂₁	sieve	211	CVTCVT
2848	sieve	Allen2007	lɔu21tsɿ33	verb	筛子	Heqi	lɔu₂₁t͡sɿ₃₃	sieve	211	CVTCVT
2849	sieve	Allen2007	lao21	verb	筛子	Lanping	lao₂₁	sieve	211	CVT
2850	sieve	Allen2007	lɔ21se32	verb	筛子	Qiliqiao	lɔ₂₁se₃₂	sieve	211	CVTCVT
2851	sieve	Allen2007	lɔ21pe21	verb	筛子	Yunlong	lɔ₂₁pe₂₁	sieve	211	CVTCVT
2852	sieve	Allen2007	tsʰɔ55lɔ21	verb	筛子	Xiangyun	t͡sʰɔ₅₅lɔ₂₁	sieve	211	CVTCVT
2853	sieve	Allen2007	lɔ21tɕĩ33	verb	筛子	Luobenzhuo	lɔ₂₁t͡ɕĩ₃₃	sieve	211	CVTCVT
#
2854	sit	Wang2006a	kv21	verb	?	Tuoluo	kɤ₂₁	sit	1819	CVT
2855	sit	Wang2006a	kao42	verb	?	Gongxing	kao₄₂	sit	1819	CVT
2856	sit	Wang2006a	ku43	verb	?	Enqi	ku₄₃	sit	1819	CVT
2857	sit	Wang2006a	kv42	verb	?	Ega	kɤ₄₂	sit	1819	CVT
2858	sit	Wang2006a	kv42	verb	?	Jinman	kɤ₄₂	sit	1819	CVT
2859	sit	Wang2006a	kv42	verb	?	Jinxing	kɤ₄₂	sit	1819	CVT
2860	sit	Wang2006a	ko42	verb	?	Dashi	ko₄₂	sit	1819	CVT
2861	sit	Wang2006a	kv42	verb	?	Zhoucheng	kɤ₄₂	sit	1819	CVT
2862	sit	Wang2006a	kv42	verb	?	Mazhelong	kɤ₄₂	sit	1819	CVT
2863	sit	Allen2007	kɤ42	verb	坐	Jianchuan	kɤ₄₂	sit	282	CVT
2864	sit	Allen2007	kɤ42	verb	坐	Eryuan	kɤ₄₂	sit	282	CVT
2865	sit	Allen2007	kuɔ42	verb	坐	Heqi	kuɔ₄₂	sit	282	CVT
2866	sit	Allen2007	tsʰao44	verb	坐	Lanping	t͡sʰao₄₄	sit	282	CVT
2867	sit	Allen2007	kɤ32	verb	坐	Qiliqiao	kɤ₃₂	sit	282	CVT
2868	sit	Allen2007	kɤ42	verb	坐	Yunlong	kɤ₄₂	sit	282	CVT
2869	sit	Allen2007	kɯ42	verb	坐	Xiangyun	kɯ₄₂	sit	282	CVT
2870	sit	Allen2007	kɤ44	verb	坐	Luobenzhuo	kɤ₄₄	sit	282	CVT
#
2871	six	Wang2006a	fo42	?	?	Tuoluo	fo₄₂	six	802	CVT
2872	six	Wang2006a	pfu24	?	?	Gongxing	pfu₂₄	six	802	CCVT
2873	six	Wang2006a	fo55	?	?	Enqi	fo₅₅	six	802	CVT
2874	six	Wang2006a	xo44	?	?	Ega	xo₄₄	six	802	CVT
2875	six	Wang2006a	xo55	?	?	Jinman	xo₅₅	six	802	CVT
2876	six	Wang2006a	fv44	?	?	Jinxing	fɤ₄₄	six	802	CVT
2877	six	Wang2006a	fo44	?	?	Dashi	fo₄₄	six	802	CVT
2878	six	Wang2006a	fv44	?	?	Zhoucheng	fɤ₄₄	six	802	CVT
2879	six	Wang2006a	fv44	?	?	Mazhelong	fɤ₄₄	six	802	CVT
2880	six	Allen2007	fɤ44	?	六	Jianchuan	fɤ₄₄	six	455	CVT
2881	six	Allen2007	fɤ44	?	六	Eryuan	fɤ₄₄	six	455	CVT
2882	six	Allen2007	fɤ44	?	六	Heqi	fɤ₄₄	six	455	CVT
2883	six	Allen2007	fɔ44	?	六	Lanping	fɔ₄₄	six	455	CVT
2884	six	Allen2007	fɤ44	?	六	Qiliqiao	fɤ₄₄	six	455	CVT
2885	six	Allen2007	fɤ44	?	六	Yunlong	fɤ₄₄	six	455	CVT
2886	six	Allen2007	fɤ44	?	六	Xiangyun	fɤ₄₄	six	455	CVT
2887	six	Allen2007	fɔ44	?	六	Luobenzhuo	fɔ₄₄	six	455	CVT
#
2888	sky	Wang2006a	xen55	?	?	Tuoluo	xen₅₅	sky	1	CVcT
2889	sky	Wang2006a	hen55	?	?	Gongxing	hen₅₅	sky	1	CVcT
2890	sky	Wang2006a	xE24	?	?	Enqi	xɛ₂₄	sky	1	CVT
2891	sky	Wang2006a	xɛ̃55	?	?	Ega	xɛ̃₅₅	sky	1	CVT
2892	sky	Wang2006a	xɛ̃55	?	?	Jinman	xɛ̃₅₅	sky	1	CVT
2893	sky	Wang2006a	xen55	?	?	Jinxing	xen₅₅	sky	1	CVcT
2894	sky	Wang2006a	xen55	?	?	Dashi	xen₅₅	sky	1	CVcT
2895	sky	Wang2006a	xe55	?	?	Zhoucheng	xe₅₅	sky	1	CVT
2896	sky	Wang2006a	xen55	?	?	Mazhelong	xen₅₅	sky	1	CVcT
2897	sky	Allen2007	xẽ55	?	天	Jianchuan	xẽ₅₅	sky	1	CVT
2898	sky	Allen2007	xe55	?	天	Eryuan	xe₅₅	sky	1	CVT
2899	sky	Allen2007	xʰẽ55	?	天	Heqi	xʰẽ₅₅	sky	1	CVT
2900	sky	Allen2007	xẽ55kʰao31	?	天	Lanping	xẽ₅₅kʰao₃₁	sky	1	CVTCVT
2901	sky	Allen2007	xe55	?	天	Qiliqiao	xe₅₅	sky	1	CVT
2902	sky	Allen2007	xe55	?	天	Yunlong	xe₅₅	sky	1	CVT
2903	sky	Allen2007	xẽ55	?	天	Xiangyun	xẽ₅₅	sky	1	CVT
2904	sky	Allen2007	xẽ55	?	天	Luobenzhuo	xẽ₅₅	sky	1	CVT
#
2905	to smell	Wang2006a	tʰv55	verb	?	Tuoluo	tʰɤ₅₅	smell	1707	CVT
2906	to smell	Wang2006a	tʂʰy55	verb	?	Gongxing	t͡ʂʰy₅₅	smell	1707	CVT
2907	to smell	Wang2006a	tʰiu24	verb	?	Enqi	tʰiu₂₄	smell	1707	CVT
2908	to smell	Wang2006a	xã55	verb	?	Ega	xã₅₅	smell	1707	CVT
2909	to smell	Wang2006a	ʈʰu55	verb	?	Jinman	ʈʰu₅₅	smell	1707	CVT
2910	to smell	Wang2006a	tsʰu55	verb	?	Jinxing	t͡sʰu₅₅	smell	1707	CVT
2911	to smell	Wang2006a	tʂʰu55	verb	?	Dashi	t͡ʂʰu₅₅	smell	1707	CVT
2912	to smell	Wang2006a	tʂv55	verb	?	Zhoucheng	t͡ʂɤ₅₅	smell	1707	CVT
2913	to smell	Wang2006a	tsʰu55	verb	?	Mazhelong	t͡sʰu₅₅	smell	1707	CVT
2914	smell(vb)	Allen2007	tsʰu55	verb	臭、闻	Jianchuan	t͡sʰu₅₅	smell	259	CVT
2915	smell(vb)	Allen2007	tʂʰu55	verb	臭、闻	Eryuan	t͡ʂʰu₅₅	smell	259	CVT
2916	smell(vb)	Allen2007	tɕʰu35	verb	臭、闻	Heqi	t͡ɕʰu₃₅	smell	259	CVT
2917	smell(vb)	Allen2007	tsʰu55	verb	臭、闻	Lanping	t͡sʰu₅₅	smell	259	CVT
2918	smell(vb)	Allen2007	ʧʰu55	verb	臭、闻	Qiliqiao	ʧʰu₅₅	smell	259	CVT
2919	smell(vb)	Allen2007	tsʰu55	verb	臭、闻	Yunlong	t͡sʰu₅₅	smell	259	CVT
2920	smell(vb)	Allen2007	tɕʰu55	verb	臭、闻	Xiangyun	t͡ɕʰu₅₅	smell	259	CVT
2921	smell(vb)	Allen2007	ʈʰɤ31	verb	臭、闻	Luobenzhuo	ʈʰɤ₃₁	smell	259	CVT
#
2922	stinking,; smelly	Wang2006a	tʰv21	?	?	Tuoluo	tʰɤ₂₁	smelly	1070	CVT
2923	stinking,; smelly	Wang2006a	tsʰu42	?	?	Gongxing	t͡sʰu₄₂	smelly	1070	CVT
2924	stinking,; smelly	Wang2006a	(xæ24)tʰiu43	?	?	Enqi	xæ₂₄tʰiu₄₃	smelly	1070	CVTCVT
2925	stinking,; smelly	Wang2006a	tɕʰu42	?	?	Ega	t͡ɕʰu₄₂	smelly	1070	CVT
2926	stinking,; smelly	Wang2006a	ʈʰv42	?	?	Jinman	ʈʰɤ₄₂	smelly	1070	CVT
2927	stinking,; smelly	Wang2006a	tsʰu31	?	?	Jinxing	t͡sʰu₃₁	smelly	1070	CVT
2928	stinking,; smelly	Wang2006a	tʂʰu31	?	?	Dashi	t͡ʂʰu₃₁	smelly	1070	CVT
2929	stinking,; smelly	Wang2006a	tsʰu31	?	?	Zhoucheng	t͡sʰu₃₁	smelly	1070	CVT
2930	smelly	Allen2007	tsʰu31	?	臭	Jianchuan	t͡sʰu₃₁	smelly	442	CVT
2931	smelly	Allen2007	tʂʰu31	?	臭	Eryuan	t͡ʂʰu₃₁	smelly	442	CVT
2932	smelly	Allen2007	tsʰu31	?	臭	Heqi	t͡sʰu₃₁	smelly	442	CVT
2933	smelly	Allen2007	tsʰu31	?	臭	Lanping	t͡sʰu₃₁	smelly	442	CVT
2934	smelly	Allen2007	ʧʰu31	?	臭	Qiliqiao	ʧʰu₃₁	smelly	442	CVT
2935	smelly	Allen2007	tsʰu31	?	臭	Yunlong	t͡sʰu₃₁	smelly	442	CVT
2936	smelly	Allen2007	tsʰu31	?	臭	Xiangyun	t͡sʰu₃₁	smelly	442	CVT
2937	smelly	Allen2007	ʈʰɤ42	?	臭	Luobenzhuo	ʈʰɤ₄₂	smelly	442	CVT
#
2938	snake	Wang2006a	tʂʰɚ̃33	?	?	Tuoluo	t͡ʂʰɚ̃₃₃	snake	347	CVT
2939	snake	Wang2006a	tʂʰi22	?	?	Gongxing	t͡ʂʰi₂₂	snake	347	CVT
2940	snake	Wang2006a	tsʰɿ22	?	?	Enqi	t͡sʰɿ₂₂	snake	347	CVT
2941	snake	Wang2006a	tsʰɛ22	?	?	Ega	t͡sʰɛ₂₂	snake	347	CVT
2942	snake	Wang2006a	tɕʰiɚ̃22	?	?	Jinman	t͡ɕʰiɚ̃₂₂	snake	347	CVT
2943	snake	Wang2006a	kʰv33	?	?	Jinxing	kʰɤ₃₃	snake	347	CVT
2944	snake	Wang2006a	kʰo33	?	?	Dashi	kʰo₃₃	snake	347	CVT
2945	snake	Wang2006a	kʰv33	?	?	Zhoucheng	kʰɤ₃₃	snake	347	CVT
2946	snake	Wang2006a	tɕʰiu33	?	?	Mazhelong	t͡ɕʰiu₃₃	snake	347	CVT
2947	snake	Allen2007	kʰɤ33	?	蛇	Jianchuan	kʰɤ₃₃	snake	70	CVT
2948	snake	Allen2007	kʰɤ33	?	蛇	Eryuan	kʰɤ₃₃	snake	70	CVT
2949	snake	Allen2007	kʰuɔ33	?	蛇	Heqi	kʰuɔ₃₃	snake	70	CVT
2950	snake	Allen2007	kʰuɛ33	?	蛇	Lanping	kʰuɛ₃₃	snake	70	CVT
2951	snake	Allen2007	kʰɤ33	?	蛇	Qiliqiao	kʰɤ₃₃	snake	70	CVT
2952	snake	Allen2007	kʰɤ33	?	蛇	Yunlong	kʰɤ₃₃	snake	70	CVT
2953	snake	Allen2007	kʰɛ33	?	蛇	Xiangyun	kʰɛ₃₃	snake	70	CVT
2954	snake	Allen2007	tɕʰɛ̃33	?	蛇	Luobenzhuo	t͡ɕʰɛ̃₃₃	snake	70	CVT
4265	snake	Wang2006a	tʂʰɚ̃33	?	?	Tuoluo	t͡ʂʰɚ̃₃₃	snake	347	CVT
4266	snake	Wang2006a	tʂʰi22	?	?	Gongxing	t͡ʂʰi₂₂	snake	347	CVT
4267	snake	Wang2006a	tsʰɿ22	?	?	Enqi	t͡sʰɿ₂₂	snake	347	CVT
4268	snake	Wang2006a	ʃʰɛ22	?	?	Ega	ʃʰɛ₂₂	snake	347	CVT
4269	snake	Wang2006a	tɕ↑iɚ̃22	?	?	Jinman	t͡ɕ↑iɚ̃₂₂	snake	347	cCVT
4270	snake	Wang2006a	tɕʰiu33	?	?	Mazhelong	t͡ɕʰiu₃₃	snake	347	CVT
#
2963	snow	Wang2006a	sue42	?	?	Tuoluo	sue₄₂	snow	12	CVT
2964	snow	Wang2006a	suɛ42	?	?	Gongxing	suɛ₄₂	snow	12	CVT
2965	snow	Wang2006a	suE55	?	?	Enqi	suɛ₅₅	snow	12	CVT
2966	snow	Wang2006a	suɛ44	?	?	Ega	suɛ₄₄	snow	12	CVT
2967	snow	Wang2006a	sue55	?	?	Jinman	sue₅₅	snow	12	CVT
2968	snow	Wang2006a	sui44	?	?	Jinxing	sui₄₄	snow	12	CVT
2969	snow	Wang2006a	sʰue44	?	?	Dashi	sʰue₄₄	snow	12	CVT
2970	snow	Wang2006a	sue44	?	?	Zhoucheng	sue₄₄	snow	12	CVT
2971	snow	Wang2006a	ɕyɛ44	?	?	Mazhelong	ɕyɛ₄₄	snow	12	CVT
2972	snow	Allen2007	sue44	?	雪	Jianchuan	sue₄₄	snow	11	CVT
2973	snow	Allen2007	sue44	?	雪	Eryuan	sue₄₄	snow	11	CVT
2974	snow	Allen2007	sʰue44	?	雪	Heqi	sʰue₄₄	snow	11	CVT
2975	snow	Allen2007	sue44	?	雪	Lanping	sue₄₄	snow	11	CVT
2976	snow	Allen2007	ɕy44	?	雪	Qiliqiao	ɕy₄₄	snow	11	CVT
2977	snow	Allen2007	ɕyɛ44	?	雪	Yunlong	ɕyɛ₄₄	snow	11	CVT
2978	snow	Allen2007	sue44	?	雪	Xiangyun	sue₄₄	snow	11	CVT
2979	snow	Allen2007	suɛ55	?	雪	Luobenzhuo	suɛ₅₅	snow	11	CVT
#
2980	soak; steep	Wang2006a	zi35	verb	?	Tuoluo	zi₃₅	soak	1444	CVT
2981	soak; steep	Wang2006a	dzi12	verb	?	Gongxing	d͡zi₁₂	soak	1444	CVT
2982	soak; steep	Wang2006a	tsi21	verb	?	Enqi	t͡si₂₁	soak	1444	CVT
2983	soak; steep	Wang2006a	(ɲya55)	verb	?	Ega	ɲya₅₅	soak	1444	CVT
2984	soak; steep	Wang2006a	(ɲiua55)	verb	?	Jinman	ɲiua₅₅	soak	1444	CVT
2985	soak; steep	Wang2006a	(pʰɑ44)	verb	?	Jinxing	pʰɑ₄₄	soak	1444	CVT
2986	soak; steep	Wang2006a	tsi21	verb	?	Dashi	t͡si₂₁	soak	1444	CVT
2987	soak; steep	Wang2006a	tsi21	verb	?	Zhoucheng	t͡si₂₁	soak	1444	CVT
2988	soak; steep	Wang2006a	(ɣɚ44)	verb	?	Mazhelong	ɣɚ₄₄	soak	1444	CVT
2989	soak(seeds)	Allen2007	tsɯ21	verb	浸（种）	Jianchuan	t͡sɯ₂₁	soak	311	CVT
2990	soak(seeds)	Allen2007	tsɯ21	verb	浸（种）	Eryuan	t͡sɯ₂₁	soak	311	CVT
2991	soak(seeds)	Allen2007	tsɿ21	verb	浸（种）	Heqi	t͡sɿ₂₁	soak	311	CVT
2992	soak(seeds)	Allen2007	pʰao55/tsɯ21	verb	浸（种）	Lanping	pʰao₅₅	soak	311	CVT
2993	soak(seeds)	Allen2007	tsɿ21	verb	浸（种）	Qiliqiao	t͡sɿ₂₁	soak	311	CVT
2994	soak(seeds)	Allen2007	pʰao33	verb	浸（种）	Yunlong	pʰao₃₃	soak	311	CVT
2995	soak(seeds)	Allen2007	zɿ21	verb	浸（种）	Xiangyun	zɿ₂₁	soak	311	CVT
2996	soak(seeds)	Allen2007	ɲũã55	verb	浸（种）	Luobenzhuo	ɲũã₅₅	soak	311	CVT
#
2997	son	Wang2006a	tsi33	?	?	Tuoluo	t͡si₃₃	son	220	CVT
2998	son	Wang2006a	tsi22	?	?	Gongxing	t͡si₂₂	son	220	CVT
2999	son	Wang2006a	tsi22	?	?	Enqi	t͡si₂₂	son	220	CVT
3000	son	Wang2006a	tsi22	?	?	Ega	t͡si₂₂	son	220	CVT
3001	son	Wang2006a	tsi22	?	?	Jinman	t͡si₂₂	son	220	CVT
3002	son	Wang2006a	tsi33	?	?	Jinxing	t͡si₃₃	son	220	CVT
3003	son	Wang2006a	tsi33	?	?	Dashi	t͡si₃₃	son	220	CVT
3004	son	Wang2006a	tsi33	?	?	Zhoucheng	t͡si₃₃	son	220	CVT
3005	son	Wang2006a	tsi33	?	?	Mazhelong	t͡si₃₃	son	220	CVT
3006	son	Allen2007	tsɿ33	?	儿子	Jianchuan	t͡sɿ₃₃	son	165	CVT
3007	son	Allen2007	tsɿ33	?	儿子	Eryuan	t͡sɿ₃₃	son	165	CVT
3008	son	Allen2007	tsɿ33	?	儿子	Heqi	t͡sɿ₃₃	son	165	CVT
3009	son	Allen2007	tsɿ33jĩ21	?	儿子	Lanping	t͡sɿ₃₃jĩ₂₁	son	165	CVTCVT
3010	son	Allen2007	tsɿ33	?	儿子	Qiliqiao	t͡sɿ₃₃	son	165	CVT
3011	son	Allen2007	tsɿ33	?	儿子	Yunlong	t͡sɿ₃₃	son	165	CVT
3012	son	Allen2007	tsɿ33	?	儿子	Xiangyun	t͡sɿ₃₃	son	165	CVT
3013	son	Allen2007	tɕi33	?	儿子	Luobenzhuo	t͡ɕi₃₃	son	165	CVT
#
3014	(soul); spirit	Wang2006a	pʰaŋ21maŋ21	?	?	Tuoluo	pʰaŋ₂₁maŋ₂₁	soul	673	CVcTCVcT
3015	(soul); spirit	Wang2006a	pʰan42man22	?	?	Gongxing	pʰan₄₂man₂₂	soul	673	CVcTCVcT
3016	(soul); spirit	Wang2006a	pʰæ43ma43	?	?	Enqi	pʰæ₄₃ma₄₃	soul	673	CVTCVT
3017	(soul); spirit	Wang2006a	p'h,42ma42	?	?	Ega	p'h,₄₂ma₄₂	soul	673	CVcTCVT
3018	(soul); spirit	Wang2006a	pʰã42mã42	?	?	Jinman	pʰã₄₂mã₄₂	soul	673	CVTCVT
3019	(soul); spirit	Wang2006a	p'h,an31man31	?	?	Jinxing	p'h,an₃₁man₃₁	soul	673	CVCVcTCVcT
3020	(soul); spirit	Wang2006a	pʰo31miɛ31	?	?	Zhoucheng	pʰo₃₁miɛ₃₁	soul	673	CVTCVT
3021	(soul); spirit	Wang2006a	pʰɚ21mɚ̃21	?	?	Mazhelong	pʰɚ₂₁mɚ̃₂₁	soul	673	CVTCVT
3022	soul	Allen2007	pʰɛ31mɛ31	?	魂	Jianchuan	pʰɛ₃₁mɛ₃₁	soul	248	CVTCVT
3023	soul	Allen2007	pʰɛ31mɛ31	?	魂	Eryuan	pʰɛ₃₁mɛ₃₁	soul	248	CVTCVT
3024	soul	Allen2007	pʰɯ31mɛ31	?	魂	Heqi	pʰɯ₃₁mɛ₃₁	soul	248	CVTCVT
3025	soul	Allen2007	pʰa44ma33	?	魂	Lanping	pʰa₄₄ma₃₃	soul	248	CVTCVT
3026	soul	Allen2007	sɿ21tsʰɛ55	?	魂	Qiliqiao	sɿ₂₁t͡sʰɛ₅₅	soul	248	CVTCVT
3027	soul	Allen2007	pʰɛ31mɛ31	?	魂	Yunlong	pʰɛ₃₁mɛ₃₁	soul	248	CVTCVT
3028	soul	Allen2007	pʰɛ̃31mɛ21	?	魂	Xiangyun	pʰɛ̃₃₁mɛ₂₁	soul	248	CVTCVT
3029	soul	Allen2007	pʰa44ma44	?	魂	Luobenzhuo	pʰa₄₄ma₄₄	soul	248	CVTCVT
#
3030	sound	Wang2006a	tʰiaŋ55	?	?	Tuoluo	tʰiaŋ₅₅	sound;voice	161	CVcT
3031	sound	Wang2006a	tʰian55	?	?	Gongxing	tʰian₅₅	sound;voice	161	CVcT
3032	sound	Wang2006a	tʰiæ24	?	?	Enqi	tʰiæ₂₄	sound;voice	161	CVT
3033	sound	Wang2006a	tɕʰia55	?	?	Ega	t͡ɕʰia₅₅	sound;voice	161	CVT
3034	sound	Wang2006a	ʈã55	?	?	Jinman	ʈã₅₅	sound;voice	161	CVT
3035	sound	Wang2006a	tsʰan55	?	?	Jinxing	t͡sʰan₅₅	sound;voice	161	CVcT
3036	sound	Wang2006a	tʂʰɚ̃55	?	?	Dashi	t͡ʂʰɚ̃₅₅	sound;voice	161	CVT
3037	sound	Wang2006a	tsʰɛ55	?	?	Zhoucheng	t͡sʰɛ₅₅	sound;voice	161	CVT
3038	sound	Wang2006a	tsʰɚ55	?	?	Mazhelong	t͡sʰɚ₅₅	sound;voice	161	CVT
3039	sound,voice	Allen2007	tsʰɛ̃55tɕʰi44	?	声音	Jianchuan	t͡sʰɛ̃₅₅t͡ɕʰi₄₄	sound;voice	241	CVTCVT
3040	sound,voice	Allen2007	tʂʰɛ55kʲʰi44	?	声音	Eryuan	t͡ʂʰɛ₅₅kʲʰi₄₄	sound;voice	241	CVTCVT
3041	sound,voice	Allen2007	tsʰɛ̃55tɕʰi44	?	声音	Heqi	t͡sʰɛ̃₅₅t͡ɕʰi₄₄	sound;voice	241	CVTCVT
3042	sound,voice	Allen2007	tsʰɯ̃55tɕʰi42	?	声音	Lanping	t͡sʰɯ̃₅₅t͡ɕʰi₄₂	sound;voice	241	CVTCVT
3043	sound,voice	Allen2007	tsʰɛ55tɕʰi44	?	声音	Qiliqiao	t͡sʰɛ₅₅t͡ɕʰi₄₄	sound;voice	241	CVTCVT
3044	sound,voice	Allen2007	tsʰɛ55tɕʰi44	?	声音	Yunlong	t͡sʰɛ₅₅t͡ɕʰi₄₄	sound;voice	241	CVTCVT
3045	sound,voice	Allen2007	tsʰɛ̃55tɕʰi44	?	声音	Xiangyun	t͡sʰɛ̃₅₅t͡ɕʰi₄₄	sound;voice	241	CVTCVT
3046	sound,voice	Allen2007	cʰã44	?	声音	Luobenzhuo	cʰã₄₄	sound;voice	241	CVT
#
3047	soup	Wang2006a	xaŋ55	?	?	Tuoluo	xaŋ₅₅	soup	451	CVcT
3048	soup	Wang2006a	han55	?	?	Gongxing	han₅₅	soup	451	CVcT
3049	soup	Wang2006a	χæ24	?	?	Enqi	χæ₂₄	soup	451	CVT
3050	soup	Wang2006a	xã55	?	?	Ega	xã₅₅	soup	451	CVT
3051	soup	Wang2006a	xã55	?	?	Jinman	xã₅₅	soup	451	CVT
3052	soup	Wang2006a	xan55	?	?	Jinxing	xan₅₅	soup	451	CVcT
3053	soup	Wang2006a	xɚ̃55	?	?	Dashi	xɚ̃₅₅	soup	451	CVT
3054	soup	Wang2006a	xɛ55	?	?	Zhoucheng	xɛ₅₅	soup	451	CVT
3055	soup	Wang2006a	(tsi55)	?	?	Mazhelong	t͡si₅₅	soup	451	CVT
3056	soup	Allen2007	xɛ̃55	?	汤	Jianchuan	xɛ̃₅₅	soup	203	CVT
3057	soup	Allen2007	xɛ55	?	汤	Eryuan	xɛ₅₅	soup	203	CVT
3058	soup	Allen2007	xɛ̃35	?	汤	Heqi	xɛ̃₃₅	soup	203	CVT
3059	soup	Allen2007	xɛ̃55	?	汤	Lanping	xɛ̃₅₅	soup	203	CVT
3060	soup	Allen2007	xɛ55	?	汤	Qiliqiao	xɛ₅₅	soup	203	CVT
3061	soup	Allen2007	xɛ55	?	汤	Yunlong	xɛ₅₅	soup	203	CVT
3062	soup	Allen2007	tsɿ44	?	汤	Xiangyun	t͡sɿ₄₄	soup	203	CVT
3063	soup	Allen2007	xã44	?	汤	Luobenzhuo	xã₄₄	soup	203	CVT
#
