# Wordlist

# DATA
ID	IPA	SOURCE	TOWEROFBABEL	SUBGROUP	WOLD	CONCEPT	ENTRY_IN_SOURCE	CHINESE	SWADESH_1952	POS	NOTE	SCAID	SWADESH_1955	HANZI	DOCULECT	BORROWING	ALIGNMENT	IELEX	ABVD	OMEGAWIKI	GLOSS_IN_SOURCE	COGID	TOKENS
100	-	-	all(84)	rGyalrongic	13.14	all	-	全部	all (of a number)(1)	Function word	-	0	all(1)	-	Guiqiong		-	all (2)	all (191)	1173416	-	0	-
101	tʰamtɕɤt	-	all(84)	rGyalrongic	13.14	all	%tʰamtɕɤt	全部	all (of a number)(1)	Function word	-	0	all(1)	凡	Japhug	1	-	all (2)	all (191)	1173416	all	6	tʰ a m tɕ ɤ t
102	-	-	all(84)	rGyalrongic	13.14	all	-	全部	all (of a number)(1)	Function word	-	0	all(1)	-	Khroskyabs_Wobzi		-	all (2)	all (191)	1173416	-	0	-
103	-	-	all(84)	rGyalrongic	13.14	all	-	全部	all (of a number)(1)	Function word	-	0	all(1)	-	Muya		-	all (2)	all (191)	1173416	-	0	-
104	-	-	all(84)	rGyalrongic	13.14	all	-	全部	all (of a number)(1)	Function word	-	0	all(1)	-	Stau		-	all (2)	all (191)	1173416	-	0	-
105	zji¹	-	all(84)	rGyalrongic	13.14	all	zji¹	全部	all (of a number)(1)	Function word	-	0	all(1)	凡	Tangut		-	all (2)	all (191)	1173416	all	7	z j i ¹
106	-	-	all(84)	rGyalrongic	13.14	all	-	全部	all (of a number)(1)	Function word	-	0	all(1)	-	Zbu		-	all (2)	all (191)	1173416	-	0	-
#
107	-	-	-	Bai	17.51	and	-	和	and(2)	Function word	-	0	-	-	Dashi		-	and (3)	and (192)	6464	-	0	-
108	-	-	-	Bai	17.51	and	-	和	and(2)	Function word	-	0	-	-	Zhaozhuang		-	and (3)	and (192)	6464	-	0	-
109	-	-	-	Bai	17.51	and	-	和	and(2)	Function word	-	0	-	-	Ega		-	and (3)	and (192)	6464	-	0	-
110	-	-	-	Bai	17.51	and	-	和	and(2)	Function word	-	0	-	-	Enqi		-	and (3)	and (192)	6464	-	0	-
111	-	-	-	Bai	17.51	and	-	和	and(2)	Function word	-	0	-	-	Eryuan		-	and (3)	and (192)	6464	-	0	-
112	-	-	-	Bai	17.51	and	-	和	and(2)	Function word	-	0	-	-	Gongxing		-	and (3)	and (192)	6464	-	0	-
113	-	-	-	Bai	17.51	and	-	和	and(2)	Function word	-	0	-	-	Heqi		-	and (3)	and (192)	6464	-	0	-
114	-	-	-	Bai	17.51	and	-	和	and(2)	Function word	-	0	-	-	Jianchuan		-	and (3)	and (192)	6464	-	0	-
115	-	-	-	Bai	17.51	and	-	和	and(2)	Function word	-	0	-	-	Jinman		-	and (3)	and (192)	6464	-	0	-
116	-	-	-	Bai	17.51	and	-	和	and(2)	Function word	-	0	-	-	Jinxing		-	and (3)	and (192)	6464	-	0	-
117	-	-	-	Bai	17.51	and	-	和	and(2)	Function word	-	0	-	-	Luobenzhuo		-	and (3)	and (192)	6464	-	0	-
118	-	-	-	Bai	17.51	and	-	和	and(2)	Function word	-	0	-	-	Mazhelong		-	and (3)	and (192)	6464	-	0	-
119	-	-	-	Bai	17.51	and	-	和	and(2)	Function word	-	0	-	-	Qiliqiao		-	and (3)	and (192)	6464	-	0	-
120	-	-	-	Bai	17.51	and	-	和	and(2)	Function word	-	0	-	-	Xiangyun		-	and (3)	and (192)	6464	-	0	-
121	-	-	-	Bai	17.51	and	-	和	and(2)	Function word	-	0	-	-	Yunlong		-	and (3)	and (192)	6464	-	0	-
122	-	-	-	Bai	17.51	and	-	和	and(2)	Function word	-	0	-	-	Zhoucheng		-	and (3)	and (192)	6464	-	0	-
123	-	-	-	Bodic	17.51	and	-	和	and(2)	Function word	-	0	-	-	Cone_Tibetan		-	and (3)	and (192)	6464	-	0	-
124	-	-	-	Bodic	17.51	and	-	和	and(2)	Function word	-	0	-	-	Lhasa_Tibetan		-	and (3)	and (192)	6464	-	0	-
125	-	-	-	Bodic	17.51	and	-	和	and(2)	Function word	-	0	-	-	Old_Tibetan		-	and (3)	and (192)	6464	-	0	-
126	-	-	-	Burmish	17.51	and	-	和	and(2)	Function word	-	0	-	-	Achang_Lianghe		-	and (3)	and (192)	6464	-	0	-
127	-	-	-	Burmish	17.51	and	-	和	and(2)	Function word	-	0	-	-	Achang_Longchuan		-	and (3)	and (192)	6464	-	0	-
128	-	-	-	Burmish	17.51	and	-	和	and(2)	Function word	-	0	-	-	Achang_Luxi		-	and (3)	and (192)	6464	-	0	-
129	-	-	-	Burmish	17.51	and	-	和	and(2)	Function word	-	0	-	-	Atsi		-	and (3)	and (192)	6464	-	0	-
130	-	-	-	Burmish	17.51	and	-	和	and(2)	Function word	-	0	-	-	Bola		-	and (3)	and (192)	6464	-	0	-
131	-	-	-	Burmish	17.51	and	-	和	and(2)	Function word	-	0	-	-	Burmese		-	and (3)	and (192)	6464	-	0	-
132	-	-	-	Burmish	17.51	and	-	和	and(2)	Function word	-	0	-	-	Hpun		-	and (3)	and (192)	6464	-	0	-
133	-	-	-	Burmish	17.51	and	-	和	and(2)	Function word	-	0	-	-	Lashi		-	and (3)	and (192)	6464	-	0	-
134	-	-	-	Burmish	17.51	and	-	和	and(2)	Function word	-	0	-	-	Maru		-	and (3)	and (192)	6464	-	0	-
135	-	-	-	Burmish	17.51	and	-	和	and(2)	Function word	-	0	-	-	Old_Burmese		-	and (3)	and (192)	6464	-	0	-
136	-	-	-	Burmish	17.51	and	-	和	and(2)	Function word	-	0	-	-	Xiandau		-	and (3)	and (192)	6464	-	0	-
137	-	-	-	Kiranti	17.51	and	-	和	and(2)	Function word	-	0	-	-	Dumi		-	and (3)	and (192)	6464	-	0	-
138	-	-	-	Kiranti	17.51	and	-	和	and(2)	Function word	-	0	-	-	Khaling		-	and (3)	and (192)	6464	-	0	-
139	-	-	-	Kiranti	17.51	and	-	和	and(2)	Function word	-	0	-	-	Limbu		-	and (3)	and (192)	6464	-	0	-
140	-	-	-	Kiranti	17.51	and	-	和	and(2)	Function word	-	0	-	-	Wambule		-	and (3)	and (192)	6464	-	0	-
141	-	-	-	Kiranti	17.51	and	-	和	and(2)	Function word	-	0	-	-	Yakkha		-	and (3)	and (192)	6464	-	0	-
142	-	-	-	Kiranti	17.51	and	-	和	and(2)	Function word	-	0	-	-	Yamphu		-	and (3)	and (192)	6464	-	0	-
143	-	-	-	Nungish	17.51	and	-	和	and(2)	Function word	-	0	-	-	Dulong		-	and (3)	and (192)	6464	-	0	-
144	-	-	-	SAL	17.51	and	-	和	and(2)	Function word	-	0	-	-	Jingpo		-	and (3)	and (192)	6464	-	0	-
145	-	-	-	Sinitic	17.51	and	-	和	and(2)	Function word	-	0	-	-	Beijing		-	and (3)	and (192)	6464	-	0	-
146	-	-	-	Sinitic	17.51	and	-	和	and(2)	Function word	-	0	-	-	Caijia		-	and (3)	and (192)	6464	-	0	-
147	-	-	-	Sinitic	17.51	and	-	和	and(2)	Function word	-	0	-	-	Changsha		-	and (3)	and (192)	6464	-	0	-
148	-	-	-	Sinitic	17.51	and	-	和	and(2)	Function word	-	0	-	-	Ganzhou		-	and (3)	and (192)	6464	-	0	-
149	-	-	-	Sinitic	17.51	and	-	和	and(2)	Function word	-	0	-	-	Guangzhou		-	and (3)	and (192)	6464	-	0	-
150	-	-	-	Sinitic	17.51	and	-	和	and(2)	Function word	-	0	-	-	Meixian		-	and (3)	and (192)	6464	-	0	-
151	*m-rˤəp	-	-	Sinitic	17.51	and	*m-rˤəp	和	and(2)	Function word	-	0	-	眔	Old_Chinese		-	and (3)	and (192)	6464	and	14	m ◦ rˤ ə p
152	-	-	-	Sinitic	17.51	and	-	和	and(2)	Function word	-	0	-	-	Xiamen		-	and (3)	and (192)	6464	-	0	-
153	-	-	-	rGyalrongic	17.51	and	-	和	and(2)	Function word	-	0	-	-	Guiqiong		-	and (3)	and (192)	6464	-	0	-
154	cho	-	-	rGyalrongic	17.51	and	cho	和	and(2)	Function word	-	0	-	-	Japhug		-	and (3)	and (192)	6464	-	13	cʰ o
155	-	-	-	rGyalrongic	17.51	and	-	和	and(2)	Function word	-	0	-	-	Khroskyabs_Wobzi		-	and (3)	and (192)	6464	-	0	-
156	-	-	-	rGyalrongic	17.51	and	-	和	and(2)	Function word	-	0	-	-	Muya		-	and (3)	and (192)	6464	-	0	-
157	-	-	-	rGyalrongic	17.51	and	-	和	and(2)	Function word	-	0	-	-	Stau		-	and (3)	and (192)	6464	-	0	-
158	-	-	-	rGyalrongic	17.51	and	-	和	and(2)	Function word	-	0	-	-	Tangut		-	and (3)	and (192)	6464	-	0	-
159	-	-	-	rGyalrongic	17.51	and	-	和	and(2)	Function word	-	0	-	-	Zbu		-	and (3)	and (192)	6464	-	0	-
#
266	kue₄₂	Wang2006a, 1053	-	Bai	16.72	bad	kue42	坏	bad (deleterious or unsuitable)(7)	Adjective	-	17	-	-	Dashi		k u e ₄₂	bad (8)	bad, evil (165)	5650	bad (things)	16	k u e ₄₂
267	-	-	-	Bai	16.72	bad	-	坏	bad (deleterious or unsuitable)(7)	Adjective	-	0	-	-	Zhaozhuang		-	bad (8)	bad, evil (165)	5650	-	0	-
268	quɛ₄₂	Wang2006a, 1053	-	Bai	16.72	bad	quɛ42	坏	bad (deleterious or unsuitable)(7)	Adjective	-	17	-	-	Ega		q u ɛ ₄₂	bad (8)	bad, evil (165)	5650	bad (things)	16	q u ɛ ₄₂
269	quɛ₄₃	Wang2006a, 1053	-	Bai	16.72	bad	quE43	坏	bad (deleterious or unsuitable)(7)	Adjective	-	17	-	-	Enqi		q u ɛ ₄₃	bad (8)	bad, evil (165)	5650	bad (things)	16	q u ɛ ₄₃
270	xe₄₄	Allen2007, 417	-	Bai	16.72	bad	xe44	坏	bad (deleterious or unsuitable)(7)	Adjective	-	20	-	-	Eryuan		x e ₄₄	bad (8)	bad, evil (165)	5650	bad / 坏	16	x e ₄₄
271	quɛ₄₂	Wang2006a, 1053	-	Bai	16.72	bad	quɛ42	坏	bad (deleterious or unsuitable)(7)	Adjective	-	17	-	-	Gongxing		q u ɛ ₄₂	bad (8)	bad, evil (165)	5650	bad (things)	16	q u ɛ ₄₂
272	xe₃₃	Allen2007, 417	-	Bai	16.72	bad	xe33	坏	bad (deleterious or unsuitable)(7)	Adjective	-	20	-	-	Heqi		x e ₃₃	bad (8)	bad, evil (165)	5650	bad / 坏	16	x e ₃₃
273	xe₄₄	Allen2007, 417	-	Bai	16.72	bad	xe44	坏	bad (deleterious or unsuitable)(7)	Adjective	-	20	-	-	Jianchuan		x e ₄₄	bad (8)	bad, evil (165)	5650	bad / 坏	16	x e ₄₄
274	que₄₂	Wang2006a, 1053	-	Bai	16.72	bad	que42	坏	bad (deleterious or unsuitable)(7)	Adjective	-	17	-	-	Jinman		q u e ₄₂	bad (8)	bad, evil (165)	5650	bad (things)	16	q u e ₄₂
275	kua₄₄	Wang2006a, 1053	-	Bai	16.72	bad	kua44	坏	bad (deleterious or unsuitable)(7)	Adjective	-	17	-	-	Jinxing		k u a ₄₄	bad (8)	bad, evil (165)	5650	bad (things)	16	k u a ₄₄
276	ʈʰɯ₃₃	Allen2007, 417	-	Bai	16.72	bad	ʈʰɯ33	坏	bad (deleterious or unsuitable)(7)	Adjective	-	27	-	-	Luobenzhuo		ʈʰ ɯ ₃₃	bad (8)	bad, evil (165)	5650	bad / 坏	16	ʈʰ ɯ ₃₃
277	kuɛ₄₄	Wang2006a, 1053	-	Bai	16.72	bad	kuɛ44	坏	bad (deleterious or unsuitable)(7)	Adjective	-	17	-	-	Mazhelong		k u ɛ ₄₄	bad (8)	bad, evil (165)	5650	bad (things)	16	k u ɛ ₄₄
278	xe₄₄	Allen2007, 417	-	Bai	16.72	bad	xe44	坏	bad (deleterious or unsuitable)(7)	Adjective	-	20	-	-	Qiliqiao		x e ₄₄	bad (8)	bad, evil (165)	5650	bad / 坏	16	x e ₄₄
279	xɛ₄₄	Allen2007, 417	-	Bai	16.72	bad	xɛ44	坏	bad (deleterious or unsuitable)(7)	Adjective	-	20	-	-	Xiangyun		x ɛ ₄₄	bad (8)	bad, evil (165)	5650	bad / 坏	16	x ɛ ₄₄
280	xɛ₃₃	Allen2007, 417	-	Bai	16.72	bad	xɛ33	坏	bad (deleterious or unsuitable)(7)	Adjective	-	20	-	-	Yunlong		x ɛ ₃₃	bad (8)	bad, evil (165)	5650	bad / 坏	16	x ɛ ₃₃
281	-	-	-	Bai	16.72	bad	-	坏	bad (deleterious or unsuitable)(7)	Adjective	-	0	-	-	Zhoucheng		-	bad (8)	bad, evil (165)	5650	-	0	-
282	-	-	-	Bodic	16.72	bad	-	坏	bad (deleterious or unsuitable)(7)	Adjective	-	0	-	-	Cone_Tibetan		-	bad (8)	bad, evil (165)	5650	-	0	-
283	-	-	-	Bodic	16.72	bad	-	坏	bad (deleterious or unsuitable)(7)	Adjective	-	0	-	-	Lhasa_Tibetan		-	bad (8)	bad, evil (165)	5650	-	0	-
284	-	-	-	Bodic	16.72	bad	-	坏	bad (deleterious or unsuitable)(7)	Adjective	-	0	-	-	Old_Tibetan		-	bad (8)	bad, evil (165)	5650	-	0	-
285	-	-	-	Burmish	16.72	bad	-	坏	bad (deleterious or unsuitable)(7)	Adjective	-	0	-	-	Achang_Lianghe		-	bad (8)	bad, evil (165)	5650	-	0	-
286	-	-	-	Burmish	16.72	bad	-	坏	bad (deleterious or unsuitable)(7)	Adjective	-	0	-	-	Achang_Longchuan		-	bad (8)	bad, evil (165)	5650	-	0	-
287	-	-	-	Burmish	16.72	bad	-	坏	bad (deleterious or unsuitable)(7)	Adjective	-	0	-	-	Achang_Luxi		-	bad (8)	bad, evil (165)	5650	-	0	-
288	-	-	-	Burmish	16.72	bad	-	坏	bad (deleterious or unsuitable)(7)	Adjective	-	0	-	-	Atsi		-	bad (8)	bad, evil (165)	5650	-	0	-
289	-	-	-	Burmish	16.72	bad	-	坏	bad (deleterious or unsuitable)(7)	Adjective	-	0	-	-	Bola		-	bad (8)	bad, evil (165)	5650	-	0	-
290	-	-	-	Burmish	16.72	bad	-	坏	bad (deleterious or unsuitable)(7)	Adjective	-	0	-	-	Burmese		-	bad (8)	bad, evil (165)	5650	-	0	-
291	-	-	-	Burmish	16.72	bad	-	坏	bad (deleterious or unsuitable)(7)	Adjective	-	0	-	-	Hpun		-	bad (8)	bad, evil (165)	5650	-	0	-
292	-	-	-	Burmish	16.72	bad	-	坏	bad (deleterious or unsuitable)(7)	Adjective	-	0	-	-	Lashi		-	bad (8)	bad, evil (165)	5650	-	0	-
293	-	-	-	Burmish	16.72	bad	-	坏	bad (deleterious or unsuitable)(7)	Adjective	-	0	-	-	Maru		-	bad (8)	bad, evil (165)	5650	-	0	-
294	-	-	-	Burmish	16.72	bad	-	坏	bad (deleterious or unsuitable)(7)	Adjective	-	0	-	-	Old_Burmese		-	bad (8)	bad, evil (165)	5650	-	0	-
295	-	-	-	Burmish	16.72	bad	-	坏	bad (deleterious or unsuitable)(7)	Adjective	-	0	-	-	Xiandau		-	bad (8)	bad, evil (165)	5650	-	0	-
296	-	-	-	Kiranti	16.72	bad	-	坏	bad (deleterious or unsuitable)(7)	Adjective	-	0	-	-	Dumi		-	bad (8)	bad, evil (165)	5650	-	0	-
297	-	-	-	Kiranti	16.72	bad	-	坏	bad (deleterious or unsuitable)(7)	Adjective	-	0	-	-	Khaling		-	bad (8)	bad, evil (165)	5650	-	0	-
298	-	-	-	Kiranti	16.72	bad	-	坏	bad (deleterious or unsuitable)(7)	Adjective	-	0	-	-	Limbu		-	bad (8)	bad, evil (165)	5650	-	0	-
299	-	-	-	Kiranti	16.72	bad	-	坏	bad (deleterious or unsuitable)(7)	Adjective	-	0	-	-	Wambule		-	bad (8)	bad, evil (165)	5650	-	0	-
300	-	-	-	Kiranti	16.72	bad	-	坏	bad (deleterious or unsuitable)(7)	Adjective	-	0	-	-	Yakkha		-	bad (8)	bad, evil (165)	5650	-	0	-
301	-	-	-	Kiranti	16.72	bad	-	坏	bad (deleterious or unsuitable)(7)	Adjective	-	0	-	-	Yamphu		-	bad (8)	bad, evil (165)	5650	-	0	-
302	-	-	-	Nungish	16.72	bad	-	坏	bad (deleterious or unsuitable)(7)	Adjective	-	0	-	-	Dulong		-	bad (8)	bad, evil (165)	5650	-	0	-
303	-	-	-	SAL	16.72	bad	-	坏	bad (deleterious or unsuitable)(7)	Adjective	-	0	-	-	Jingpo		-	bad (8)	bad, evil (165)	5650	-	0	-
304	-	-	-	Sinitic	16.72	bad	-	坏	bad (deleterious or unsuitable)(7)	Adjective	-	0	-	-	Beijing		-	bad (8)	bad, evil (165)	5650	-	0	-
305	-	-	-	Sinitic	16.72	bad	-	坏	bad (deleterious or unsuitable)(7)	Adjective	-	0	-	-	Caijia		-	bad (8)	bad, evil (165)	5650	-	0	-
306	-	-	-	Sinitic	16.72	bad	-	坏	bad (deleterious or unsuitable)(7)	Adjective	-	0	-	-	Changsha		-	bad (8)	bad, evil (165)	5650	-	0	-
307	-	-	-	Sinitic	16.72	bad	-	坏	bad (deleterious or unsuitable)(7)	Adjective	-	0	-	-	Ganzhou		-	bad (8)	bad, evil (165)	5650	-	0	-
308	-	-	-	Sinitic	16.72	bad	-	坏	bad (deleterious or unsuitable)(7)	Adjective	-	0	-	-	Guangzhou		-	bad (8)	bad, evil (165)	5650	-	0	-
309	-	-	-	Sinitic	16.72	bad	-	坏	bad (deleterious or unsuitable)(7)	Adjective	-	0	-	-	Meixian		-	bad (8)	bad, evil (165)	5650	-	0	-
310	*ʔˤak	-	-	Sinitic	16.72	bad	*ʔˤak	坏	bad (deleterious or unsuitable)(7)	Adjective	-	0	-	惡	Old_Chinese		-	bad (8)	bad, evil (165)	5650	bad, evil	16	ʔˤ a k
311	-	-	-	Sinitic	16.72	bad	-	坏	bad (deleterious or unsuitable)(7)	Adjective	-	0	-	-	Xiamen		-	bad (8)	bad, evil (165)	5650	-	0	-
312	-	-	-	rGyalrongic	16.72	bad	-	坏	bad (deleterious or unsuitable)(7)	Adjective	-	0	-	-	Guiqiong		-	bad (8)	bad, evil (165)	5650	-	0	-
313	ŋɤn	-	-	rGyalrongic	16.72	bad	%ŋɤn	坏	bad (deleterious or unsuitable)(7)	Adjective	-	0	-	-	Japhug	1	-	bad (8)	bad, evil (165)	5650	-	15	ŋ ɤ n
314	-	-	-	rGyalrongic	16.72	bad	-	坏	bad (deleterious or unsuitable)(7)	Adjective	-	0	-	-	Khroskyabs_Wobzi		-	bad (8)	bad, evil (165)	5650	-	0	-
315	-	-	-	rGyalrongic	16.72	bad	-	坏	bad (deleterious or unsuitable)(7)	Adjective	-	0	-	-	Muya		-	bad (8)	bad, evil (165)	5650	-	0	-
316	-	-	-	rGyalrongic	16.72	bad	-	坏	bad (deleterious or unsuitable)(7)	Adjective	-	0	-	-	Stau		-	bad (8)	bad, evil (165)	5650	-	0	-
317	-	-	-	rGyalrongic	16.72	bad	-	坏	bad (deleterious or unsuitable)(7)	Adjective	-	0	-	-	Tangut		-	bad (8)	bad, evil (165)	5650	-	0	-
318	-	-	-	rGyalrongic	16.72	bad	-	坏	bad (deleterious or unsuitable)(7)	Adjective	-	0	-	-	Zbu		-	bad (8)	bad, evil (165)	5650	-	0	-
#
478	-	-	-	Bai	12.07	below, under	-	-	-	Function word	-	0	-	-	Dashi		-	-	below (176)	6199	-	0	-
479	-	-	-	Bai	12.07	below, under	-	-	-	Function word	-	0	-	-	Zhaozhuang		-	-	below (176)	6199	-	0	-
480	-	-	-	Bai	12.07	below, under	-	-	-	Function word	-	0	-	-	Ega		-	-	below (176)	6199	-	0	-
481	-	-	-	Bai	12.07	below, under	-	-	-	Function word	-	0	-	-	Enqi		-	-	below (176)	6199	-	0	-
482	-	-	-	Bai	12.07	below, under	-	-	-	Function word	-	0	-	-	Eryuan		-	-	below (176)	6199	-	0	-
483	-	-	-	Bai	12.07	below, under	-	-	-	Function word	-	0	-	-	Gongxing		-	-	below (176)	6199	-	0	-
484	-	-	-	Bai	12.07	below, under	-	-	-	Function word	-	0	-	-	Heqi		-	-	below (176)	6199	-	0	-
485	-	-	-	Bai	12.07	below, under	-	-	-	Function word	-	0	-	-	Jianchuan		-	-	below (176)	6199	-	0	-
486	-	-	-	Bai	12.07	below, under	-	-	-	Function word	-	0	-	-	Jinman		-	-	below (176)	6199	-	0	-
487	-	-	-	Bai	12.07	below, under	-	-	-	Function word	-	0	-	-	Jinxing		-	-	below (176)	6199	-	0	-
488	-	-	-	Bai	12.07	below, under	-	-	-	Function word	-	0	-	-	Luobenzhuo		-	-	below (176)	6199	-	0	-
489	-	-	-	Bai	12.07	below, under	-	-	-	Function word	-	0	-	-	Mazhelong		-	-	below (176)	6199	-	0	-
490	-	-	-	Bai	12.07	below, under	-	-	-	Function word	-	0	-	-	Qiliqiao		-	-	below (176)	6199	-	0	-
491	-	-	-	Bai	12.07	below, under	-	-	-	Function word	-	0	-	-	Xiangyun		-	-	below (176)	6199	-	0	-
492	-	-	-	Bai	12.07	below, under	-	-	-	Function word	-	0	-	-	Yunlong		-	-	below (176)	6199	-	0	-
493	-	-	-	Bai	12.07	below, under	-	-	-	Function word	-	0	-	-	Zhoucheng		-	-	below (176)	6199	-	0	-
494	-	-	-	Bodic	12.07	below, under	-	-	-	Function word	-	0	-	-	Cone_Tibetan		-	-	below (176)	6199	-	0	-
495	-	-	-	Bodic	12.07	below, under	-	-	-	Function word	-	0	-	-	Lhasa_Tibetan		-	-	below (176)	6199	-	0	-
496	-	-	-	Bodic	12.07	below, under	-	-	-	Function word	-	0	-	-	Old_Tibetan		-	-	below (176)	6199	-	0	-
497	-	-	-	Burmish	12.07	below, under	-	-	-	Function word	-	0	-	-	Achang_Lianghe		-	-	below (176)	6199	-	0	-
498	-	-	-	Burmish	12.07	below, under	-	-	-	Function word	-	0	-	-	Achang_Longchuan		-	-	below (176)	6199	-	0	-
499	-	-	-	Burmish	12.07	below, under	-	-	-	Function word	-	0	-	-	Achang_Luxi		-	-	below (176)	6199	-	0	-
500	-	-	-	Burmish	12.07	below, under	-	-	-	Function word	-	0	-	-	Atsi		-	-	below (176)	6199	-	0	-
501	-	-	-	Burmish	12.07	below, under	-	-	-	Function word	-	0	-	-	Bola		-	-	below (176)	6199	-	0	-
502	-	-	-	Burmish	12.07	below, under	-	-	-	Function word	-	0	-	-	Burmese		-	-	below (176)	6199	-	0	-
503	-	-	-	Burmish	12.07	below, under	-	-	-	Function word	-	0	-	-	Hpun		-	-	below (176)	6199	-	0	-
504	-	-	-	Burmish	12.07	below, under	-	-	-	Function word	-	0	-	-	Lashi		-	-	below (176)	6199	-	0	-
505	-	-	-	Burmish	12.07	below, under	-	-	-	Function word	-	0	-	-	Maru		-	-	below (176)	6199	-	0	-
506	-	-	-	Burmish	12.07	below, under	-	-	-	Function word	-	0	-	-	Old_Burmese		-	-	below (176)	6199	-	0	-
507	-	-	-	Burmish	12.07	below, under	-	-	-	Function word	-	0	-	-	Xiandau		-	-	below (176)	6199	-	0	-
508	-	-	-	Kiranti	12.07	below, under	-	-	-	Function word	-	0	-	-	Dumi		-	-	below (176)	6199	-	0	-
509	-	-	-	Kiranti	12.07	below, under	-	-	-	Function word	-	0	-	-	Khaling		-	-	below (176)	6199	-	0	-
510	-	-	-	Kiranti	12.07	below, under	-	-	-	Function word	-	0	-	-	Limbu		-	-	below (176)	6199	-	0	-
511	-	-	-	Kiranti	12.07	below, under	-	-	-	Function word	-	0	-	-	Wambule		-	-	below (176)	6199	-	0	-
512	-	-	-	Kiranti	12.07	below, under	-	-	-	Function word	-	0	-	-	Yakkha		-	-	below (176)	6199	-	0	-
513	-	-	-	Kiranti	12.07	below, under	-	-	-	Function word	-	0	-	-	Yamphu		-	-	below (176)	6199	-	0	-
514	-	-	-	Nungish	12.07	below, under	-	-	-	Function word	-	0	-	-	Dulong		-	-	below (176)	6199	-	0	-
515	-	-	-	SAL	12.07	below, under	-	-	-	Function word	-	0	-	-	Jingpo		-	-	below (176)	6199	-	0	-
516	-	-	-	Sinitic	12.07	below, under	-	-	-	Function word	-	0	-	-	Beijing		-	-	below (176)	6199	-	0	-
517	-	-	-	Sinitic	12.07	below, under	-	-	-	Function word	-	0	-	-	Caijia		-	-	below (176)	6199	-	0	-
518	-	-	-	Sinitic	12.07	below, under	-	-	-	Function word	-	0	-	-	Changsha		-	-	below (176)	6199	-	0	-
519	-	-	-	Sinitic	12.07	below, under	-	-	-	Function word	-	0	-	-	Ganzhou		-	-	below (176)	6199	-	0	-
520	-	-	-	Sinitic	12.07	below, under	-	-	-	Function word	-	0	-	-	Guangzhou		-	-	below (176)	6199	-	0	-
521	-	-	-	Sinitic	12.07	below, under	-	-	-	Function word	-	0	-	-	Meixian		-	-	below (176)	6199	-	0	-
522	*gˤraʔ	-	-	Sinitic	12.07	below, under	*gˤraʔ	-	-	Function word	-	0	-	下	Old_Chinese		-	-	below (176)	6199	below	18	gˤ r a ʔ
523	-	-	-	Sinitic	12.07	below, under	-	-	-	Function word	-	0	-	-	Xiamen		-	-	below (176)	6199	-	0	-
524	-	-	-	rGyalrongic	12.07	below, under	-	-	-	Function word	-	0	-	-	Guiqiong		-	-	below (176)	6199	-	0	-
525	ɯ-pa	-	-	rGyalrongic	12.07	below, under	ɯ-pa	-	-	Function word	-	0	-	-	Japhug		-	-	below (176)	6199	-	17	ɯ ◦ p a
526	-	-	-	rGyalrongic	12.07	below, under	-	-	-	Function word	-	0	-	-	Khroskyabs_Wobzi		-	-	below (176)	6199	-	0	-
527	-	-	-	rGyalrongic	12.07	below, under	-	-	-	Function word	-	0	-	-	Muya		-	-	below (176)	6199	-	0	-
528	-	-	-	rGyalrongic	12.07	below, under	-	-	-	Function word	-	0	-	-	Stau		-	-	below (176)	6199	-	0	-
529	-	-	-	rGyalrongic	12.07	below, under	-	-	-	Function word	-	0	-	-	Tangut		-	-	below (176)	6199	-	0	-
530	-	-	-	rGyalrongic	12.07	below, under	-	-	-	Function word	-	0	-	-	Zbu		-	-	below (176)	6199	-	0	-
#
531	tou₄₂	Wang2006a, 964	big(101)	Bai	12.55	big	tou42	大	big(12)	Adjective	-	42	big(5)	-	Dashi		t o u ₄₂	big (12)	big (153)	5437	big	19	t o u ₄₂
532	-	-	big(101)	Bai	12.55	big	-	大	big(12)	Adjective	-	0	big(5)	-	Zhaozhuang		-	big (12)	big (153)	5437	-	0	-
533	do₄₂	Wang2006a, 964	big(101)	Bai	12.55	big	do42	大	big(12)	Adjective	-	43	big(5)	-	Ega		d o ₄₂	big (12)	big (153)	5437	big	19	d o ₄₂
534	da₄₃	Wang2006a, 964	big(101)	Bai	12.55	big	da43	大	big(12)	Adjective	-	43	big(5)	-	Enqi		d a ₄₃	big (12)	big (153)	5437	big	19	d a ₄₃
535	tɔ₃₁	Allen2007, 386	big(101)	Bai	12.55	big	tɔ31	大	big(12)	Adjective	-	43	big(5)	-	Eryuan		t ɔ ₃₁	big (12)	big (153)	5437	big / 大	19	t ɔ ₃₁
536	da₄₂	Wang2006a, 964	big(101)	Bai	12.55	big	da42	大	big(12)	Adjective	-	43	big(5)	-	Gongxing		d a ₄₂	big (12)	big (153)	5437	big	19	d a ₄₂
537	tɔu₄₂	Allen2007, 386	big(101)	Bai	12.55	big	tɔu42	大	big(12)	Adjective	-	42	big(5)	-	Heqi		t ɔ u ₄₂	big (12)	big (153)	5437	big / 大	19	t ɔ u ₄₂
538	tou₄₂	Allen2007, 386	big(101)	Bai	12.55	big	tou42	大	big(12)	Adjective	-	42	big(5)	-	Jianchuan		t o u ₄₂	big (12)	big (153)	5437	big / 大	19	t o u ₄₂
